word,part_of_speech,meaning,example,example_meaning,definition
synapse,verb,khớp thần kinh,These cells have nerve endings called synapses .,Chúng có đầu gọi là khớp thần kinh .,"(neuroanatomy, cytology) The junction between the terminal of a neuron and either another neuron or a muscle or gland cell, over which nerve impulses pass."
derelict,adjective,bị bỏ rơi,Perhaps the derelict should be given one more chance.,Có lẽ nên cho người bị bỏ rơi này thêm một cơ hội nữa.,"Abandoned, forsaken; (of ship) abandoned at sea; dilapidated, neglected."
extrovert,adjective,hướng ngoại,Extroverted women?,Phụ nữ hướng ngoại ?,One who is outgoing; sociable or concerned with outer affairs.
superimpose,verb,chồng lên,Her voice is superimposed on images that she filmed herself using hidden cameras.,Giọng nói của cô ta được chồng lên các hình ảnh cô ấy tự mình quay bằng camera giấu kín.,"To place an object over another object, usually in such a way that both will be visible."
pundit,noun,chuyên gia bình luận,"On July 27, 2018, Facebook suspended the official page of pundit and political commentator Alex Jones for 30 days.","Vào ngày 27 tháng 7 năm 2018, Facebook đã tạm ngưng trang chính thức của chuyên gia bình luận và nhà bình luận chính trị Alex Jones trong 30 ngày.","A learned Hindu, a scholar, especially having knowledge of Sanskrit, philosophy, religion and law."
assimilate,verb,đồng hoá,And his story was hushed as he assimilated .,Và câu chuyện của ông đi vào im lặng khi ông bị đồng hoá .,To incorporate nutrients into the body after digestion.
majesty,noun,vẻ oai nghiêm,"Words cannot describe His greatness and glory, His majesty and magnificence.","Lời nói không thể mô tả được sự cao trọng và vinh quang của Ngài, vẻ oai nghiêm và phi thường của Ngài.",The quality of being impressive and great
inexorably,adverb,,"Was I, therefore, a daughter of inexorability ?","Như vậy, cháu là con gái của sự bất động tâm ư?",In an inexorable manner; without the possibility of stopping or prevention.
stratosphere,noun,tầng bình lưu,"But the question I asked is, is it possible to linger in the stratosphere ?",Nhưng câu hỏi của tôi là liệu có thể dừng tại tầng bình lưu lâu hơn được không?,"(geology, obsolete) Collectively, those layers of the Earth’s crust which primarily comprise stratified deposits."
illusory,adjective,hão huyền,Unfortunately I believe it to be illusory . . . .,Rất tiếc tôi tin đó là chuyện hão huyền ...,"Resulting from an illusion; deceptive, imaginary, unreal"
proposition,noun,kế hoạch,Proposition 39 also contains instructions on how the extra tax revenue —approximately $1 billion each year—will be spent.,Dự luật 39 cũng bao gồm kế hoạch sử dụng số tiền gia tăng từ thu thuế - khoảng 1 tỷ $ mỗi năm.,(uncountable) The act of offering (an idea) for consideration.
baroque,adjective,kỳ dị,"That reminds him of the word baroque , barrack, bark, poodle,","Và điều đó gợi lại cho anh những từ "" kỳ dị , trại lính, tiếng sủa, vũng nước,","ornate, intricate, decorated, laden with detail."
poise,noun,dáng,"Your poise , or lack of it, is shown by your physical bearing and the way that you use your hands.",Dáng điệu của bạn và cách bạn dùng tay cho thấy bạn có điềm tĩnh hay không.,"(obsolete) Weight; an amount of weight, the amount something weighs."
chador,noun,chàng mạng,"Traditional Arab dress features the full length body cover (abaya, jilbāb, or chador ) and veil (hijab).","Trang phục Ả Rập truyền thống có đặc trưng che phủ toàn bộ chiều dài cơ thể (abaya, jilbāb, hoặc chador) và khăn trùm đầu (hijab).","A loose robe, made from a single cloth, worn as a combination head covering, veil and shawl by Muslim women, especially in Iran."
melodrama,noun,kịch mêlô,Cheap melodrama .,Một vở kịch rẻ tiền.,(uncountable) A kind of drama having a musical accompaniment to intensify the effect of certain scenes (archaic).
avant-garde,adjective,,She's very avant - garde .,"Bà rất "" quân tiền phong "" nhỉ.",(obsolete) The vanguard of an army or other force.
couture,noun,thuộc ngữ,"Yeah, it's couture .",nó là thời trang cao cấp .,"(fashion) The production of high-end, custom-made clothing"
jaundice,verb,hoàng đản,And I was pitying you having jaundice .,- Tôi thương hại ông mắc phải chứng hoàng đản .,"(pathology) A morbid condition, characterized by yellowness of the eyes, skin, and urine, whiteness of the feces, constipation, queasiness, loss of appetite, and general languor and lassitude. It is caused usually by obstruction of the biliary passages and consequent damming up, in the liver, of the bile, which is then absorbed into the blood. Other causes include increased hemolysis and any liver disease. The discoloration is caused by accumulation of bilirubin in the body; bilirubin is normally excreted in bile to give feces their normal yellow-brown coloration."
