word,part_of_speech,meaning,example,example_meaning,definition
quiver,verb,run,Miss Stephanie's nose quivered with curiosity.,Mũi cô Stephanie run lên vì tò mò.,"(weaponry) A container for arrows, crossbow bolts or darts, such as those fired from a bow, crossbow or blowgun."
refugee,verb,người lánh nạn,Some refugees from the disaster soon headed toward those buildings.,Chẳng mấy chốc một số người lánh nạn đi về hướng những tòa nhà này.,"A person seeking refuge in a foreign country out of fear of political persecution or the prospect of such persecution in his home country, i.e., a person seeking a political asylum."
kerchief,verb,khăn tay,"And mamma in her kerchief , and I in my cap,","Mẹ trong khăn tay của cô, và Con ở trong mũ của tôi,",(old-fashioned) A piece of cloth used to cover the head.
fragile,adjective,mỏng manh,"As you know from the reading, DNA is a fragile molecule.","Như các em đã đọc sách, ADN là một phân tử mỏng manh .","easily broken or destroyed, and thus often of subtle or intricate structure"
harsh,adjective,khắc nghiệt,But it seems so harsh .,Nhưng có vẻ hơi khắc nghiệt với cô ấy.,Unpleasantly rough to the touch or other senses.
tapestry,verb,tấm thảm,We have exquisite tapestries dating all the way back to...,Chúng tôi trải những tấm thảm tuyệt mĩ dọc con đường quay lại...,(by extension) anything with variegated or complex details
sari,noun,xari,I am shaking in my sari .,Tôi đang run rẩy trong sari của tôi.,"The traditional dress of women in the Indian Subcontinent; an outer garment consisting of a single length of cotton or silk, most often with one end wrapped around the waist to form a skirt, the other draped over the shoulder or head."
jumpy,adjective,hay giật mình,"Certain everyday things, They make him jumpy or startled?","một số vật gì đó, làm cho anh ấy hoảng hốt hay giật mình ?",Nervous and excited.
squat,verb,ngồi xổm,Someone has been slackin with the squat and cough.,Có ai đó chểnh mảng trong lúc bắt phạm nhân ngồi xổm và ho.,A position assumed by bending deeply at the knees while resting on one's feet.
rumple,verb,làm nhàu,"This weapon, what does Rumple say of its power?",Rumple nói gì về sức mạnh của nó?,"To make wrinkled, particularly of fabric."
mutter,verb,càu nhàu,"“Not,” he muttered , “if one didn’t want to make any enemies.”",“Không” Anh càu nhàu . “nếu người đó không muốn tạo ra kẻ thù nào.”,A repressed or obscure utterance; an instance of muttering.
grave,noun,mồ,"What kind of man crawled into his own grave in search of hope, hm?",Loại người nào bò vào chính nấm mồ của mình để tìm kiếm hy vọng?,"A written accent used in French, Italian, and other languages. è is an e with a grave accent."
grime,verb,bụi bẩn,"In the process, they remove layers of built-up grime and reverse previous crude restoration attempts.","Trong tiến trình thực hiện, họ tẩy đi những lớp bụi bẩn đóng lâu ngày và chỉnh lại những chỗ sửa không khéo trước kia.","Dirt, grease, soot, etc. that is ingrained and difficult to remove."
defect,noun,khuyết điểm,"Yet, there is no doubt that this defect is unusually common today.",Nhưng chắc chắn là khuyết điểm này ngày nay phổ thông một cách bất thường.,A fault or malfunction.
nestle,verb,náu mình,"In 1839 (June–August), Shamil and his followers, numbering about 4000 men, women and children, found themselves under siege in their mountain stronghold of Akhoulgo, nestled in the bend of the Andi Koysu, about ten miles east of Gimry.","Năm 1839 (tháng 6-tháng 8), Shamil và những người lính của mình, 4000 người, phụ nữ và trẻ em, bị bao vây trong pháo đài trên núi Akhoulgo, náu mình trong khúc quanh của Sông Andee Koisou, khoảng mười dặm phía đông Gimry.",To settle oneself comfortably and snugly.
stutter,verb,nói lắp,There are some interesting angles to having a stutter .,Có vài điều thú vị khi mắc phải tật nói lắp .,(intransitive) To speak with a spasmodic repetition of vocal sounds.
upright,adjective,thẳng đứng,This word helps to show that stau·rosʹ was an upright stake without a crossbeam.,Chữ này giúp cho thấy stau.ros’ là một cây cọc thẳng đứng không có đà ngang.,Vertical; erect.
braised,adjective,,Today's stew is braised meatballs with vegetables.,Món hầm hôm nay là thịt viên om với rau. Anh sẽ trổ tài nấu nướng.,Simple past tense and past participle of braise.
gazette,verb,báo hằng ngày,The Sunday Gazette,Báo Gazette Chủ Nhật,"A newspaper; a printed sheet published periodically; esp., the official journal published by the British government, and containing legal and state notices."
presumption,noun,sự cho là đúng,Presumption Receiving Stolen Property 410.,Tội bắt cóc nhằm chiếm đoạt tài sản Điều 170.,(dated) arrogant behaviour
systemic,adjective,toàn thân,Or systemic scleroderma.,Hoặc là xơ cứng bì toàn thân .,"Embedded within and spread throughout and affecting a group, system, body, economy, market, or society as a whole."
consulate,noun,tòa lãnh sự,The consulate .,Không Tòa lãnh sự .,"In practice, an office of a government in a foreign city that oversees the distribution of visas and provides assistance to nationals."
persevere,verb,kiên trì,Why do we persevere in making repeated visits to people in their homes?,Tại sao chúng ta kiên trì trở lại thăm người ta nhiều lần tại nhà của họ?,"To persist steadfastly in pursuit of an undertaking, task, journey or mission in spite of distraction, difficulty, obstacles or discouragement."
establishment,noun,tổ chức,Institutions have always been the ones to establish the rules and propose changes.,Các qui chế luôn luôn đã được thiết lập và đề xuất thay đổi bởi những tổ chức .,The act of establishing; a ratifying or ordaining; settlement; confirmation.
authentic,adjective,đích thực,"They say, we Dutch, we like real, natural, authentic experiences.","Họ nói, người Hà Lan chúng tôi thích các trải nghiệm thật, tự nhiên, đích thực .",Of the same origin as claimed; genuine.
enrapture,verb,làm mê mẩn,"Animals appear and dance, enraptured , to his music.","Các con thú xuất hiện và nhảy múa, mê mẩn trong tiếng sáo của anh ta.",To fill with great delight or joy; to fascinate.
ail,adjective,làm phiền não,She's ailing .,Cổ bị bệnh .,An ailment; trouble; illness.
decline,verb,từ chối,He declined to share that information with me.,Anh ta từ chối chia sẻ thông tin đó với tôi.,"(intransitive) To move downwards, to fall, to drop."
theorem,noun,định lý,"It will then become a theorem , a truth, forever and ever.","Thì nó sẽ trở thành định lý , một sự thật, vĩnh viễn.",(mathematics) A mathematical statement of some importance that has been proven to be true. Minor theorems are often calledpropositions. Theorems which are not very interesting in themselves but are an essential part of a bigger theorem's proof are calledlemmas
weather,noun,thời tiết,"According to the weather forecast, it'll snow tomorrow.","Theo dự báo thời tiết , mai sẽ có tuyết.","To expose to the weather, or show the effects of such exposure, or to withstand such effects."
exclusive,adjective,độc quyền,She promised him the exclusive rights to her story of revenge.,Cô ấy hứa ông ta sẽ được độc quyền câu chuyện báo thù của mình.,(literally) Excluding items or members that do not meet certain conditions.
nostalgia,noun,hoài cổ,"It's one of those nostalgia places, but not done very well.",Nó là một trong những nơi hoài cổ nhưng không làm ăn tốt lắm.,A longing for home or familiar surroundings; homesickness.
compassion,verb,trắc ẩn,"You also can show compassion , hard work, and optimism.","Các em cũng có thể bày tỏ lòng trắc ẩn , sự chăm chỉ, và tính lạc quan.","Deep awareness of the suffering of another, coupled with the wish to relieve it"
ethics,noun,luân lý,"For a long time, religion has generally dictated the ethical standards by which people live.","Từ lâu, tiêu chuẩn luân lý thường là do tôn giáo quy định.",(philosophy) The study of principles relating to right and wrong conduct.
impulse,verb,sự thúc đẩy,"Because everything Beth does comes from within, from some dark impulse .","Bởi mọi việc Beth làm đều từ bên trong, từ 1 sự thúc đẩy đen tối nào đó.",A thrust; a push; a sudden force that impels.
cascade,noun,tầng,"And then on top of that, that's created a kind of cascading effect.","Sau cùng, điều này đã tạo ra một dạng ảnh hưởng phân tầng .",(intransitive) To fall as a waterfall or series of small waterfalls.
decompose,verb,phân huỷ,"It can take bottle one an agonizing 1,000 years to decompose .","Và có thể mất tới 1,000 năm đằng đẵng để chiếc chai thứ nhất này phân huỷ .",(transitive) to separate or break down something into its components; to disintegrate or fragment
irritated,adjective,bị chọc tức,and it seems to keep getting irritated .,và dường như cứ bị chọc tức .,Simple past tense and past participle of irritate.
