word,part_of_speech,meaning,example,example_meaning,definition
collaborate,verb,cộng tác,"Instead, the band held out for Vig, with whom they felt comfortable collaborating .","Cuối cùng, họ đã cộng tác với Vig, người mà họ cảm thấy thoải mái nhất.",To work together with others to achieve a common goal.
stunning,adjective,cừ khôi,"McCarthy believed American Beauty a "" stunning card of introduction"" for film débutantes Mendes and Ball.","McCarthy tin Vẻ đẹp Mỹ là một ""nước cờ mở đầu cừ khôi "" cho những người mới bước vào ngành điện ảnh như Mendes và Ball.",Having an effect that stuns.
slump,verb,hạ nhanh,Her shoulders slumped as she replaced the lid and shuffled into the house .,Vai của con bé hạ nhanh xuống khi con bé lấy cái nắp ra rồi lê bước vào nhà .,(intransitive) To collapse heavily or helplessly.
mode,noun,cách thức,Chapters 4–5 detail the exact mode of administering the sacrament.,Các chương 4–5 chỉ dẫn tường tận cách thức chính xác làm lễ Tiệc Thánh.,"(music) One of several ancient scales, one of which corresponds to the modern major scale and one to the natural minor scale"
dander,verb,sự giận dữ,"Their coats do not shed, which reduces dander .","Bộ lông của chúng không rụng, làm giảm dander .",Dandruff—scaly white dead skin flakes from the human scalp.
theoretical,adjective,suông,Jesus’s teachings were not meant to be theoretical .,Những lời giảng dạy của Chúa Giê Su không có nghĩa là lý thuyết .,Of or relating to theory; abstract; not empirical.
demonstrate,Verb,giải thích,Mother comes to the rescue and demonstrates what must be done.,Mẹ nó đến giải cứu và giải thích phải làm gì.,To display the method of using an object.
simulation,noun,mô phỏng,You couldn't really create this or simulate it in any other way.,Bạn không thể nào tạo ra hoặc mô phỏng nó bằng bất cứ cách nào.,Something which simulates a system or environment in order to predict actual behaviour.
anterior,adjective,phía trước,The most common cause of anterior nosebleeds is dry air .,Nguyên nhân chảy máu cam phía trước thường gặp nhất là do không khí khô .,Before in place.
mucus,noun,nước nhầy,"Because newborns tend to breathe through their noses and their nasal passages are narrow , small amounts of nasal fluid or mucus can cause them to breathe noisily or sound congested even when they do n't have a cold or other problem .","Vì trẻ sơ sinh thường có khuynh hướng thở bằng mũi và lỗ mũi của bé rất hẹp , nên một lượng nhỏ dịch mũi hoặc nước nhầy có thể làm cho bé thở khò khè hoặc nghe như bị nghẹt mũi thậm chí khi bé không bị cảm lạnh hoặc bị một bệnh nào khác .",(physiology) A slippery secretion from the lining of the mucous membranes.
logic,noun,luận lý,"Through logic and learning, knowledge is increased and understanding enhanced.","Qua luận lý học và kiến thức, sự hiểu biết được gia tăng.","(uncountable) A method of human thought that involves thinking in a linear, step-by-step manner about how a problem can be solved. Logic is the basis of many principles including the scientific method."
humane,adjective,nhân đức,No human has ever entered this castle.,Không con người nào trong lâu đài này được.,Having regard for the health and well-being of another; compassionate.
cassette,noun,cassette,"And listen, I made you a cassette recording.","Và nghe này, bố đã ghi cho con một băng cassette .","A small flat case containing magnetic tape on two reels, used to record and play back audio and video material."
ban,verb,cấm,President Jefferson did not want the trade ban to last long.,Tổng thống Jefferson không muốn cấm vận thương mại kéo dài.,To forbid or block from participation.
abide by,verb,tuân thủ,I know it'll be hard for you to abide by my rules.,Tao mày sẽ khó khi tuân thủ các quy tắc của tao.,"(transitive) To accept a decision or law and act in accordance with it; to conform to; to acquiesce; as,to abide by an award."
reluctant,adjective,bất đắc dĩ,Helen is one of the more reluctant members of tonight's audience.,Helen là 1 khán giả bất đắc dĩ của buổi diễn tối nay.,(now rare) Opposing; offering resistance (to).
pudgy,adjective,mập lùn,It's got these two pudgy cherubs holding it.,Có hai thiên xứ lùn lùn giữ chiếc đồng hồ.,"Fat, overweight (pertaining particularly to children), plump; chubby"
resolve,verb,giải quyết,"If you two could resolve this tension, you could really help each other.",Nếu có thể giải quyết vấn đề căng thẳng này hai người có thể giúp được nhau đó.,(transitive) To find a solution to (a problem).
spite,verb,mối hận thù,I love you in spite of that.,Anh yêu em mặc dù em như thế.,"Ill will or hatred toward another, accompanied with the disposition to irritate, annoy, or thwart; a desire to vex or injure; petty malice; grudge; rancor."
nonfiction,noun,,Nonfiction,Truyện có thật,"Written works intended to give facts, or true accounts of real things and events. Often used attributively."
odious,adjective,ghê tởm,That is one odious aroma.,Đó là một hương thơm ghê tởm .,"Arousing or meriting strong dislike, aversion, or intense displeasure."
corrupt,adjective,tham nhũng,"Now, I don't want to be an apologist for corruption .","Bây giờ, tôi không muốn là người biện hộ cho tham nhũng .",In a depraved state; debased; perverted; morally degenerate; weak in morals.
juvenile,adjective,vị thành niên,Given that my client is a juvenile the people have agreed to probation.,"Vì thân chủ của tôi vẫn là vị thành niên , nên được phép hưởng án treo.",an actor playing a child's role
sly,adjective,ranh mãnh,Sly wit.,Ranh mãnh .,"Done with, and marked by, artful and dexterous secrecy; subtle; as, a sly trick."
obsess,verb,ám ảnh,And this obsession of yours with Raiden will cease immediately.,Và nỗi ám ảnh của ngươi với Raiden phải dừng lại ở đây.,"(passive, construed withwith) To be preoccupied with a single topic or emotion."
