word,part_of_speech,meaning,example,example_meaning,definition
conflagration,noun,hỏa hoạn,"He also set fire to eighty-one loaded ammunition cars, which led to a conflagration watched by hundreds.","Ông ta còn cho phóng hỏa đốt cháy 81 xe chở đạn dược, gây nên trận hỏa hoạn hàng trăm người chứng kiến.","A large fire extending to many objects, or over a large space; a general burning."
torpor,noun,trạng thái lịm đi,Unusual torpor to be sure.,Chắc chắn là trạng thái tê cứng.,Being inactive or stuporous.
skirmish,verb,cuộc chạm trán,My first skirmish was like hunting with my friends.,Cuộc chạm trán đầu tiên của tôi giống như một cuộc săn của tôi với bạn bè.,"(military) A brief battle between small groups, usually part of a longer or larger battle or war."
expostulate,verb,phê bình nhận xét,""" What the devil's this? "" came in a tone of angry expostulation from above the collar of the figure.",""" Ma quỷ này? "" Trong một giai điệu của khiển trách giận dữ từ phía trên cổ áo con số.",To protest or remonstrate.
circumspection,noun,sự thận trọng,The man is not circumspect .,Hắn ta không thận trọng đến vậy.,Attention to all the facts and circumstances of a case; caution; watchfulness; vigilance.
domicile,noun,nhà,This is my own private domicile and I will not be harassed.,"Đây là nhà riêng của tôi, đừng có quấy rầy nữa.",(formal) A home or residence.
timorous,adjective,sợ sệt,"In 1975, Portuguese rule ended in East Timor .","Năm 1975, sự cai trị của người Bồ Đào Nha ở Đông Timor chấm dứt.","fearful, afraid, timid"
masonry,noun,nghề thợ nề,"In order to earn a living, I enrolled in a masonry course.","Để kiếm sống, tôi ghi tên học nghề thợ nề .",The art or occupation of a mason.
agile,adjective,nhanh nhẹn,Its lightweight swept wing design makes it extremely maneuverable and agile .,Thiết kế cánh cụp nhẹ nhàng làm cho nó vô cùng dũng mãnh và nhanh nhẹn .,"Having the faculty of quick motion in the limbs; apt or ready to move; nimble; active; as, an agile boy; an agile tongue."
integument,noun,da,"In life, these structures would have been covered with some sort of integument , possibly made of keratin.","Trong đời thực, những cấu trúc này sẽ được bao phủ bằng một loại vỏ bọc nào đó, có thể được làm từ keratin.","(biology) An outer protective covering such as the feathers or skin of an animal, a rind or shell."
dexterous,adjective,khéo,Michael would have to choose between dexterity or warmth.,Michael sẽ phải chọn giữa sự khéo léo hay ấm áp.,Skillful with one's hands.
tactile,adjective,hiển nhiên,"It's believable, it's tactile .","Nó đáng tin, nó hiển nhiên .",tangible; perceptible to the sense of touch
pulmonary,adjective,bị bệnh phổi,It could be pulmonary fibrosis.,Có thể là chứng xơ hoá phổi .,"Pertaining to, having, or affecting the lungs."
entrails,noun,lòng,What do the entrails say?,Bộ đồ lòng nói gì?,(archaic) Plural form of entrail.
physiological,adjective,thuộc sinh lý,Physiology and biomechanics.,Sinh lý học và giải phẫu.,"Of, or relating to physiology."
transitory,adjective,nhất thời,"While the friends of the rich person are many, they are as transitory as his wealth.","Dù người giàu có nhiều bạn, nhưng bạn bè ấy chỉ nhất thời như của cải của người vậy.",lasting only a short time; temporary
auditory,adjective,auditorium,Auditory .,Bật âm thanh .,"Of, or relating to hearing, or to the sense or organs of hearing"
noisome,adjective,hôi thối,The air is noisome here.,ở đây ồn quá .,Morally hurtful or noxious.
fecundity,noun,sự màu mỡ,"It's quiet, isolated, fecund .","Nơi đó yên tĩnh, cách biệt .",the ability to produce offspring
spate,noun,nhiều,"The week of release was also accompanied by a spate of television appearances on many American daytime and late-night talk shows, such as the Today Show on 18 February, Late Show with David Letterman on 21 February, and The Ellen DeGeneres Show and Jimmy Kimmel Live! on 24 February.","Tuần phát hành tại Hoa Kỳ đi cùng một chuỗi lên sóng trong nhiều chương trình trò chuyện ban ngày cũng như ban đêm ở Mỹ, ví dụ như Today Show ngày 18 tháng hai, Late Show with David Letterman ngày 21 tháng hai, cùng The Ellen DeGeneres Show và Jimmy Kimmel Live! ngày 24 tháng hai.",A river flood; an overflow or inundation.
philosophical,adjective,bình thảnh,"Oh, philosophical conundrum.",Câu hỏi triết lý hóc búa đây,"Of, or pertaining to, philosophy."
vestige,noun,dấu vết,Go forward in the fight until every vestige of Babylon lies desolate.,Hãy tiến lên chiến đấu cho đến khi mọi dấu vết của Ba-by-lôn không còn nữa.,The mark of the foot left on the earth; a track or footstep; a trace; a sign;
plausible,adjective,có vẻ đúng,"13 We must keep up our guard, for the thinking and attitudes of Satan’s world may seem plausible on the surface.","13 Chúng ta phải cảnh giác, vì đôi khi lối suy nghĩ và thái độ của thế gian theo Sa-tan bề ngoài có vẻ đúng .","Seemingly or apparently valid, likely, or acceptable; credible: a plausible excuse."
astrophysicist,noun,,I am also an astrophysicist .,Tôi cũng là một nhà vật lí thiên văn .,One who studies astrophysics.
scintillating,adjective,lấp lánh,"and they were filled with these scintillating crystals,","chứa đầy những tinh thể lấp lánh như thế này,",that scintillates with brief flashes of light
vile,adjective,hèn hạ,You're a vile little man.,Ngươi là một tên bé nhỏ hèn hạ .,morally low; base; despicable
magnanimous,adjective,hào hiệp,"Katya reportedly bore her husband's infidelity ""with a mixture of magnanimity , bitterness, and compassion"".","Katya đã nói về sự không chung thủy của chồng mình là ""một sự pha trộn của hào hiệp , cay đắng và thương hại"".",Noble and generous in spirit.
tract,verb,dải,"In 20 minutes, you're marrying a girl whose father owns the biggest tracts of open land in Britain.","Nghe đây, trong 20 phút nữa, con sẽ cưới một cô gái mà cha cổ sở hữu những dải đất rộng rãi nhất nước Anh.",An area or expanse of land.
aural,adjective,qua tai,I've been having aural hallucinations.,Tôi hay bị ảo giác về thính giác.,Of or pertaining to the ear.
upshot,noun,kết cục,"So, what was the upshot ?",Vậy kết cục ra sao?,(US) A concise summary.
inept,adjective,dớ dẩn,First we need to get past that one inept guard.,Đầu tiên chúng ta cần vượt qua một tên bảo vệ.,Not able to do something; not proficient; displaying incompetence
imperceptibly,adverb,,"Almost imperceptibly , they drift into sin.","Hầu như không thể nhận thấy , họ bị lôi cuốn vào tội lỗi.","not noticeably, too small to be detected, too little to be perceived."
timbre,noun,âm sắc,Varèse's music emphasizes timbre and rhythm.,Âm nhạc của Varèse nhấn mạnh âm sắc và nhịp điệu.,The quality of a sound independent of its pitch and volume.
warp,verb,cong,There didn't seem to be anything else to warp or curve.,Có vẻ như chẳng còn thứ gì có thế gấp khúc hoặc uốn cong nữa.,(uncountable) The state of being bent or twisted out of shape.
ingratiating,adjective,,Again to ingratiate oneself a few store.,Một lần nữa để ingratiate mình một vài cửa hàng.,Which ingratiates; which attempts to bring oneself into the favour of another. The implication is often of flattery or insincerity.
brash,adjective,hỗn láo,"Brash , yet brave.","Hỗn xược , nhưng dũng cảm.",Leaf litter of small leaves and little twigs as found under a hedge.
blighted,adjective,,Blight .,Nấm bệnh .,Simple past tense and past participle of blight.
paranoid,adjective,,Paranoid ?,Kẻ hoang tưởng .,"Of, related to, or suffering from paranoia"
