word,part_of_speech,meaning,example,example_meaning,definition
absolutely,adverb,hoàn toàn,Absolutely marvelous.,Hoàn toàn tuyệt diệu.,"In an absolute, independent, or unconditional manner."
vocation,noun,nghề,"Make a plan for your life, including education or vocational training.","Hãy lập một kế hoạch cho cuộc sống của các em, kể cả học vấn lẫn học nghề .","an occupation for which a person is suited, trained or qualified"
confidence,noun,sự tự tin,"As they started out, I was impressed with their confidence .","Khi họ bắt đầu đi, tôi cảm kích trước sự tự tin của họ.",Self-assurance.
virtue,noun,đức,Many people do not fully understand the meaning of virtue .,Nhiều người không hiểu trọn vẹn ý nghĩa của đức tính.,"(obsolete) The inherent power of a god, or other supernatural being. [13th-19th c.]"
honorable,adjective,chính,"It doesn't pass the balancing test, your honor .","Nó không vượt qua các phân tích chính đáng, thưa quan tòa.",Worthy of respect; respectable.
self-pity,noun,sự tự thương mình,Is he self - pitying ?,Ông có than thân trách phận không?,a feeling of pity for oneself
mansion,noun,lâu đài,"Finally, he came to a wonderful mansion , which was his destination.","Cuối cùng, ông đến một lâu đài tráng lệ chính là điểm đến của ông.","A large house or building, usually built for the wealthy."
defeatist,adjective,thất bại chủ nghĩa,To criticize the plan is defeatist !,Phê phán kế hoạch này là chủ bại !,"of, or relating to defeatism"
admiration,noun,sự khâm phục,I do admire a brave woman.,Tôi thực sự khâm phục một người phụ nữ dũng cảm.,"Wonder mingled with approbation or delight; an emotion excited by a person or thing possessed of wonderful or high excellence; as, admiration of a beautiful woman, of a landscape, of virtue."
canyon,noun,vực,"In a deep, dark canyon off the coast of California,","Dưới hẻm vực sâu và tối ngoài khơi California,","A valley, especially a long, narrow, steep valley, cut in rock by a river."
freedom,noun,sự tự do,You wanted to tell me about freedom ?,Bạn muốn nói với tôi về sự tự do hả?,"(uncountable) The state of being free, of not being imprisoned or enslaved."
make it,verb,thành công,I didn't think you'd make it so soon.,Ta không nghĩ ngươi sẽ thành công sớm đâu.,(idiomatic) to reach a place.
whisper,verb,thì thầm,"""""""I made it look like a hunting accident,"""" she whispered .""",“Tôi khiến nó trong như một tai nạn khi săn bắn.” cô thì thầm .,The act of speaking in a quiet voice.
deserve,verb,đáng,I think that his proposal deserves some thinking.,Tôi cho rằng gợi ý của anh ấy đáng được xem xét.,"To be entitled to, as a result of past actions; to be worthy to have."
comfort,verb,an ủi,May it comfort you as it has comforted me.,Cầu cho nó làm con được an ủi như nó đã từng làm ta được an ủi,"Contentment, ease."
photograph,verb,chụp ảnh,"Even in consumer cameras, we no longer use photographic film.","Ngay cả đối với máy ảnh sử dụng, chúng ta cúng không còn dùng đến phim chụp ảnh .","A picture created by projecting an image onto a photosensitive surface such as a chemically treated plate or film, CCD receptor, etc."
titan,noun,người khổng lồ,Nor will I break from my charge to bow and scrap before imagined titan .,Cũng sẽ không rời quyền chỉ huy để cúi đầu và cãi cọ với một người khổng lồ trong tưởng tượng.,"Something or someone of very large stature, greatness, or godliness."
score,interjection,ghi điểm,They've been keeping score all year.,Họ ghi điểm suốt 1 năm qua mà!,(music) One or more parts of a musical composition in a format indicating how the composition is to be played.
jazz,verb,Nhạc Jazz,In that same year she recorded what would have been the first jazz LP in South Africa's history.,Cùng năm đó cô thu âm bản nhạc jazz đầu tiên trong lịch sử ở Nam Phi.,"(music) A musical art form rooted in West African cultural and musical expression and in the African American blues tradition, with diverse influences over time, commonly characterized by blue notes, syncopation, swing, call and response, polyrhythms and improvisation."
prolific,adjective,sinh sản nhiều,"Studying the white shark, however, is not easy—they are not prolific , and they die in captivity.","Tuy nhiên, nghiên cứu cá mập trắng không dễ dàng—chúng không sinh sản nhiều , và chết khi nuôi trong hồ.","Fertile, producing offspring or fruit in abundance—applied to plants producing fruit, animals producing young, etc."
executive,adjective,quyền hành pháp,Supreme executive power derives from a mandate from the masses.,Quyền hành pháp tối cao được ủy nhiệm từ đại đa số quần chúng.,"Designed or fitted for execution, or carrying into effect."
advocate,verb,chủ trương,Some use and advocate violence.,Một số sử dụng và chủ trương bạo lực.,"A person who argues the case of another, such as a lawyer in a court."
arrangement,noun,sự sắp xếp,A key feature of the contract was the technology transfer arrangement .,Một đặc điểm chính của hợp đồng là sự sắp xếp chuyển giao công nghệ.,The act of arranging.
trailblazer,noun,,Master Trailblazer,Người tiên phong bậc thầy,One that blazes a trail to guide others; a pathfinder.
unparalleled,adjective,chưa từng có,"We are blessed beyond measure to live in a day of unparalleled prosperity, enlightenment, and advantage.","Chúng ta được phước vô cùng khi được sống trong một thời kỳ thịnh vượng, khai sáng, và lợi thế chưa từng có .",having no parallel; without equal; lacking anything similar or worthy of comparison.
production,noun,sản lượng,"These threats of reducing your oil production , it won't work.",Mối đe doạ từ việc giảm sản lượng dầu của ông sẽ không thành công đâu.,an occasion or activity made more complicated than necessary
nomination,noun,sự bổ nhiệm,Nearly 10% of the delegates we need for the nomination .,Gần 10% số đại cử tri chúng tôi cần cho sự bổ nhiệm .,An act or instance of nominating.
seminal,adjective,sự sinh sản,"AOL called it a "" seminal moment in internet history ...",AOL gọi đó là “Một sự kiện quan trọng trong lịch sử của Internet.,Of or relating to seed or semen.
politics,noun,chính trị,Last year saw a big political change in Japan.,"Năm ngoái, tôi đã chứng kiến một cuộc thay đổi chính trị lớn ở Nhật Bản.",The practice of responding to conflict with dialogue.
reconciliation,noun,hoà giải,Amaran said the talks were aimed at achieving reconciliation with the government .,Amaran nói cuộc hội đàm nhằm mục đích hoà giải với chính phủ .,The reestablishment of friendly relations; conciliation or rapprochement.
principled,adjective,có nguyên tắc,"If I don't have my principles , I don't have anything.",Nếu tớ không có nguyên tắc riêng Tớ không thể có gì hết.,"Based on, having or manifesting principles."
indefatigable,adjective,không biết mỏi mệt,""" Quite indefatigable",♫ Hoàn toàn không mỏi mệt ♫,Extremely persistent and untiring.
habitat,noun,môi trường sống,He then moved across into what we called the habitat team.,"Sau đó, anh chuyển qua một đội tên là nhóm môi trường sống .",(biology) A specific place or natural conditions in which a plant or animal lives.
emissary,noun,phái viên,I hope Agamemnon's generals are smarter than his emissaries .,Ta hy vọng quân đội của Agamemnon thông minh hơn phái viên của ông ta.,(anatomy) a venous channel in the skull
moral,adjective,phẩm hạnh,But Tesla possessed the moral fortitude that I lack.,Nhưng Tesla sở hữu phẩm hạnh đạo đức mà tôi không có.,"Of or relating to principles of right and wrong in behaviour, especially for teaching right behaviour."
alleviate,verb,giảm bớt,I alleviate boredom and occasionally heighten my thought processes.,Em giảm bớt tính chán nản và thỉnh thoảng nâng cao quy trình suy nghĩ của mình.,"(transitive) To make less severe, as a pain or difficulty."
rappel,noun,,Rappelling down in there,Trèo xuống dưới đấy,"Descending by means of a rope, abseiling."
carabiner,noun,,This is not a carabine .,không phải súng thể thao .,"A metal link with a gate that can open and close, generally used for clipping ropes to anchors or other objects."
