word,part_of_speech,meaning,example,example_meaning,definition
upbeat,adjective,tăng giá nhanh chóng,[ upbeat music ],[ nhạc nhẹ ],"Having a fast pace, tempo, or beat."
pray,verb,cầu nguyện,"“However, I prayed , and I knew that Jehovah was with me.”","Tuy nhiên, em cầu nguyện và biết rằng có Đức Giê-hô-va ở với mình”.",To petition or solicit help from a supernatural or higher being.
chorus,verb,hợp xướng,"Soon, a sweet and overwhelming chorus of voices filled the chapel.","Chẳng bao lâu, một ban hợp xướng tuyệt vời và xuất sắc tràn ngập giáo đường.",A group of singers and dancers in the religious festivals of ancient Greece
declare,verb,tuyên bố,He declares : “He that is touching you is touching my eyeball.”,Ngài tuyên bố : ‘Ai đụng đến các ngươi tức là đụng đến con ngươi mắt ta’.,"(obsolete, transitive) To make clear, explain, interpret."
tango,verb,Tango,"Lots of friendlies out there, no tangos .",Rất nhiều người ngoài đó nhưng chưa thấy TanGo .,A Latin American ballroom dance in 2/4 or 4/4 time.
spirit,noun,tinh thần,"My spirit was willing, but sadly my flesh was weak.","Tinh thần của tôi rất sẵn sàng nhưng buồn thay, thể xác của tôi yếu đuối.",The undying essence of a human. The soul.
bust,noun,ngực,"Made of quartzite, the statue was found in a fragmentary state, with the bust , the lower part of the head and the crown submerged in groundwater.","Được tạc từ đá quartzit, bức tượng được tìm thấy trong trạng thái rời rạc, với phần ngực , phần dưới cùng của đầu và vương miện nằm chìm dưới mực nước ngầm.",A sculptural portrayal of a person's head and shoulders
tale,noun,truyện,"Cthulhu (/kəˈθuːluː/ kə-THOO-loo) is a fictional cosmic entity created by writer H. P. Lovecraft and first introduced in the short story ""The Call of Cthulhu"", published in the American pulp magazine Weird Tales in 1928.","Cthulhu ( /kəˈθuːluː/ kə-THOO-loo; với các cách phát âm biến thể, xem bên dưới) là một thực thể vũ trụ được sáng tạo bởi nhà văn H. P. Lovecraft, xuất hiện lần đầu trong truyện ngắn ""Tiếng gọi Cthulhu"" (The Call of Cthulhu), được xuất bản trong tạp chí giật gân Weird Tales của Mỹ vào năm 1928.",(obsolete) Number.
creep,verb,bò,I'll creep down one night and knock it off.,Sẽ có một đêm tôi bò xuống và ăn trộm hết.,The movement of something that creeps (like worms or snails)
wanderlust,noun,tính thích du lịch,The wanderlust has got me.,Tôi nổi máu lang thang.,A strong impulse or longing to travel
aching,adjective,đau,It quite makes my forehead ache !',Nó khá đau trán của tôi! ́,Present participle of ache.
