word,part_of_speech,meaning,example,example_meaning,definition
federation,noun,liên bang,"In two days, the Federation will be crippled beyond repair.",Và trong 2 ngày... Liên bang sẽ bị thiệt hại vô phương cứu chữa.,Act of joining together into a single political entity.
indigent,adjective,nghèo,"We're looking for a male, indigent transient between the ages of 25 and 45.","Ta sẽ tìm 1 nam, nghèo tạm thời, giữa độ tuổi 25 và 45.",Poor; destitute; in need.
leech,noun,đỉa,"Some of them occur naturally in blood-eating animals such as leeches and mosquitoes, where they help keep the bite area unclotted long enough for the animal to obtain some blood.","Một số có trong tự nhiên ở các động vật hút máu như đỉa và muỗi, giúp chúng giữ những vết cắn không bị đông máu đủ dài để chúng có thể hút máu ra.","An aquatic blood-sucking annelid of class Hirudinea, especially Hirudo medicinalis."
herring,noun,cá trích,Other large fish also feed on adult herring .,Cá lớn khác cũng ăn cá trích trưởng thành.,"(zoology) A type of small, oily fish of the genusClupea, often used as food."
ambiance,noun,môi trường,"However, the importance of ambiance may depend on the cultural commitment to bargaining.","Tuy nhiên, tầm quan trọng của môi trường xung quanh có thể phụ thuộc vào cam kết văn hóa đối với thương lượng.",A particular mood or atmosphere of an environment or surrounding influence.
woo,adjective,theo đuổi,She quits lurking around Chan- woo when she finds out that he is going to be married.,Cô đã bỏ cuộc theo đuổi Chan Woo khi biết anh sắp kết hôn.,(transitive) To endeavor to gain someone's affection.
madrigal,noun,Madrigal,"He described his earliest example of tonalité moderne thus: ""In the passage quoted here from Monteverdi's madrigal (Cruda amarilli, mm.","Ông mô tả những ví dụ sớm nhất của Giọng điệu như sau: “Trong những đoạn được trích dẫn ở đây từ những bài madrigal của Monteverdi(Cruda amarilli, mm.",(music) a song for a small number of unaccompanied voices; from 13th century Italy
mahogany,adjective,bằng gỗ dái ngựa,We get mahogany boxes and carve everyone's names in them.,Ta kiếm vài hộp bằng gỗ dái ngựa và khắc tên của mọi người trong đó.,"(countable) Any of various tropical American evergreen trees, of the genusSwietenia, having a valuable hard red-brown wood."
cherub,noun,thiên thần,"Technically, it's a cherub , third class.","Về mặt kỹ thuật, đó là một thiên thần , lớp thứ 3.","A winged creature represented over 90 times in the Bible as attending on God, later seen as the second highest order of angels, ranked above thrones and below seraphim. First mention is in Genesis 3:24"
voodoo,verb,sự dùng tà thuật,Voodoo poisoner.,Vì tà độc.,"A religion of the Ewe/Fon of West Africa, practiced chiefly in Benin."
