word,part_of_speech,meaning,example,example_meaning,definition
headquarters,noun,tổng hành dinh,These men chose the island of Rhodes for their base and working headquarters .,Họ chọn hòn đảo Rhodes để làm trụ sở chính và tổng hành dinh .,The military installation from which troops are commanded and orders are issued; the military unit consisting of a commander and his support staff
sidekick,noun,Cộng sự,Sidekick ?,Cộng sự ?,"An assistant to another person, usually the person's inferior."
villain,verb,côn đồ,Villains !,Lũ côn đồ !,"(Can we clean up(+)this sense?) (The addition of quotations indicative of this usage is being sought): A vile, wicked person."
universe,noun,vũ trụ,This universe is only one of an infinite number.,Vũ trụ này chỉ là một trong vô số vũ trụ .,"The sum of everything that exists in the cosmos, including time and space itself; same as the Universe."
battle,verb,đấu,A greater number still would follow you in battle .,Rất nhiều người vẫn nghe lệnh anh khi chiến đấu .,"(intransitive): To join in battle; to contend in fight; as, to battle over theories."
meteorite,noun,thiên thạch,"Danièle was tired and answered, “Well, meteorites have longer teeth!”","Vì mệt mỏi, Danièle trả lời: “Khối thiên thạch có răng dài hơn!”.",A metallic or stony object or body that is the remains of a meteor
invisibility,noun,tính vô hình,Do You Perceive God’s Invisible Qualities?,Anh chị có thấy rõ các đặc tính vô hình của Đức Chúa Trời không?,The state of being invisible.
indestructible,adjective,rất bền vững,I'm indestructible .,Thầy rất vững ghế .,Not destructible; incapable of decomposition or of being destroyed; invincible.
cultural,adjective,thuộc văn hóa,14 You may feel awkward about approaching those from another culture .,14 Có lẽ anh chị ngại đến nói chuyện với những người thuộc văn hóa khác.,Pertaining to culture.
enhanced,adjective,nâng cao,Mace wants to enhance this interrogation. Put you on a plane to Morocco.,Mace muốn nâng cao buổi thẩm vấn này nhưng ông ta đang bay đến Morocco.,In a version or form that has been improved or made better than some other standard form.
kingdom,noun,vương quốc,A humble pawn can bring down kingdoms .,Một con tốt hèn mọn cũng có thể thao túng cả vương quốc,A nation having as supreme ruler a king and/or queen.
precious,adjective,quý,12 These two Gospel accounts give us precious insight into “the mind of Christ.”,12 Hai lời tường thuật này trong Phúc âm cho chúng ta sự hiểu biết quý báu về “ý của Đấng Christ”.,"of high value or worth, or seemingly regarded as such"
squadron,noun,phi đội,Washington wants us to send a squadron of fighters to Midway.,Washington muốn chúng ta đưa một phi đội chiến đấu cơ tới đảo Midway.,"(obsolete) Primarily, a square; hence, a square body of troops; a body of troops drawn up in a square."
substance,noun,chất,"Newsom responded to comments by Spicer which compared cannabis to opioids saying, ""Unlike marijuana, opioids represent an addictive and harmful substance , and I would welcome your administration's focused efforts on tackling this particular public health crisis.""","Newsom đã trả lời các bình luận của Spicer, so sánh cần sa với opioids, ""Không giống như cần sa, opioid là một chất gây nghiện và có hại, và tôi sẽ hoan nghênh những nỗ lực tập trung của chính quyền của bạn trong việc giải quyết cuộc khủng hoảng sức khỏe cộng đồng đặc biệt này.""",The essential part of anything; the most vital part.
technology,noun,kỹ thuật,2 Have not science and technology brought forth many new things during this 20th century?,2 Khoa học và kỹ thuật đã không sản xuất nhiều điều mới trong thế kỷ 20 này hay sao?,(uncountable) the study of or a collection of techniques.
weapon,noun,vũ khí,They got weapons .,Chúng cõ vũ khí .,"an instrument of attack or defense in combat or hunting, e.g. most guns, missiles, or swords"
warrior,noun,chiến binh,"It's two people, two warriors , dropping their weapons and reaching toward each other.","Hai người, hai chiến binh từ bỏ vũ khí và hướng tới nhau.","A person who is actively engaged in battle, conflict or warfare; a soldier or combatant."
paradise,verb,nơi lý tưởng,Zambia is a preaching paradise .,Zambia là một nơi lý tưởng để rao giảng.,(chiefly religion) Heaven.
amazon,noun,amazon,"If you haven't been to the Amazon , you should go.","Nếu các bạn chưa từng tới Amazon , các bạn nên đi.","A tall, strong, athletic woman."
heroine,noun,nữ anh hùng,The heroine is a bounty hunter.,Nữ anh hùng là một kiếm khách hảo hán.,A female hero
invisible,adjective,vô hình,"""Tate pointed to an invisible person five inches in front of him and said, """"Her left.""""""",Ông Tate chỉ vào người vô hình trước mặt ông ta vài tấc và nói.,"(physics, optics) Unable to be seen; not visible."
clay,noun,đất sét,"Chalk, chalky clay .","Phấn, đất sét phấn.","A mineral substance made up of small crystals of silica and alumina, that is ductile when moist; the material of pre-fired ceramics."
ammunition,noun,đạn dược,"At the end of the War, they still had more ammunition than they could carry.",Kết quả là họ nay có nhiều đạn dược hơn là số họ có thể mang theo được.,"Articles used in charging firearms and ordnance of all kinds; as powder, balls, shot, shells, percussion caps, rockets, etc."
survivor,noun,người sống sót,Only 36 survivors were recovered; Matchless picking up six of them.,"Chỉ có 36 người sống sót , và Matchless đã vớt sáu người trong số họ.",One who survives; one who endures through disaster or hardship.
reptilian,adjective,loài bò sát,So they would have to have something like a reptilian skin.,Vì thế chúng sẽ có da như da ở loài bò sát .,Reptile-like.
fluid,adjective,chất lỏng,The use of antimony salts in embalming fluid .,Việc sử dụng muối antimon làm chất lỏng ướp xác.,"Any state of matter which can flow with relative ease, tends to assume the shape of its container, and obeys Bernoulli's principle; a liquid, gas or plasma"
arachnid,noun,loài nhện,"Crustaceans, arachnids and myriapods were included as the order ""Aptera"".","Crustacean, arachnid & myriapod được xếp vào nhóm này thuộc bộ ""Aptera"".","Any of the eight-legged creatures, including spiders and scorpions, of the class Arachnida"
nerd,noun,hậu môm,"Relax, nerd .","Bình tĩnh đi, gã nghiện máy tính .","(slang, sometimes derogatory) A person who is intellectual, skilled in one or more fields, and generally introverted"
wallflower,noun,cây quế trúc,Get off your wallflower ass.,nhấc mông khỏi bộ xa lông đê,Several short-lived herbs or shrubs of the Erysimum genus with bright yellow to red flowers.
wisecrack,verb,nói dí dỏm,Hey... no wisecracks about mom,Bọn tớ không có ý xúc phạm mẹ cậu đâu.,A witty or sarcastic comment or quip.
alter ego,noun,bạn chí cốt,His alter ego is Clark Kent.,"Con người giả danh là Clark Kent,",Somebody's alternate personality or persona; another self.
bondage,noun,cảnh nô lệ,I fear your mind has followed your body into bondage .,Ta sợ rằng trí não ngươi sẽ đưa ngươi vào cảnh nô lệ .,The state of being enslaved or the practice of slavery.
stewardship,noun,cương vị quản lý,I assume you're referring to my stewardship of Voulez.,Tôi cho rằng anh đang nói đến cương vị quản lý Voulez của tôi.,The rank or office of a steward.
skinflint,noun,người keo kiệt,"Can't, he's a skinflint .","Không được, hắn là một tên keo kiệt .",one who is excessively stingy or cautious with money; a tightwad; a miser
stevedore,verb,bốc dỡ,"On board the ship itself, with much yelling and arm waving, the stevedores then unloaded each sling and saw its contents placed in a designated position in the hold.","Ngay cả trên boong tàu, với rất nhiều tiếng la hét và những cánh tay vẫy vẫy, các công nhân lại bốc dỡ hàng khỏi những cáp treo này và đưa chúng đến những vị trí đã được sắp xếp trước trên boong.",A dockworker involved in loading and unloading cargo.
rebuttal,noun,sự bác bỏ,"And since both the Augsburg Confession and the Catholic rebuttal by the Council of Trent are still in place, unity is far from ensured.","Và vì Bản Tuyên Xưng Augsburg và sự bác bỏ của Công Giáo bởi Công Đồng Trent vẫn còn hiệu lực, thì sự hợp nhất không có gì chắc chắn.","the act of refuting something by making a contrary argument, or presenting contrary evidence"
emporium,noun,cửa hàng lớn,"This six-storey building with its cast-iron front, glass dome skylight and grand emporium , employed up to 2,000 people.","Tòa nhà sáu tầng này với mặt trước bằng gang, giếng trời bằng kính và cửa hàng lớn đã thuê tới 2.000 người.","A market place or trading centre, particularly of an ancient city."
interment,noun,sự chôn cất,"Outside the partial circuit wall, Grave Circle B, named for its enclosing wall, contained ten cist graves in Middle Helladic style and several shaft graves, sunk more deeply, with interments resting in cists.","Bên ngoài bức tường bao một phần, khu mộ Circle B, đặt theo tên của bức tường bao quanh nó, chứa mười mộ theo phong cách Helladic trung và bốn hầm mộ (shaft grave) nằm ở sâu hơn với sự chôn cất trong các cist.",The act of burying a dead body; burial.
