word,part_of_speech,meaning,example,example_meaning,definition
pastrami,noun,pastrami,You're wasting good pastrami !,Cậu đang lãng phí thịt bò !,A seasoned smoked cut of beef
dreck,noun,dơ bẩn,Even I can concede that there are a few exceptions to the usual Hollywood dreck .,Đến tôi cũng có thể thừa nhận cũng có vài ngoại lệ trong bãi rác Hollywood.,"trash, junk; worthless merchandise, crap."
mensch,noun,người,Be a mensch .,Hãy làm một người hữu ích .,A person of integrity and honor.
shtick,noun,shtick,"His shtick now is, ""Why isn't the R&D getting more discussed?""","Thông điệp của ông ấy bây giờ là, tại sao lại không thảo luận thêm nhiều nữa về R&D.",A characteristic trait or theme.
schlock,noun,schlock,"In a review done by Digital Spy for Leona Lewis' debut album, Spirit, Nick Levine felt the song ""Footprints in the Sand"" borrowed heavily from Carey's track, writing ""'Footprints In The Sand' seems hellbent on revisiting Mariah Carey's schlock -pop masterwork 'Anytime You Need A Friend.'""","Trong bài đánh giá album đầu tay của Leona Lewis, Spirit, được thực hiện bởi Digital Spy, Nick Levine thấy rằng bài hát ""Footprints in the Sand"" vay mượn khá nhiều từ bai hát của Carey, viết rằng: ""'Footprints In The Sand' dường như đã cố sử dụng lại bằng được kiệt tác nhạc pop rác rưởi 'Anytime You Need A Friend' của Mariah Carey.""",Commodity that is shoddy or inferior.
zaftig,adjective,zaftig,,,"(US, colloquial) Of a woman, having a plump and sexually attractive figure; voluptuous, well-proportioned."
glitz,noun,Glitter,"""Nicki Minaj As A 'Hoodstar' Before The Glitz , The T*ts, The Glam, And The Cakes!"".","Truy cập ngày 2 tháng 8 năm 2012. ^ “Nicki Minaj As A 'Hoodstar' Before The Glitz, The T*ts, The Glam, And The Cakes!”.","garish, brilliant showiness"
nebbish,noun,mờ,,,"One who is fearful and timid, especially in making decisions and plans, in discussions, debates, arguments, and confrontations, and in taking responsibility."
schmooze,verb,nhảm nhí,But all he wanted to do was schmooze .,Nhưng anh ta chỉ muốn tán chuyện thôi .,"To talk casually, especially in order to gain an advantage or make a social connection"
blintz,noun,Blints,"I mean, you wanna have a blintz or something.",Con sẽ muốn uống trà hay gì đó.,"A thin blini, filled and folded, then sautéed or baked"
lox,noun,cá hồi,He's a lox .,Hắn là một con mồí ngon .,smoked salmon
nosh,verb,hay ăn vặt,"Excellent nosh , Petunia.","Bữa trưa tuyệt vời, Petunia.",Food; a light meal or snack
dybbuk,noun,dybbuk,"Yes, the aliens- dybbuks were the bugle call.","Phải, những linh hồn ngoài hành tinh đó chính là lệnh kèn.","A malicious possessing spirit, believed to be the dislocated soul of a dead person."
tchotchke,noun,tchotchke,,,"A small, decorative item or souvenir, usually of no particular value."
kibitz,verb,chầu rìa,,,To chat; to gossip; to make small talk or idle chatter.
whiskey,noun,huých-ki,Whiskey .,Whiskey .,"(Irish, US) A distilled alcoholic liquor made from fermented grain, usually aged by storing in oak barrels."
bob,verb,lắc lư,Can you say that again with some head bobbing and that finger snapping thing?,Cậu có thể nói lại điều đó với cái đầu lắc lư và cái tay búng không?,(transitive) To cut (hair) into a bob haircut.
trouser,verb,quần,"At the start of the series, her leggings extended below her knees and closely resembled trousers .","Lúc đầu, xà cạp của cô kéo dài xuống dưới đầu gối và gần như trở thành quần .",(used attributively as a modifier) Of or relating to trousers.
loop,noun,vòng,"But a standard industrial pumping loop was redesigned to use at least 86 percent less energy, not by getting better pumps, but just by replacing long, thin, crooked pipes with fat, short, straight pipes.","Nhưng một vòng bơm công nghiệp chuẩn đã được thiết kế lại để tận dụng ít nhất 86% năng lượng bị hao tổn, không dùng bơm tốt hơn, mà chỉ bằng cách thay những ống dài, hẹp và quanh co thành những ống lớn, ngắn và thẳng.","A length of thread, line or rope that is doubled over to make an opening; the opening so formed"
forsythia,noun,liên kiều,"Fusobacterium necrophorum and Prevotella intermedia are important bacterial pathogens in this disease process, interacting with one or more other bacterial organisms (such as Borrelia vincentii, Porphyromonas gingivalis, Tannerella forsythia , Treponema denticola, Staphylococcus aureus, and certain species of nonhemolytic Streptococcus).","Các vi khuẩn Fusobacterium necrophorum và Prevotella intermedia được xem là nguyên nhân chủ yếu trong tiến trình gây bệnh và tương tác với một hoặc nhiều vi khuẩn khác (như Borrelia vincentii, Porphyromonas gingivalis, Tannerella forsynthesis, Treponema denticola, Staphylococcus aureus và Streptococcus spp không tán huyết.","Any of several shrubs, of the genus Forsythia, native to Asia and Eastern Europe, that are cultivated for their yellow flowers, which bloom in early spring."
curd,verb,sữa đông,That's because the other 90% is filled with curds and whey.,Đó là vì 90% còn lại bị nhồi đầy với món sữa đông và..,The part of milk that coagulates when it sours or is treated with enzymes; used to make cottage cheese.
inglenook,noun,ngực,,,a corner or nook beside an open fireplace
geyser,verb,suối nước nóng,"There are no geysers in the Amazon, unless I am wrong.","Chẳng có suối nước nóng nào ở Amazon cả, trừ khi tôi sai.","(volcanology) A boiling natural spring which throws forth at frequent intervals jets of water, mud etc., driven up by the expansive power of steam."
muggy,adjective,oi bức,"In Kentucky, in the southern United States, it gets hot and muggy during the summer.","Ở Kentucky, miền nam Hoa Kỳ, trời rất nóng và oi bức vào mùa hè.","(Of the weather, air, etc) humid or hot and humid."
steak,noun,bít tết,I know a steak joint that serves a filet that's better than sex.,Tôi biết món bít tết hỗn hợp với thịt thăn ngon hơn là sex.,"A slice of beef, broiled or cut for broiling."
whirl,verb,quay cuồng,A number of questions were whirling around in my mind.,Nhiều câu hỏi cứ quay cuồng trong đầu óc tôi.,(usually following “give”) A brief experiment or trial.
sasquatch,noun,Sasquatch,I brought you an authentic baby Sasquatch .,Tôi mang đến cho các người một Sasquatch * sơ sinh .,(cryptozoology) A large hairy humanoid creature of western North America; a Bigfoot.
jalapeno,noun,jalapeno,"Pineapple, olives, double jalapeno .","Dứa, ô liu và nhiều ớt .",Alternative spelling of [i]jalapeño[/i]
jaguar,noun,báo đốm Mỹ,I'd heard that the jaguars there were unusually cunning.,Tôi nghe nói rằng có báo đốm Mỹ có bất thường xảo quyệt.,A carnivorous spotted large cat native to South and Central America. Scientific name: Panthera onca.
andes,,Andes,"We have an array of existing telescopes already, in the Andes mountains in Chile, and that's soon to be joined by a really sensational array of new capability.","Chúng ta đã có một loạt kính thiên văn tồn tại sẵn trên các ngọn núi Andes ở Chile, và sớm thôi sẽ được bổ sung bởi một loạt khả năng mới đáng kinh ngạc.",geographic terms (above country level)
vicuna,noun,undefined,,,"A South American mammal,Vicugna vicugna, closely related to the alpaca, llama, and guanaco."
llama,noun,lạc đà không bướu,"During the 1980s, there were some llama being raised on Unalaska.","Trong thập niên 1980, có một số lạc đà không bướu được nuôi trên Unalaska.","(zoology) A South American mammal of the camel family,Lama glama, used as a domestic beast of burden and a source of wool and meat."
guano,noun,phân chim,I don't see any guano .,Có thấy cục phân chim nào đâu.,Dung from a sea bird or from a bat.
puma,noun,báo sư tử,"In Latin America, the fast-growing & emerging economies, oriented to free trade & free market development are called the Pacific Pumas of which consist of Mexico, Chile, Peru & Colombia.","Ở khu vực Mỹ Latinh, các nền kinh tế mới nổi và tăng trưởng nhanh được định hướng phát triển thương mại tự do và thị trường tự do, thì được gọi chung là Báo sư tử Thái Bình Dương (The Pacific Pumas), bao gồm México, Chile, Peru và Colombia.","The mountain lion, cougar, Puma concolor."
