word,part_of_speech,meaning,example,example_meaning,definition
stare,verb,nhìn chằm chằm,She looked over and saw Violet staring at her.,Nó nhìn sang và thấy Violet đang nhìn chằm chằm vào nó.,"(intransitive, construed withat) To look fixedly (at something)."
ditty,noun,bài hát ngắn,"Oh, it's just an old army ditty .","Ôi, đó chỉ là một bài hát ngắn trong quân đội hồi xưa.",A short verse or tune.
disparaging,verb,chê bai,"Don't disparage yourself, Fedya - none of us will believe it anyway.","Đừng tự chê bai mình, chả ai tin đâu.","Insulting, ridiculing."
jest,verb,pha trò,"For instance, hatred, greediness, shameful conduct and obscene jesting have no proper place in our life.","Thí dụ sự thù hằn, sự tham lam, sự ăn ở tồi bại, các sự pha trò tục tĩu không thể có chỗ đứng trong cuộc sống chúng ta (I Cô-rinh-tô 6:9-11; Ê-phê-sô 5:3-5).",(archaic) An act performed for amusement; a joke.
trite,adjective,sáo,"Rich Juzwiak of The Village Voice commented that Gaga's ""we-shall-overcome sentiment"" is expressed more effectively through the album's ""egalitarian use of house beats"" than through her ""sloganeering"", which he found "" trite "" and ""insightful.""","Rich Juzwiak của The Village Voice nhận xét rằng ""cảm xúc theo kiểu chúng-ta-sẽ-vượt-qua"" của Gaga được thể hiện hiệu quả hơn thông qua ""việc sử dụng bình đẳng nhịp đập nhạc house"" trong album hơn là các bài kiểu ""hô khẩu hiệu"", mà ông thấy là "" sáo rỗng"" và ""không sâu sắc"".",Worn out; hackneyed; used so many times that it is no longer interesting or effective (often in reference to a word or phrase).
verbose,adjective,dài dòng,""" Verbosity . """,Dài dòng .,"Abounding in words, containing more words than necessary. Long winded, or windy."
lieu,noun,lieu,Dolby digital 2.0 audio (in lieu of Dolby 5.1).,Jimi Hendrix (DVD) (bằng tiếng Anh Dolby Digital 2.0 Surround and Dolby Digital 5.1).,See in lieu or in lieu of.
waffle,verb,bánh kẹp,Thought you spent it all on shrimp and waffles .,Tưởng cậu đã tiêu hết vào món tôm và bánh kẹp rồi.,"(of birds) To move in a side-to-side motion and descend (lose altitude) before landing. Cfwiffle,whiffle."
cog,verb,răng bánh xe,Many workers feel like cogs in an impersonal machine,Nhiều công nhân cảm thấy họ chẳng khác nào những cái răng bánh xe của một cỗ máy vô cảm,"(historical) A ship of burden, or war with a round, bulky hull."
objectify,verb,làm thành cụ thể,I felt objectified .,Tôi cảm thấy khách quan,to make something (such as an abstract idea) possible to be perceived by the senses
decimate,verb,sát hại nhiều,"War can decimate a population, leaving large numbers of orphans and widows.","Chiến tranh sát hại nhiều thường dân, để lại nhiều cô nhi quả phụ.",(Roman history) To kill one man chosen by lot out of every ten in a legion or other military group.
traverse,verb,đi,"I have found now in communities as varied as Jewish indie start-ups on the coasts to a woman's mosque, to black churches in New York and in North Carolina, to a holy bus loaded with nuns that traverses this country with a message of justice and peace, that there is a shared religious ethos that is now emerging in the form of revitalized religion in this country.","Giờ đây, tôi nhận thấy từ nhiều cộng đồng khác nhau như những công ty khởi nghiệp của người Do Thái trên các bờ biển, hay nhà thờ Hồi giáo của một phụ nữ, những nhà thờ đen tại New York và North Carolina, hay chuyến xe buýt thiêng liêng chở các nữ tu đi khắp đất nước mang theo thông điệp của công lý và hòa bình, rằng có một đặc tính chung nổi bật trong các hình thức của tôn giáo được tái sinh trên đất nước này.","(climbing) A route used in mountaineering, specifically rock climbing, in which the descent occurs by a different route than the ascent."
