word,part_of_speech,meaning,example,example_meaning,definition
booster,noun,máy tăng thế,I've been taking these homeopathic immuno boosters .,Em đã nhận các máy tăng thế miễn dịch vi lượng.,Something that boosts.
carnivorous,adjective,ăn thịt,"Salmon is a carnivore , it has no way to digest soy.","Cá hồi là loài ăn thịt , hắn không thể tiêu hóa đậu nành.","Of, or relating to carnivores, or the taxonomic order Canivora."
certify,verb,chứng nhận,"As of January 2013, the song has been certified Platinum.","Đến tháng 12 năm 2013, bài hát được chứng nhận bạch kim.",(transitive) to attest to as the truth or meeting a standard
earthquake,noun,động đất,"When the big earthquake happened, I was only ten.",Một trận động đất lớn đã xảy ra khi tôi mới chỉ mười tuổi.,"A shaking of the surface of a planet, caused by volcanic activity or movement around geologic faults."
evacuate,verb,sơ tán,These were not the first evacuations of civilian populations by the Khmer Rouge.,Đây không phải là những cuộc sơ tán dân thường đầu tiên của Khmer Đỏ.,"To leave or withdraw from; to quit; to retire from; as, soldiers from a country, city, or fortress."
graffiti,verb,grafitô,"On the other hand, he seems to deny it, as Pevernagie introduces graffiti in his paintings.","Mặt khác, ông dường như phủ nhận môi trường đó khi Pevernagie giới thiệu grafitô trong các bức tranh của mình.",(chiefly uncountable) A form of vandalism involving painting text or images in public places.
interactive,adjective,tác động qua lại,There's air- sea interactions .,Nào là những sự tác động qua lại của không khí- biển,Acting with each other.
mammoth,adjective,voi ma mút,"and what do we know, then, about a mammoth ?",Vậy chúng ta biết gì về voi ma mút sau đó?,"A large, hairy, extinct elephant-like mammal of the taxonomic genus Mammuthus."
antitrust,adjective,chống độc quyền,We add an antitrust agreement to the Emergency Energy Bill.,Chúng ta sẽ thêm một điều khoản chống độc quyền vào dự luật năng lượng khẩn cấp.,"(law) Opposed to or against the establishment or existence of trusts (monopolies), usually referring to legislation."
archipelago,noun,quần đảo,The Selayar Islands archipelago to the south of Sulawesi is also part of the province.,Quần đảo Selayar phía nam Sulawesi cũng thuộc địa phận tỉnh.,A group of islands.
ceremony,noun,nghi lễ,There is a ceremony of exorcism which can eradicate the Barbason.,Có một nghi lễ trừ tà có thể tiêu diệt con Barbason này.,A ritual with religious significance.
hurricane,noun,bão,"However, Kahrl suggests that the privatization of beaches on Long Island, in an attempt to combat overuse of Long Island beaches, made the residents of Long Island more susceptible to flood damage from Hurricane Sandy.","Tuy nhiên, Kahrl cho thấy rằng các tư nhân của bãi biển trên hòn Đảo Dài, trong một nỗ lực để chiến đấu lạm dụng Long Island bãi biển làm những cư dân của hòn Đảo Dài nhạy cảm hơn để lũ thiệt hại từ cơn Bão Cát.","A severe tropical cyclone in the North Atlantic Ocean, Caribbean Sea, Gulf of Mexico, or in the eastern North Pacific off the west coast of Mexico, with winds of 75 miles per hour (120.7 kph) or greater accompanied by rain, lightning, and thunder that sometimes moves into temperate latitudes."
inequality,noun,bất đẳng thức,He is known for Jackson's inequality .,Ông nổi tiếng về Bất đẳng thức Jackson.,"An unfair, not equal, state."
lightning,adjective,tia chớp,"Say, do either of you two know what's quicker than lightning ?",Hai người biết cái gì nhanh hơn tia chớp không?,The discharge of atmospheric electrical charge itself.
monarch,noun,vua,I have no wish or need to be allied to such a degenerate monarch .,Ta không mong muốn và cần phải liên minh với tên vua suy đồi như thế,The ruler of an absolute monarchy or the head of state of a constitutional monarchy.
cocky,adjective,tự mãn,"So, you're not defensive, but you're not cocky .","Vậy ông không phòng thủ, nhưng ông không tự mãn .","Abbreviation of cockatoo, especially when talking to such a bird, as in ""hello cocky""."
dervish,noun,thầy tu đạo Hồi,Even a whirling dervish .,Ngay cả một gã Hắc toàn phong .,"A member of Dervish fraternity of Sufism, known for spinning."
jiffy,noun,chốc lát,Be back in a jiffy .,Sẽ quay lại liền .,(electronics) The time between alternating current power cycles (1/60 or 1/50 of a second)
tawny,adjective,ngăm,"10 You riders on tawny donkeys,","10 Hỡi những người cưỡi lừa màu hung ,",Of a light brown to brownish orange color.
tincture,noun,cồn thuốc,Roman chamomile has a bitter taste and may be taken as a tincture .,Cúc La mã Roma có vị đắng và có thể được sử dụng như cồn thuốc ( thuốc hoà tan trong cồn ) .,A pigment or other substance that colours or dyes.
pretense,noun,sự giả vờ,And I appreciate the pretense .,Và tao đánh giá cao sự giả vờ .,"(US) A false or hypocritical profession, as, underpretenseof friendliness; sham, pretext, claim; an effort to give some appearance or mislead."
coalesce,verb,hợp nhất,Two groups coalesced .,Hai nhóm một gộp vào với nhau.,(of separate elements) To join into a single mass or whole.
extrude,verb,ló ra,Billets are heated and extruded into the desired form and size.,Phôi được nung nóng và đùn thành hình dạng và kích thước mong muốn.,To push or thrust out.
bona fide,adjective,thành thật,Did you get his bona fides ?,Hắn có thành thật không?,Alternative spelling of bona fide.
palpitation,noun,sự hồi hộp,I have palpitations now.,Tim anh đang đập loạn xà ngầu rồi.,"An abnormal awareness of the beating of the heart, whether it is too slow, too fast, irregular, or at its normal frequency."
supplication,noun,lời khẩn khoản,o What does the word supplication mean?,o Cụm từ khẩn cầu mãnh liệt có nghĩa là gì?,An act of supplicating; a humble request.
rapturous,adjective,chăm chú,Varied Views of the Rapture,Các quan điểm khác nhau về sự biệt dạng,The state or condition of being full of rapture
cavort,verb,,He's off cavorting with old classmates. Hmm.,Anh ấy đang ăn chơi nhảy múa với hội bạn cùng lớp cũ.,"(originally) To prance, said of mounts"
repertoire,noun,,Jazz musicians soon included the song in their repertoire .,Nhạc sĩ jazz khởi thủy tập hợp các bài hát trong thư mục của họ.,"A list of dramas, operas, pieces, parts, etc., which a company or a person has rehearsed and is prepared to perform or display"
despondency,noun,sự chán nản,What might be done to overcome despondency and to increase our joy?,Chúng ta có thể làm gì để vượt qua sự chán nản và gia tăng niềm vui?,The loss of hope or confidence; despair or dejection.
jaunt,verb,đi chơi,I am here to participate in your little jaunt to California.,Tôi tới đây để tham gia chuyến đi chơi của quý vị tới California.,(archaic) A wearisome journey.
holistic,adjective,,Unless you want your holistic points be deducted.,Có muốn tôi trừ điểm các cô không?,Relating to a study of the whole instead of a separation into parts.
feckless,adjective,không cẩn thận,"The Lloyds are feckless drunkards, is more like it.",Nhà Lloyds là đám say xỉn vô trách nhiệm thì đúng hơn đấy.,Lacking purpose.
trifling,adjective,vặt,People do not die of little trifling colds.,Người ta không chết vì một chút cảm vặt thế đâu.,"trivial, or of little importance"
granary,noun,kho thóc,The abundance of prey in rodent-infested granaries drew in these typically solitary animals.,Con mồi dư dả trong những kho thóc nhiều chuột thu hút loài vật thường sống đơn độc này.,(agriculture) A storage facility for grain or sometimes animal feed.
shibboleth,noun,học thuyết lỗi thời,Shibboleth test (6),Dùng từ “Si-bô- lết” để thử (6),"A word, especially seen as a test, to distinguish someone as belonging to a particular nation, class, profession etc."
convalesce,verb,dưỡng bệnh,I was to have three weeks convalescent leave and then return to the front.,Tôi còn ba tuần nghỉ phép dưỡng bệnh rồi lại phải trở ra mặt trận.,To recover health and strength gradually after sickness or weakness
peal,verb,vang,"And the organ pealed , and the children 's voices in the choir sounded so sweet and soft !","Và tiếng phong cầm vang lên , những đứa bé cất cao tiếng hát thật ngọt ngào và êm dịu !","A loud sound, or a succession of loud sounds, as of bells, thunder, cannon, shouts, laughter, of a multitude, etc."
