word,part_of_speech,meaning,example,example_meaning,definition
amalgamate,adjective,hỗn hợp,"I mean, this stew is simply an amalgam of ingredients.",Món canh này đơn thuần là một hỗn hợp các thành phần.,"To merge, to combine, to blend, to join."
ameliorate,verb,cải thiện,"Since then, dams have been constructed to ameliorate the problem.","Kể từ đó, các con đập được xây dựng để cải thiện vấn đề này.","(transitive) To make better, to improve; to heal; to solve a problem."
convoluted,adjective,xoắn,That was much less convoluted than what you just said.,Đỡ bị xoắn như mấy lí do cô vừa nêu rồi nhé.,Having numerous overlapping coils or folds.
dissonance,noun,sự bất hoà,"So, it really was cognitive psychology -- you know, cognitive dissonance -- that I was experiencing.","Điều đó thật sự liên quan tới nhận thức tâm lý Bạn biết đấy, sự bất hoà trong nhận thức - đó là điều mà tôi đã trải qua.",(music) conflicting notes that are not overtones of the note or chord sounding
equivocate,verb,nói nước đôi,"First they denied, and then they equivocated ...","Đầu tiên thì họ phủ nhận, rồi thì họ nói nước đôi ...","(intransitive) To use words of equivocal or doubtful signification; to express one's opinions in terms which admit of different senses, with intent to deceive; to use ambiguous expressions with a view to mislead; as, to equivocate is the work of duplicity."
exacerbate,verb,làm trầm trọng,"Well, the altitude exacerbated my symptoms.",Độ cao so với mặt nước biển này lại càng làm trầm trọng triệu chứng bệnh của tôi.,To irritate.
gregarious,adjective,thích giao du,He has the propensity to be a bit gregarious when he shouldn't be.,"Nó, uhm, có xu hướng thích giao du với những người nó ko nên.",(of a person) Describing one who enjoys being in crowds and socializing.
impugn,verb,công kích,"What am I, impugning their manhood or something?",Tôi đang công kích tính đàn ông của họ hay sao hả?,"(transitive, obsolete) To assault, attack."
perspicacious,adjective,sáng suốt,But at the same time they had a perspicacious knowledge of the forest that was astonishing.,Nhưng cùng lúc đó họ cũng có một tri thức tuyệt vời về rừng nhiệt đới.,(figuratively) Of acute discernment; having keen insight; mentally perceptive.
marrow,noun,tủy,Thought I'd wait for the bone marrow biopsy results.,Tôi nghĩ nên ở lại đợi kết quả sinh thiết tủy sống.,(uncountable) The substance inside bones which produces blood cells.
streak,verb,vỉa,"The canyon wall had streaks five yards, ten yards wide.","Vách hẽm núi có những vỉa vàng rộng năm mét, mười mét.",An irregular line left from smearing or motion.
