word,part_of_speech,meaning,example,example_meaning,definition
incumbent,adjective,là phận sự của,"After writing about the evangelistic zeal of the early Christians, one scholar laments: “Unless there is a transformation of contemporary church life so that once again the task of evangelism is something which is seen as incumbent on every baptized Christian, and is backed up by a quality of living which outshines the best that unbelief can muster, we are unlikely to make much headway.”","Sau khi viết về lòng sốt sắng của tín đồ Đấng Christ thời ban đầu đối với công việc truyền giáo, một học giả than: “Chúng ta sẽ không tiến bộ trừ phi giáo hội có sự thay đổi chính sách để một lần nữa, nhiệm vụ truyền giáo phải là phận sự của mọi tín đồ Đấng Christ đã báp têm; thêm vào là một lối sống đạo đức, nổi bật hơn hẳn nếp sống người không tin đạo”.",(geology) resting on something else
meteorology,noun,khí tượng học,"Early in the 20th century, the term Coriolis force began to be used in connection with meteorology .","Đầu thế kỷ 20, lực Coriolis bắt đầu được sử dụng trong khí tượng học .","The science that deals with the study of the atmosphere (or weather) and its phenomena, especially with weather and weather forecasting."
ravaged,adjective,tàn phá,War continues to ravage Europe.,Chiến tranh vẫn đang leo thang tại Châu Âu.,Simple past tense and past participle ofravage.
subversion,noun,sự lật đổ,"Suu Kyi , 63 , and two of her maids have been detained under Section 22 of the country 's legal code - a law against subversion .","Suu Kyi , 63 tuổi , và hai quản gia của bà đã bị giam giữ theo mục 22 trong bộ luật hợp pháp của quốc gia này - một luật chống lại sự lật đổ chính quyền .",the act of subverting or the condition of being subverted
agonistic,adjective,gò bó,"""Preface: Sylvia Wynter's Agonistic Intimations.""","""Lời nói đầu: Những mối quan hệ đồng cảm của Sylvia Wynter.""",Of or relating to contests that were originally participated in by the Ancient Greeks; athletic.
contingent,adjective,bất ngờ,"Continue plotting, and check contingency procedures.","Tiếp tục trình bày và kiểm tra lại các thủ tục bất ngờ ,.","An event which may or may not happen; that which is unforeseen, undetermined, or dependent on something future; a contingency."
enthusiast,noun,người hăng hái,Encourage everyone to be enthusiastic about offering it.,Khuyến khích mọi người hăng hái mời chủ nhà nhận sách mỏng này.,A person filled with or guided by enthusiasm.
illicit,adjective,lậu,"Several subsequent books, including Farley Mowat's biography of Fossey, Woman in the Mists (New York, NY: Warner Books, 1987), have suggested alternative theories regarding her murder including intimations that she may have been killed by financial interests linked to tourism or illicit trade.","Một vài cuốn sách đến theo sự việc, trong đó có tiểu sử về Fossey của Farley Mowat, Woman in the Mists (New York, NY: Warner Books, 1987), đã đưa ra các giả thuyết khác nhau về vụ sát hại bà gồm những ám chỉ cho rằng bà có thể đã bị giết bởi các lợi ích tài chính liên quan đến du lịch hoặc buôn lậu .","(law) Lacking licitness, but not invalid."
machiavellian,adjective,nham hiểm,"We didn't set out to do it and we didn't twist our mustache in some Machiavellian way, but we've done it.",Chúng ta không dự định làm thế chúng ta không định hành động nham hiểm nhưng chúng ta đã gây chiến.,Alternative form of Machiavellian.
parse,verb,phân tích,Parse it cover to cover for whatever hidden references you want.,Phân tích câu chữ từng trang một để tìm những manh mối ẩn.,"(linguistics, computing) A successful act of parsing."
