word,part_of_speech,meaning,example,example_meaning,definition
quagmire,verb,quag,Is quagmire in together to disturb joint.,Là quagmire trong cùng nhau làm phiền liên.,"A swampy, soggy area of ground."
efficacious,adjective,hiệu nghiệm,"Resistance to artemisinin has already emerged, and if this were to become widespread, that puts at risk the single drug that we have to treat malaria around the world in a way that's currently safe and efficacious .","Kháng thuốc artemisinin đã xuất hiện, và nếu lan rộng, nó sẽ đe dọa loại thuốc duy nhất dùng để chữa sốt rét trên toàn thế giới, loại thuốc mà hiện an toàn và hiệu nghiệm .",Effective; possessing efficacy.
motley,adjective,pha tạp,"Let's see if Paul "" Motley "" Crewe can make something happen.","Để xem Paul "" Pha Tạp "" Crewe có thể làm gì không","Comprising greatly varied elements, to the point of incongruity; heterogeneous"
festoon,verb,kết thành tràng hoa,"What good is half a wing, festooned with half-feathers?","Điều tốt là một nửa một cánh, được trang trí bằng các nửa sợi lông ư?",An ornament such as a garland or chain which hangs loosely from two tacked spots.
rusticate,verb,trát vữa nhám,Beautiful rustic .,Xinh đẹp mộc.,(transitive) (UK) To suspend or expel from a college or university.
flounce,verb,đi hối hả,You see anyone else flouncing around like you?,Cô có thấy ai khác nóng nảy như cô không?,"To move in an exaggerated, bouncy manner"
ambivalence,noun,vừa ghét,William Makepeace Thackeray indicates such ambivalent feelings as he wrote: His heart was in Hanover ...,William Makepeace Thackeray cho biết thái độ của ông là vừa yêu vừa ghét đối với nhà vua: Trái tim của ông ta ở Hanover...,"The coexistence of opposing attitudes or feelings (such as love and hate) towards a person, object or idea."
bunting,noun,cờ,"To the amazement of the tense Japanese, the Russians aboard Varyag and Korietz took no action, but continued to air out bunting as if on parade.","Người Nhật kinh ngạc khi các con tàu Varyag và Korietz không làm gì, nhưng vẫn tiếp tục phô trương cờ xí như một cuộc diễu binh.","Strips of material used as festive decoration, especially in the colours of the national flag."
grouse,adjective,cằn nhằn,But I got no time for grouses .,Nhưng tao không có thời gian cằn nhằn,Any of various game birds of the family Tetraonidae which inhabit temperate and subarctic regions of the northern hemisphere.
din,verb,làm điếc tai,Because we're too deafened by the din of our bodies to hear God's Word.,Bởi vì chúng tôi bị sự rền rĩ của cơ thể làm điếc tai nên không nghe được lời của Chúa?,A loud noise; a cacophony or loud commotion.
repose,verb,nghỉ,"The Chihuahua is characterized by a well-rounded head, wide-set luminous eyes, a saucy expression, and erect ears, which flare to the sides when in repose .","Nét đặc trưng của chó Chihuahua là đầu tròn, có khoảng cách rộng giữa hai con mắt sáng, nét mặt lém lỉnh, tai dựng đứng và rũ xuống khi nằm nghỉ .","(dated) rest, sleep"
starch,verb,hồ,He wants to know if you want starch in your shirts.,Hắn muốn biết ông có muốn ủi hồ áo sơ-mi không.,"(uncountable) A widely diffused vegetable substance found especially in seeds, bulbs, and tubers, and extracted (as from potatoes, corn, rice, etc.) as a white, glistening, granular or powdery substance, without taste or smell, and giving a very peculiar creaking sound when rubbed between the fingers. It is used as a food, in the production of commercial grape sugar, for stiffening linen in laundries, in making paste, etc."
pallbearer,noun,người mang quan tài,I'm one of the pallbearers .,Tôi là một người khiêng quan tài .,(archaic) One who carries a corner of the pall over a coffin or casket.
repast,Verb,bữa tiệc,"Tonight, we will be partaking of a liquid repast as we wend our way up The Golden Mile.","Tối nay, chúng tôi sẽ tham gia một bữa tiệc rượu và chinh phục Chặng Đường Vàng.",(countable) a meal
rickety,adjective,ọp ẹp,"Ok, but, guys, seriously, what's up with the rickety projector?","Okay, nhưng mà, hỏi thật đấy, cái máy chiếu ọp ẹp đó là sao?","Of an object: not strong or sturdy, as because of poor construction or upkeep; not safe or secure; giddy; shaky."
desegregate,verb,undefined,We desegregated our schools.,Chúng ta xóa bỏ phân biệt chủng tộc ở trường học.,To remove segregation by allowing access to something by people of all races or ethnicity
exclusively,adverb,dành riêng,Very exclusive - - men only.,Chỉ dành riêng cho đàn ông.,(focus) to the exclusion of anything or anyone else; solely or entirely
ambrosia,noun,Ambrosia,"Dispelling such reports, Ambrosia Healy, spokesperson to Capitol Records, sent an e-mail message to MTV that there was no self-imposed hiatus.","Xua tan những hoài nghi đó, Ambrosia Healy, phát ngôn viên của Capitol Records đã gửi một email tới MTV rằng sẽ không có sự gián đoạn áp đặt nào cả.","(Greek & Roman Mythology) The food of the gods, thought to confer immortality"
checkered,adjective,kẻ ô vuông,Checkered Robe of Fine Linen (Ex 28:39),Áo thụng bằng chỉ lanh mịn có kẻ ô vuông (Xu 28:39),Simple past tense and past participle of checker.
legacy,noun,di sản,"Mau passed away five months ago, but his legacy and lessons live on.","Mau qua đi năm tháng trước đây, nhưng di sản và bài học của mình sinh sống.",(law) money or property bequeathed to someone in a will
muslin,noun,vải muxơlin,"Cravats were made of muslin , lawn, and even lace.","Cà vạt làm bằng vải muxơlin , batit và ngay cả ren.",(textile) Any of several varieties of thin cotton cloth.
frock,verb,aó dài,Your frock .,Your frock .,"A dress, a piece of clothing for a female, which consists of a skirt and a cover for the upper body."
composure,noun,sự điềm tĩnh,Maybe protecting What composure she has left?,Có thể là bảo vệ sự điềm tĩnh ?,"Calmness of mind or matter, self-possession."
livelihood,noun,sinh kế,Their livelihoods depend on my success.,Sinh kế của họ phụ thuộc vào thành công của tôi.,(obsolete) The length of someone's life; a person's lifetime.
root,noun,rễ,+ It will become so dry that neither a strong arm nor many people will be needed to pull it up by the roots .,"+ Nó sẽ khô đến nỗi không cần cánh tay mạnh, cũng không cần nhiều người vẫn có thể nhổ nó bật rễ .","The part of a plant, generally underground, that absorbs water and nutrients. thumb|Some roots (2)"
lance,noun,giáo,"The Hussaria were the last shock cavalry in Europe still fighting with lances , yet they proved with terrifying effect the superiority of aggressive charging compared to the more defensive caracole used in the rest of Europe.","Kỵ binh nhẹ - Hussaria là kỵ binh xung kích cuối cùng ở châu Âu vẫn chiến đấu bằng giáo , nhưng chúng đã chứng minh với hiệu quả đáng sợ là sự vượt trội của việc tấn công mạnh mẽ so với các caracole phòng thủ được sử dụng ở phần còn lại của châu Âu.","A weapon of war, consisting of a long shaft or handle and a steel blade or head; a spear carried by horsemen."
adamant,adjective,cứng rắn,"Well, if you're so adamant against teaming up with him, what are we doing here?","Chà, nếu như cậu cứng rắn về việc lập đội với cậu ta, thì chúng ta đang làm gì ở đây chứ?",a rock or mineral held by some to be of impenetrable hardness; a name given to the diamond and other substances of extreme hardness
