word,part_of_speech,meaning,example,example_meaning,definition
tenuous,adjective,loãng,"Triton has a tenuous nitrogen atmosphere, with trace amounts of carbon monoxide and small amounts of methane near its surface.","Triton có một bầu khí quyển nitơ loãng , với hàm lượng của cacbon monoxit và một lượng nhỏ khí mê-tan gần bề mặt.",Thin in substance or consistency.
bombastic,adjective,khoa trương,Humble prayers are not bombastic or melodramatic.,Những lời cầu nguyện khiêm nhường không khoa trương hoặc thống thiết quá.,"(of a person, their language or writing) Pompous or overly wordy."
debut,verb,ra mắt,"A 15-episode spinoff series, Prom Queen: Summer Heat, debuted on August 27, 2007.","15 tập Prom Queen: Summer Heat, ra mắt đầu tiên vào ngày 27 tháng 8 năm 2007.",(chiefly of public perfomers) A person’s or thing’s first appearance before society or another audience; one’s “maiden voyage”.
jibe,verb,jibe,Doesn't jibe with everything I felt in the cockpit.,Không phù hợp với mọi thứ anh cảm thấy trong buồng lái.,"A facetious or insulting remark, a jeer or taunt."
mercurial,adjective,hay thay đổi,"Xerxes I was known for his mercurial , violent temper.",Xerxes I được biết là người có tính tình hay thay đổi và hung bạo.,Volatile; erratic; unstable; flighty; fickle or changeable in temperament.
predecessor,noun,người tiền nhiệm,"Unlike his predecessor , Bischoff was an extremely competent and dynamic bureaucrat.","Khác với người tiền nhiệm , Bischoff là một công chức có tài và năng nổ.","One who precedes; one who has preceded another in any state, position, office, etc.; one whom another follows or comes after, in any office or position."
proclamation,noun,hịch,"After the king of the Lamanites became converted to the gospel of Jesus Christ, he sent a proclamation among all his people, and a miracle occurred.","Sau khi vua của dân La Man được cải đạo theo phúc âm của Chúa Giê Su Ky Tô, nhà vua gửi ra một hịch truyền cho toàn dân của ông, và một phép lạ đã xảy ra.",a statement which is proclaimed; a formal public announcement
roster,noun,bảng phân công,"I can get you the roster from our Men's Group, if that'll help.",Bảng phân công việc cũng được chứ?,"A list of names, usually for an organization of some kind such as military officers and enlisted personnel enrolled in a particular unit; a muster roll; or a sports team, with the names of players who are eligible to be placed in the lineup for a particular game."
tumultuous,adjective,huyên náo,"30 And it came to pass when they heard this avoice, and beheld that it was not a voice of thunder, neither was it a voice of a great tumultuous noise, but behold, it was a bstill voice of perfect mildness, as if it had been a whisper, and it did pierce even to the very soul—","30 Và chuyện rằng, khi chúng nghe tiếng nói này và thấy rằng đó không phải là tiếng sấm sét hay tiếng huyên náo ồn áo, nhưng này, đó là một atiếng nói hết sức dịu dàng, tựa hồ như một lời thì thầm, và nó quả thật xuyên thấu tận tâm hồn—",Noisy and disorderly
vitriol,verb,sunfat,Why VITRIOL ?,Tại sao lại là sunfat ?,(dated) sulphuric acid and various metal sulphates
carcinogen,noun,chất gây ung thư,These here are five different organizations that classify carcinogens .,Có năm tổ chức khác nhau phân loại các chất gây ung thư .,A substance or agent that can cause cancer.
circumvent,verb,làm hỏng,"To maintain the integrity of our invalid activity detection system and prevent users from circumventing the system, we aren't able to provide details about how much was adjusted per day or per app.","Để duy trì tính toàn vẹn của hệ thống phát hiện hoạt động không hợp lệ của mình và ngăn chặn người dùng làm hỏng hệ thống, chúng tôi không thể cung cấp chi tiết về số lượng đã được điều chỉnh mỗi ngày hoặc mỗi ứng dụng.",(transitive) to avoid or get around something; to bypass
deride,verb,chế nhạo,"Furthermore, the male strongman derided Aquino's womanhood, by saying that she was ""just a woman"" whose place was in the bedroom.","Marcos cũng chế nhạo Aquino ""chỉ là một phụ nữ"" với địa vị là trong phòng ngủ.",(transitive) To harshly mock; ridicule.
disparage,verb,chê bai,"Don't disparage yourself, Fedya - none of us will believe it anyway.","Đừng tự chê bai mình, chả ai tin đâu.",Inequality in marriage; marriage with an inferior.
genome,noun,bộ gen,"He worked on the genome of the common fruitfly with his wife, Lilian Vaughan Morgan.","Ông nghiên cứu về bộ gen của ruồi giấm nổi tiếng với vợ ông, Lilian Vaughan Morgan.","(genetics) The complete genetic information (either DNA or, in some viruses, RNA) of an organism, typically expressed in number of basepairs."
indictment,noun,bản cáo trạng,What an indictment !,Đây đúng là một bản cáo trạng !,(law) an official written accusation on behalf of the government for a serious offence; a document outlining serious charges of an accused.
