word,part_of_speech,meaning,example,example_meaning,definition
mousy,adjective,lén lút,"Tell'em about Mousie's quinceañera, man.",Kể cho họ về sinh nhật 15 tuổi của Mousie đi.,Resembling a mouse
shoddy,adjective,xấu,"Shoddy craftsmanship, too.",Tay nghề cũng kém luôn.,Being of poor quality or construction
impetuous,adjective,bốc,Impetuous .,Quá bốc đồng.,"Making arbitrary decisions, especially in an impulsive and forceful manner."
petulance,noun,tính hay dằn dỗi,I was petulant .,Tôi đã từng nóng nảy .,The property of being petulant.
distinct,adjective,riêng biệt,The province has a distinct continental climate under the influence of the Asian continent.,Tỉnh có một kiểu khí hậu lục địa riêng biệt dưới ảnh hưởng của lục địa châu Á.,Very clear.
saucy,adjective,hỗn,You'll push that saucy line too far.,Cô đã hỗn láo quá đáng rồi đó.,"Impertinent or disrespectful, often in a way that is regarded as entertaining or amusing; smart."
genteel,adjective,lịch sự,"Suave, genteel .","Dịu ngọt, lịch sự .",Polite and well-mannered.
ignorant,adjective,không biết,"Blatant display of hostility, inconsequential display of affection or feigned ignorance .",Biểu hiện về mặt thì địch không biểu hiện tình cảm hoặc giả vờ không biết .,Unknowledgeable or uneducated; characterized by ignorance.
peremptory,adjective,cưỡng bách,The number of peremptory norms is considered limited but not exclusively catalogued.,Số lượng các tiêu chuẩn bắt buộc được coi là có giới hạn nhưng không được liệt kê riêng.,(law) Precluding debate or expostulation; not admitting of question or appeal; positive; absolute; decisive; conclusive; final. [from 15th c.]
knickknack,noun,đồ trang trí,You're holding our knickknacks hostage?,Ông lấy đồ đạc của chúng tôi làm tin sao?,Alternative spelling of knick-knack.
chintz,noun,vải hoa sặc sỡ,Do you know if this is chintz ?,Liệu cái này có sặc sỡ quá không?,"A painted or stained calico fabric, originally produced in India, and known for its brightly colored designs"
divan,noun,đi văng,"Doris, Abigail, go get some sheets and make up the divan in the music room.","Doris, Abigail, lấy vài cái mền... và chuẩn bị cái đi - văng trong phòng nhạc.",A couch- or sofa-like piece of furniture made of a mattress lying against the wall and either on the floor or an elevated structure.
straiten,verb,không đủ,Faith in the payment of tithes and offerings increases despite the straitened economic circumstances in which we find ourselves.,Đức tin trong việc đóng tiền thập phân và các của lễ gia tăng mặc dù tình trạng kinh tế eo hẹp mà chúng ta đang gặp.,Common misspelling of straighten.
ottoman,noun,ghế dài có đệm,"So, it's not that Grizmo hates your couch, chair, ottoman , pillows, curtains, and everything else you put in her environment.","Thế nên, không phải Grizmo ghét ghế bành, ghế đẩu, ghế dài có đệm , gối, màn, và những thứ khác bạn đặt xung quanh nó.","An upholstered sofa, without arms or a back, sometimes with a compartment for storing linen, etc."
endurance,noun,khả năng chịu đựng,"Its traction abilities are quite good, with a strong capacity for endurance .","Khả năng lực kéo của nó khá tốt, với khả năng chịu đựng mạnh mẽ.",The measure of a person's stamina or persistence.
soiree,noun,buổi tối,Have your little... soiree .,Để dự cái... dạ hội nhỏ bé của các người.,a formal evening party
