word,part_of_speech,meaning,example,example_meaning,definition
slothful,adjective,lười biếng,"Regarding sloth , another said: “It’s good to be like that sometimes. . . .",Một người khác phát biểu về tật lười biếng : “Đôi khi lười biếng cũng được việc...,Lazy; inactive; sluggish; indolent; idle; tending to sloth.
convergence,noun,sự hội tụ,There's a convergence .,Có một sự hội tụ .,The act of moving toward union or uniformity.
divergent,adjective,phân kỳ,This is mathematically equivalent to saying that the divergence of B is zero.,Điều này tương đương với phát biểu toán học rằng phân kỳ của B bằng 0.,Growing further apart; diverging.
simultaneous,adjective,đồng thời,In two days Villa and Zapata will attack simultaneously from north and south.,"Trong hai ngày nữa, Villa và Zapata sẽ đồng thời tấn công từ miền bắc và miền nam.",Occurring or transpiring at the same time.
rostrum,noun,diễn đàn,I still remember looking up at him from my seat next to the rostrum .,Tôi còn nhớ đã thấy ông từ chỗ ngồi của tôi bên cạnh diễn đàn .,"A dais, pulpit, or similar platform for a speaker, conductor or other performer."
spoonerism,noun,nói lái,"Good day, Mr. Spooner .",Xin chào thanh tra Spooner .,A play on words on a phrase in which the initial (usually consonantal) sounds of two or more of the main words are transposed.
substantiate,verb,chứng minh,"However, there are no photos to substantiate this claim.","Tuy nhiên, không có hình chụp để chứng minh điều đó.",(transitive) to verify something by supplying evidence; to corroborate or authenticate
demagogue,noun,kẻ mị dân,and electing vulgar demagogues .,rồi đưa những kẻ mị dân lên làm lãnh đạo.,(pejorative) An orator or leader who gains favor by pandering to or exciting the passions and prejudices of the audience.
maladroit,adjective,vụng về,"I'm so maladroit , Miss Ives.","Tôi thật vụng về , cô Ives.",Not adroit; clumsy; inept; awkward.
coulomb,noun,coulomb,The amount of charge is usually given the symbol Q and expressed in coulombs ; each electron carries the same charge of approximately −1.6022×10−19 coulomb .,"Lượng điện tích trên mỗi vật hay hạt được ký hiệu là Q có đơn vị đo bằng coulomb ; mỗi electron mang lượng điện tích như nhau và bằng −1,6022×10−19 coulomb .","In the International System of Units, the derived unit of electric charge; the amount of electric charge carried by a current of 1 ampere flowing for 1 second. Symbol: C"
couturier,noun,,"Chanel No. 5 was the first perfume launched by French couturier Gabrielle ""Coco"" Chanel.","Chanel No 5 (đôi khi viết là Chanel No. 5) là nước hoa đầu tiên được đưa ra thị trường bởi nhà thiết kế thời trang cao cấp tại Paris Gabrielle ""Coco"" Chanel.",a person who designs haute couture
antipyretic,adjective,giải nhiệt,"By taking antipyretics a feverish person may cause his fever to subside, but the virus is still in his system.","Người bị sốt nóng dùng thuốc làm giảm cơn sốt có thể làm cho đỡ nóng thật đấy, nhưng vi khuẩn gây cơn sốt vẫn còn trong người.",(medicine) That reduces fever; fever-reducing.
consanguineous,adjective,cùng dòng máu,They too have been deaf to the voice of justice and of consanguinity .,"Họ cũng không thèm lắng nghe tiếng nói của công lý , tiếng nói của tình máu mủ .",Related by birth; descended from the same parent or ancestor.
dystopia,noun,,The mood is shifting from utopia to dystopia .”,Người ta không còn lạc quan nữa nhưng thay vào đó là thái độ bi quan về tương lai ”.,A vision of a future that is a corrupted (usually beyond recognition) utopian society
alibi,noun,bằng chứng ngoại phạm,"The guard recognized her, she has an alibi .",Usher đã đảm bảo bằng chứng ngoại phạm .,"(law) The plea or mode of defense under which a person on trial for a crime proves or attempts to prove that he was in another place when the alleged act was committed; as, to set up an alibi; to prove an alibi. TheCriminal Law Deskbook(1988; ISBN 0820512176) states: ""Alibi is different from all of the other defenses...it is based upon the premise that the defendant is truly innocent."""
insecurity,noun,sự bất an,Seems there's no end to Dad's insecurity .,Có vẻ sự bất an của bố là không có hồi kết.,"A lack of security, uncertainty"
audition,verb,thính giác,"Like touch, audition requires sensitivity to the movement of molecules in the world outside the organism.","Cũng như xúc giác , thính giác đòi hỏi sự nhạy cảm đối với chuyển động của các phân tử trong thế giới bên ngoài cơ thể.","(countable) A performance, by an aspiring performer, to demonstrate suitability or talent"
modem,verb,bộ điều giải,& Query Modem,& Yêu cầu bộ điều giải,A device that encodes digital computer signals into analog/analogue telephone signals and vice versa and allows computers to communicate over a phone line.
soprano,noun,giọng nữ cao,"And there were a lot of cute girls in the soprano section, as it turns out.","Té ra, có rất nhiều các cô gái dễ thương ở khu giọng nữ cao .",Musical part or section higher in pitch than alto and other sections.
irretrievable,adjective,không thể cứu vãn,"Without the infinite Atonement, all mankind would be irretrievably lost.","Nếu không có Sự Chuộc Tội vô hạn, tất cả nhân loại sẽ đi sai đường một cách không thể cứu vãn được.","Not retrievable; irrecoverable; irreparable; as, an irretrievable loss."
lobotomy,noun,,It's called a lobotomy .,Nó gọi là phẫu thuật não .,A surgical operation on the frontal lobe of the brain intent on treating certain mental illnesses.
