word,part_of_speech,meaning,example,example_meaning,definition
versatility,noun,sự có nhiều tài,""" Actress "" given "" versatile "", that probability is. 00021.",""" actress "" được "" versatile "". xác suất là 0, 00021",The property of being versatile or having many different abilities; flexibility.
single out,verb,đơn lẻ ra,Why single out the Canaanites?,Tại sao chỉ hủy diệt dân Ca-na-an?,(transitive) To select one from a group and treat differently
insult,Verb,lăng mạ,"After all you've done, the least I ask is that you don't insult me.",Tôi chỉ yêu cầu anh đừng lăng mạ tôi nữa mà thôi.,"(obsolete, intransitive) To behave in an obnoxious and superior manner (over, against). [16th-19th c.]"
multifarious,adjective,nhiều,,,Having multiplicity; having great diversity or variety; of various kinds; diversified; made up of many differing parts; manifold.
fallibility,noun,,Fallible Copies,Sai lầm của những bản sao,The state of being prone to error.
perturb,verb,làm lo sợ,Perturbed Spirit.,Cảm xúc sôi trào.,To disturb; to bother or unsettle.
telepathy,noun,thần giao cách cảm,And this would include the idea of telepathy and remote viewing.,Và trong đó gồm cả thần giao cách cảm và cảm xạ từ xa.,"(parapsychology) The supposed capability to communicate directly by psychic means; the sympathetic affection of one mind by the thoughts, feelings, or emotions of another at a distance, without communication through the ordinary channels of sensation."
incapable,adjective,không có khả năng,"He is incapable of being honest with himself, let alone anyone else.","Anh ấy không có khả năng thành thật với bản thân mình, nói gì đến người khác.",Not being capable (of doing something); unable.
sympathize,verb,thông cảm,I sympathize that this is gonna be difficult for you.,Tôi rất thông cảm cho tình thế khó khăn của cậu.,To show deep sympathy towards someone or something.
neglected,adjective,ra rìa,I neglected to ask him.,Em đã quên hỏi hắn.,Simple past tense and past participle of neglect.
institution,noun,thể chế,"In time, nothing is left to sustain the institutions that sustain society.","Cuối cùng, không có điều gì còn lại để hỗ trợ những thể chế giữ vững xã hội.","An established organisation, especially one dedicated to education, public service, culture or the care of the destitute, poor etc."
aspect,noun,khía cạnh,Imagination affects every aspect of our lives.,Sự tưởng tượng ảnh hưởng đến mọi khía cạnh cuộc sống của chúng ta.,(obsolete) The act of looking at something; gaze. [14th-19th c.]
miff,verb,làm mếch lòng,There's no call to be in a miff because Mrs Forster likes me best.,Chẳng có gì gọi là phật ý vì bà Forster mến con hơn hết thẩy bất kỳ ai.,"A small argument, quarrel."
intimidation,noun,sự doạ dẫm,No wonder Moses was not intimidated by Pharaoh!,Không lạ gì khi Môi-se không sợ Pha-ra-ôn chút nào!,"The act of making timid or fearful or of deterring by threats; the state of being intimidated; as, the voters were kept from the polls by intimidation."
inescapable,adjective,không thể thoát được,It was a long time before imperfect Adam died —930 years— but God’s sentence was inescapable !,A-đam bất toàn đã chết sau một thời gian dài—930 năm—song điều này chứng tỏ không thể thoát được án phạt của Đức Chúa Trời!,Not escapable; that cannot be avoided.
penalty,noun,hình phạt,You know the penalty for returning to the pride lands.,Ngươi biết hình phạt khi dám trở lại vùng đất danh vọng là gì mà.,A legal sentence.
humiliating,adjective,làm bẽ mặt,People like him die only if you humiliate them.,Những người như hắn ta chỉ chết nếu con làm bẽ mặt hắn.,"Liable to humiliate, degrade, shame or embarrass someone."
psychopath,noun,người tâm thần,"And the question is, ""How do you end up with a psychopathic killer?""","Câu hỏi là ""Làm thế nào mà anh trở thành kẻ giết người tâm thần ?""","A person with a personality disorder indicated by a pattern of lying, cunning, manipulating, glibness, exploiting, heedlessness, arrogance, delusions of grandeur, sexual promiscuity, low self-control, disregard for morality, lack of acceptance of responsibility, callousness, and lack of empathy and remorse. Such an individual may be especially prone to violent and criminal offenses."
thermal,adjective,nóng,"An eagle can stay aloft for hours, using thermals , or columns of rising warm air.",Chim ưng có thể bay lượn hàng giờ nhờ tận dụng những luồng khí nóng bốc lên.,(meteorology) A column of rising air in the lower atmosphere created by uneven heating of Earth's surface.
dormer,noun,cửa sổ ở mái nhà,Two decorated dormers are on the roof.,Khoang chứa đạn có hai tấm ván blow-off trên nóc.,"(architecture) a room-like, roofed projection from a sloping roof"
provost,noun,hiệu trưởng,Her dad's the provost .,Bố cô ấy là hiệu trưởng .,(Scottish local government) The equivalent of mayor in some Scottish cities.
annexation,noun,phụ vào,The annex is next.,Annex là mục tiêu tiếp theo.,"the act of annexing, or territories that have been annexed"
disjointed,adjective,rời rạc,Disjointed .,Bị tháo rời .,"(figuratively) Not connected, coherent, or continuous."
degenerate,adjective,biến chất,I don't want to degenerate to Frank's level.,Tôi không muốn là kẻ biến chất như Frank.,"(of qualities) having deteriorated, degraded or fallen from normal, coherent, balanced and desirable to an undesirable and typically abnormal"
demotion,noun,sự giáng chức,Otherwise North Walsham Town would have been demoted to Division 1.,Còn không North Walsham Town bị xuống chơi ở Division 1.,an act of demoting; a lowering of rank or status
inopportune,adjective,không đúng lúc,Perhaps we called at an inopportune time.,Có lẽ chúng ta đến không đúng lúc .,unsuitable for some particular purpose
spaniel,verb,giống chó xpanhơn,What they should dois get a cocker spaniel .,Điều họ nên làm là mua một con cún .,"Any of various small breeds of gun dog having a broad muzzle, long, wavy fur and long ears that hang at the side of the head, bred for flushing and retrieving game."
dreadful,adjective,khủng khiếp,"I know you miss it terribly, and yet, what a dreadful burden.",Tôi biết ngài rất nhớ đến chuyện đó và nó là một gánh nặng khủng khiếp .,Causing dread; bad.
convenience,noun,sự thuận tiện,Banks also provide security and convenience to their customers .,Ngân hàng còn cung cấp sự thuận tiện và an toàn cho khách hàng của mình .,(chiefly UK) a public toilet
debar,verb,ngăn cấm,This is the reason for the debarment of Glocoms.,Đây là lí do dẫn đến việc cấm công ty Glocoms.,To exclude or shut out; to bar.
obloquy,noun,lời lăng nhục,,,Disgrace suffered from abusive language
erstwhile,adjective,ngày xưa,Erstwhile on Fargo...,Trong tập trước...,(obsolete) Formerly; in the past.
objurgation,noun,sự mắng nhiếc,,,strong rebuke; strong scolding
