word,part_of_speech,meaning,example,example_meaning,definition
bikini,noun,áo tắm hai mảnh,"Bye-bye, bikinis .",Khỏi mặc áo tắm hai mảnh .,A brief two-piece bathing suit worn by women.
bougainville,,Bougainville,Kirk using the Navajo code in the dense jungles of Bougainville in 1943.,Kirk đang sử dụng mật mã Navajo trong khu rừng rậm ở Bougainville vào năm 1943.,geographic terms (below country level)
eastern samoa,noun,Đông Samoa,"Politically it is a part of the Eastern District, one of the primary divisions of American Samoa .","Về hành chính, đảo thuộc quận Đông , một trong những đơn vị hành chính đầu tiên của American Samoa .",a United States territory on the eastern part of the island of Samoa
abaya,noun,áo aba,"Instead, she felt more free, more free because she could wear whatever she wanted under the abaya .","Thay vì vậy, bà lại cảm thấy thoải mái hơn, bởi vì bà có thể mặc bất cứ thứ gì bà muốn bên dưới chiếc áo Aba .","The traditional form of hijab, or Islamic dress, for many countries of the Arabian peninsula, it is an overgarment worn by some women."
abu dhabi,,abu dhabi,The project was proposed by the Sheikhs of Abu Dhabi and Dubai to Sheikh Zayed.,Dự án được đề xuất bởi các tiểu vương Abu Dhabi và Dubai lên tiểu vương Sheikh Zayed.,geographic terms (below country level)
afghanistan,,afghanistan,"But I had a really striking experience once, when a group from Afghanistan came to visit me, and we had a really interesting conversation.","Nhưng tôi có một kinh nghiệm đầy ấn tượng, khi một nhóm người từ Afghanistan đến để gặp tôi, và chúng tôi đã có một cuộc đối thoại rất thú vị.",geographic terms (country level)
anatolia,,tiểu á,"Soon after this Egyptian defeat, Phoenicia, Anatolia and Cyprus declared their independence from Persian rule.","Ngay sau thất bại này, các vua của Phoenicia, Tiểu Á và Cyprus tuyên bố độc lập.",
arab,adjective,A-rập,You want me to call in a strike on a friendly Arab nation?,Anh muốn tôi hạ lệnh oanh tạc một nước A Rập trung lập sao?,
arabian desert,noun,sa mạc Arab,Arabian Desert,Sa Mạc Á Rập,a desert in Egypt between the Nile River and the Red Sea
arabian peninsula,,bán đảo ả rập,"There is evidence that human habitation in the Arabian Peninsula dates back to about 125,000 years ago.",Có bằng chứng cho thấy loài người cư trú tại bán đảo Ả Rập từ khoảng 125.000 năm trước.,
aleppo,,aleppo,The New York Times suggested a possible motive was revenge for the Russian Air Force's targeting of rebel-held areas in Aleppo .,Tờ New York Times cho thấy động cơ có thể là để trả thù việc Không quân Nga thả bom vào khu vực của quân nổi dậy ở Aleppo .,
almaty,proper,almaty,Asia/ Almaty,Châu Á/ Almaty,"The largest city in and former (until 1998) capital of Kazakhstan, formerly known as Alma-Ata."
amman,,amman,"As it turned out, priesthood leaders at Church headquarters had been fasting and praying to find the right couple to serve as country directors for LDS Charities in Amman , Jordan.","Hóa ra, các vị lãnh đạo chức tư tế tại trụ sở Giáo Hội đã nhịn ăn và cầu nguyện để tìm ra đúng cặp vợ chồng để phục vụ với tư cách là giám đốc quốc gia cho Hội Từ Thiện THNS ở Amman , Jordan.",
ankara,,ankara,"Service to Ankara and other points across Turkey is normally offered by Turkish State Railways, but the construction of Marmaray and the Ankara -Istanbul high-speed line forced the station to close in 2012.","Các dịch vụ đi tới Ankara và các nơi khác trên khắp Thổ Nhĩ Kỳ thông thừong do hệ thống Đường sắt Nhà nước Thổ Nhĩ Kỳ cung cấp, tuy nhiên việc xây dựng Marmaray và tuyến đường sắt cao tốc Istanbul- Ankara buộc ga đóng cửa năm 2012.",
aral sea,,Biển Aral,This probably is: the Aral Sea .,Có lẽ tệ hại nhất là biển Aral .,geographic terms (above country level)
alluvial plain,noun,,"Campo dell’Oro, before aviation, was an alluvial plain at the mouth of the Gravona.",Campo dell'Oro đã là một đồng bằng phù sa ở cửa sông Gravona trước khi xây sân bay.,A plain formed by the deposition of sediment from the periodic flooding of a river.
