word,part_of_speech,meaning,example,example_meaning,definition
amazement,noun,sự kinh ngạc,She spoke in broad Yorkshire in her amazement .,Bà nói ở Yorkshire rộng trong sự kinh ngạc của cô.,"(uncountable) The condition of being amazed; overwhelming wonder, as from surprise, sudden fear, horror, or admiration; astonishment."
bewitch,verb,bỏ bùa,I am bewitched !,Con bị bỏ bùa !,to cast a spell on someone or something
composedly,adverb,bình tựnh,,,In a composed manner.
faint-hearted,adjective,hèn yếu,My hearts never fainted .,Tôi không có bị yếu tim .,Lacking courage; timid
predominant,adjective,chiếm ưu thế,The keto form predominates at equilibrium for most ketones.,Dạng keto chiếm ưu thế ở trạng thái cân bằng cho hầu hết các ketone.,(music) A subdominant.
emote,verb,biểu lộ cảm xúc,(Laughter) Age: People who are 50 years and older are 25 percent more emotive than younger people.,(Khán giả cười) Độ tuổi: Người trên 50 tuổi biểu lộ cảm xúc nhiều hơn người trẻ 25%.,"(intransitive) to display emotions openly, especially while acting"
petrified,adjective,hóa thạch,She has been Petrified .,Nó đã bị hóa đá .,Present participle of petrify.
petroleum,noun,dầu mỏ,API gravity values of most petroleum liquids fall between 10 and 70 degrees.,Giá trị phổ biến của tỉ trọng API hầu hết các loại dầu mỏ là từ 10° đến 70°.,"A flammable liquid ranging in color from clear to very dark brown and black, consisting mainly of hydrocarbons, occurring naturally in deposits under earth surface."
intoxicated,adjective,say,"From the Greek methusko, meaning “get drunk, become intoxicated .”","Từ-ngữ trong tiếng Hy-lạp là methusko có nghĩa “ say sưa, trở nên say ”.","Stupefied by alcohol, drunk."
faun,noun,thấn đồng áng,I am a faun .,là một thần nông,"(Roman mythology) A woodland creature with pointed ears, legs, and short horns of a goat and a fondness for unrestrained revelry."
moat,noun,hào,"The army also included ""3,000 machines flinging heavy incendiary arrows, 300 catapults, 700 mangonels to discharge pots filled with naphtha, 4,000 storming-ladders, and 2,500 sacks of earth for filling up moats "".","Đội quân này cũng bao gồm ""3.000 máy phóng tên cháy hạng nặng, 300 xe bắn đá, 700 máy bắn đá để bắn đá lửa, 4.000 thang đột kích, và 2.500 bao đất để lấp hào nước.""","A deep, wide defensive ditch, normally filled with water, surrounding a fortified habitation."
lode,noun,mạch mỏ,We've hit the mother lode .,Chúng ta đến đất mẹ rồi .,(obsolete) A way or path; a road.
enfeeble,verb,làm yếu,He is chronically enfeebled .,Nó bị yếu đuối kinh niên rồi,(transitive) To make feeble.
oracular,adjective,bí hiểm,"Currently few native Iberian gods are known, though the oracular healing deity ""Betatun"" is known from a Latin inscription at Fuertes del Rey.","Hiện tại, chúng ta chỉ biết được một vài vị thần bản địa của người Iberes, mặc dù vị thần tiên tri và chữa bệnh ""Betatun"" đã được biết đến từ một bản khắc bằng tiếng Latin ở Fuertes del Rey.",Of or relating to an oracle.
monotheistic,adjective,độc thần,The monotheistic tradition is continued.,Truyền thống độc thần giáo vẫn tiếp tục.,"(religion) Believing in a single god, deity, spirit, etc., especially for an organized religion, faith, or creed."
boggle,verb,chùn lại,Boggles my mind.,Làm bật tung đầu óc tôi.,"(intransitive) To be bewildered, dumbfounded, or confused."
hidebound,adjective,,,,(of a book) Bound with the hide of an animal.
incoherence,noun,sự không mạch lạc,It's entirely incoherent .,Bây giờ nó chưa đâu ra đâu .,(uncountable) The quality of being incoherent.
constrained,adjective,bị ép buộc,You're being constrained by the public's opinion.,Bạn bị ép buộc bởi ý kiến của số đông.,Simple past tense and past participle of constrain.
effervesce,verb,sủi,They're starting to effervesce .,Chúng bắt đầu sủi bọt.,"(intransitive, of a liquid) to emit small bubbles of dissolved gas; to froth or fizz"
transience,noun,tính chất chóng tàn,Ichi-go ichi-e is linked with Zen Buddhism and concepts of transience .,Ichi-go ichi-e có liên kết với Thiền tông và các khái niệm về sự phù du chốc lát .,"The quality of being transient, temporary, brief or fleeting."
academy,noun,học viện,Any doubt I had got pounded out of me at the academy .,Những ngờ vực tôi từng có đã bị đánh bay lúc ở học viện rồi.,"A society of learned men united for the advancement of the arts and sciences, and literature, or some particular art or science"
award,verb,tặng thưởng,It's awarded for bravery.,Được tặng thưởng vì lòng can đảm.,"(law) A judgment, sentence, or final decision. Specifically: The decision of arbitrators in a case submitted."
stage,noun,vũ đài,We have to remember we're on the world stage here.,Phải nhớ rằng ta đang ở trên vũ đài quốc tế.,a phase
statue,verb,bức tượng,The statue was carved from a block of cherry wood.,Bức tượng được chạm khắc từ gỗ cây anh đào.,"A three-dimensional work of art, usually of a person or animal, usually created by sculpting, carving, molding, or casting."
announce,verb,loan báo,In the light of the typhoon signal number 8 being announced,Tin tức về cơn bão số 8 đã được loan báo rộng rãi,"(transitive) To give public notice, or first notice of; to make known; to publish; to proclaim."
applause,noun,vỗ tay,But it's really the applause that Conway's hungry for.,Những tràng vỗ tay là thứ Conway thèm muốn.,"The act of applauding; approbation and praise publicly expressed by the clapping of hands, stamping or tapping of the feet, acclamation, huzzas, or other means; marked commendation."
celebrate,verb,ăn mừng,Let's celebrate the anniversary of our first kiss.,Hãy ăn mừng kỷ niệm ngày chúng ta hôn nhau lần đầu.,(transitive) To extol or honour in a solemn manner.
cinematography,noun,kỹ thuật điện ảnh,""" Cinematography Part II: MISE-EN-SCENE: Orchestrating the Frame"".",Truy cập ngày 28 tháng 10 năm 2012. ^ “Cinematography Part II: MISE-EN-SCENE: Orchestrating the Frame”.,The art and technique of making and reproducing motion pictures.
director,noun,giám đốc,I'm Assistant Director Harold Cooper!,Tôi là Trợ lý Giám đốc Harold Cooper!,"One who directs; the person in charge of managing a department or directorate (e.g., director of engineering), project, or production (as in a show or film, e.g., film director)."
screenplay,noun,kịch bản,But do not bother him anymore about writing his screenplay with him.,Nhưng đừng làm phiền Marty với ý tưởng để mình cùng viết kịch bản nữa.,a script for a movie or a television show
original,adjective,độc đáo,Bill has a lot of original ideas.,Bill có rất nhiều ý tưởng độc đáo .,(not comparable) First in a series or copies/versions
artistry,noun,nghệ thuật,Absolute artistry .,Đúng là nghệ thuật .,Significant artistic skill
famous,adjective,nổi tiếng,"You should visit Kyoto, which is famous for its old temples and shrines.","Bạn nên đến Tokyo, nơi nổi tiếng với những địa danh như ngôi chùa cổ, đền Shinto...",Well known.
fashion,noun,thời trang,It's so hard to keep up with teenage clothing fashions these days because they change so often.,Gần đây thật khó theo kịp thời trang ăn mặc của thanh thiếu niên bởi vì chúng thay đổi quá thường xuyên.,"(countable) A current (constantly changing) trend, favored for frivolous rather than practical, logical, or intellectual reasons."
talent,noun,tài năng,Talent is luck.,Tài năng là may mắn.,"(historical) A unit of weight and money used in ancient times in Greece, the Roman Empire, and the Middle East. [from 9th c.]"
camera,noun,máy hình,I'm not getting a feed from your camera .,Tôi không có tín hiệu nào từ máy hình của cô cả.,A device for taking still or moving pictures or photographs.
cinematographer,noun,Nhà điện ảnh,"""3D a 'Flash in the Pan' – 'Inception' Cinematographer "".",Truy cập 23 tháng 1 năm 2016. ^ “3D a 'Flash in the Pan' – 'Inception ' Cinematographer”.,The making of motion pictures.
