word,part_of_speech,meaning,example,example_meaning,definition
air mass,noun,errorTry again,Air mass classification involves three letters.,Việc phân loại không khí bao gồm ba chữ cái.,"a widespread body of air, the properties of which can be identified as:"
antitrade wind,noun,gió chống thương mại,,,winds blowing from west to east and lying above the trade winds in the tropics
ablation,noun,sự cắt bỏ,Glaciers form where the accumulation of snow and ice exceeds ablation .,Sông băng hình thành ở nơi mà sự tích lũy tuyết và băng vượt quá sự tiêu mòn .,A carrying or taking away; removal.
advection,noun,bình lưu,Another commonly advected quantity is energy or enthalpy.,Các đại lượng bình lưu phổ biến khác là entanpi hay năng lượng.,"The horizontal movement of a body of atmosphere (or other fluid) along with a concomitant transport of its temperature, humidity etc."
anticyclone,noun,xoáy nghịch,"On April 4 a rare anticyclonic tornado struck West Bend, Wisconsin killing three people.","Ngày 04 tháng 4 một cơn lốc xoáy xoáy nghịch hiếm xảy West Bend, Wisconsin giết chết ba người.",(meteorology) a system of winds that spiral out from a centre of high pressure
acculturation,noun,Tiếp biến văn hóa,"At this group level, acculturation often results in changes to culture, religious practices, health care , and other social institutions.","Ở cấp độ nhóm, tiếp biến văn hóa thường dẫn đến những thay đổi về văn hóa, phong tục, và các tổ chức xã hội.",A process by which the culture of an isolated society changes on contact with a different one
balance of power,noun,sự cân bằng quyền lực,"♫ a balance of power , ♫","♫ một sự cân bằng quyền lực , ♫","A situation of equilibrium in which no country is powerful enough to control, or threaten the interests of, the others."
balkanize,verb,phân chia,"Following the two Balkan Wars of 1912 and 1913 and the dissolution of the Ottoman Empire, most of its European-held territories were divided between Greece, Bulgaria and Serbia.","Sau hai cuộc chiến tranh Balkan vào năm 1912 và 1913 rồi sau đó là sự sụp đổ của Đế quốc Ottoman, vùng Macedonia được phân chia thành các phần của Hy Lạp, Bulgaria và Serbia.",alternative capitalization of Balkanize
democratization,noun,dân chủ hoá,"In short, the tech companies have democratized encryption.","Tóm lại, những công ty công nghệ đã dân chủ hoá việc mã hoá.","The introduction of democracy, its functions or principles, to an area or country which did not have democracy previously."
alberta,proper,Alberta,"And that's why, now, the new breakthroughs, the new frontiers in terms of oil extraction are scrambling about in Alberta , or at the bottom of the oceans.","Và đó là tại sao những đột phá mới, những giới hạn mới về khai thác dầu đang gây xáo trộn ở Alberta , và đáy của đại dương.",geographic terms (below country level)
appalachian mountains,noun,Dãy Appalachian,The Appalachian Mountains cover most of the territory of the municipality.,Dãy Appalachian bao phủ hầu hết lãnh thổ của đô thị.,a mountain range in the eastern United States extending from Quebec to the Gulf of Mexico; a historic barrier to early westward expansion of the United States
arctic ocean,,bắc băng dương,And things go white as we move out onto the Arctic Ocean .,Chuyển qua màu trắng khi chúng tôi ra tới Bắc Băng Dương .,geographic terms (above country level)
atlantic ocean,,đại tây dương,There were several engagements between battleships in the Pacific and Atlantic oceans .,Có nhiều cuộc giao lưu giữa các thiết giáp hạm ở Thái Bình Dương và Đại Tây Dương .,geographic terms (above country level)
boreal,adjective noun,bắc,"In 2000, in the Northwest Territories, boreal woodland caribou had a very large range and the population was assessed and was not considered to be at risk in 2000.","Năm 2000, trong lãnh thổ Tây Bắc , tuần lộc đã có một phạm vi rất rộng lớn và dân số đã được đánh giá và không được coi là có độ rủi ro vào năm 2000.","Of, relating to, or coming from the north."
british columbia,,British Columbia,"The film was filmed in British Columbia and was released in the United States on March 14, 2003.",Bộ phim được quay ở British Columbia và được phát hành tại Hoa Kỳ vào ngày 14 tháng 3 năm 2003.,geographic terms (below country level)
calgary,,"calgary, alberta",You do if you live in Calgary .,"Có đấy, nếu cô sống ở Calgary .",
canadian dollar,noun,đô la Canada,Canadian dollar,Đồng đô la Canada,The official currency of Canada.
canadian shield,proper,,Precambrian rocks of the Canadian Shield form the eastern margin of the McTavish Arm.,Các đá Thời kì Tiền Cambri của khiên Canada tạo thành bờ mép phía đông của McTavish Arm.,"An area of very old bedrock surrounding Hudson Bay, and covering about half the land area of Canada."
amerindian,,,A catastrophe was wrought upon the Amerindians by contact with Europeans.,Một thảm họa đã xảy ra trên người Mỹ bản địa bởi tiếp xúc với người châu Âu.,
antonio lopez de santa anna,noun,,The killing was carried out under orders from General and President of Mexico Antonio Lopez de Santa Anna .,Vụ giết người được thực hiện dưới sự chỉ huy của Tổng Tư lệnh và Tổng thống Mexico Antonio Lopez de Santa Anna .,Mexican general who tried to crush the Texas revolt and who lost battles to Winfield Scott and Zachary Taylor in the Mexican War (1795-1876)
baja california,,,Baja California is the twelfth largest state by area in Mexico.,Baja California là bang rộng thứ mười hai của México.,geographic terms (below country level)
adirondack mountains,noun,,"It is named after John William Weidemeyer, a 19th-century entomologist who discovered it in its former eastern range extension into the Adirondack mountains .","Loài này được đặt theo tên của John William Weidemeyer, một nhà côn trùng học thế kỷ 19, người đã khám phá ra loài này trong phần mở rộng về phía đông trước đây của mình vào dãy núi Adirondack .",a mountain range in northeastern New York State; a popular resort area
alpine,adjective,núi cao,"In the world of the arctic and alpine environments, where the ice is, it's real and it's present.","Trong những vùng cực và núi cao , nơi băng hiện diện, điều này là thật và nó đang tồn tại.","Of, relating to, or inhabiting mountains, especially above the timber line"
appalachia,proper,Appalachia,you can see that Appalachia is a pretty lonely place.,bạn có thể thấy rằng Appalachia là một nơi khá đơn độc.,"A region in the eastern United States, near part of the Appalachian Mountains, that stretches from southern New York state to northern Alabama, Mississippi, and Georgia, usually excluding New England."
amazon river,,Amazon,that even the main stem of the Amazon river itself,thậm chí đập nước chính của sông Amazon,geographic terms (above country level)
anaconda,noun,con boa,Operation Anaconda,Operation Anaconda,"Any of various large nonvenomous snakes of the genus Eunectes, found mainly in northern South America. Their length can grow to as much as 5 m (15 ft)."
andean condor,noun,,"The Andean condor , the largest flying land-bird in the Western Hemisphere, occurs throughout much of the Andes but generally in very low densities.","Thần ưng Andes , loài chim lớn nhất ở Tây Bán Cầu, có mặt khắp Andes nhưng nhìn chung có mật độ rất thấp.","A South American bird in the New World vulture family Cathartidae,Vultur gryphus."
angel falls,proper,Thác nước Ángel,""" Falling angels . """,""" Những thiên thần rơi xuống . ""","A waterfall in the Canaima National Park, Venezuela; the highest waterfall in the world."
argentina,noun,á-căn-đình,"""Miss Mundo Argentina 2018 is Victoria Soto"".",Truy cập ngày 24 tháng 9 năm 2018. ^ “Miss Mundo Argentina 2018 is Victoria Soto”.,geographic terms (country level)
bolivia,noun,bolivia,"Happily, my assignment in Bolivia has been productive.","Vui mừng thay, công việc của tôi ở Bolivia đạt nhiều kết quả.","(uncountable) A card game, similar to rummy and canasta"
brazil,noun,brasil,The species was documented in 1658 by Willem Piso after travels in Brazil .,Loài này được ghi chép trong tài liệu năm 1658 bởi Willem Piso sau khi đến Brasil .,A Brazil nut
brazil nut,noun,,"You know, they do this Brazil nut thing now.","Hai người biết không, giờ người ta làm sữa đậu phộng Brazil đấy.",A tree native to tropical South America.
cape horn,proper,Cape Horn,She could be halfway to Cape Horn by the time we're repaired.,Khi tàu ta sửa xong thì có thể nó đã đi nửa đường đến mũi Horn .,the southernmost headland of the Tierra del Fuego archipelago of southern Chile
capybara,noun,chuột lang,Capybara are strong and wary.,Chuột lang mạnh và thận trọng.,"The largest living rodent (Hydrochoerus hydrochaeris), native to South America, living partly on land and partly in water."
araguaya river,noun,,,,a river in central Brazil that flows generally northward (with many falls) to join the Tocantins River
atacama desert,,sa mạc Atacama,The Atacama Desert became economically important.,Sa mạc Atacama trở nên quan trọng về mặt kinh tế.,"A desert in South America, covering a 1,000 km strip of land on the Pacific coast of South America, west of the Andes mountains."
