word,part_of_speech,meaning,example,example_meaning,definition
alexandria,,alexandria,"He and the bulk of his force withdrew from Alexandria , while Saladin was left with the task of guarding the city.",Ông này và một số lớn quân của mình rút ra khỏi Alexandria trong khi Saladin đã được để lại với ít quân hơn với nhiệm vụ bảo vệ thành phố.,
algeria,,algérie,"He started in the final against Egypt, which Algeria won 1–0.","Anh đá chính ở trận chung kết với Ai Cập, và Algérie thắng 1–0.",geographic terms (country level)
amharic,,tiếng Anh,Colloquial Amharic (2nd ed.).,Colloquial Amharic (ấn bản 2).,
angola,,dê angora,It is found in Angola .,Nó được tìm thấy ở Angola .,geographic terms (country level)
aswan high dam,noun,Đập cao Aswan,Almost all hydroelectric generation in Egypt comes from the Aswan High Dam .,Gần như tất cả các nhà máy thủy điện ở Ai Cập đều có nguồn từ Đập Cao Aswan .,one of the world's largest dams on the Nile River in southern Egypt
atlas mountains,proper,dãy núi Atlas,In Morocco it is found in the Atlas mountains .,Ở Maroc nó được tìm htấy ở dãy núi Atlas .,"A mountain range located in northwest Africa, occupying portions of Morocco, Algeria, and Tunisia."
bantu,adjective,Bantu,The Kango AKA Sua speak the Bantu language Bila.,Kango hay Sua nói tiêng Bila ( Bantu ).,"the largest African language family of the Niger-Congo group, spoken in much of Sub-Saharan Africa."
batik,verb,batik,"The Javanese people of Indonesia wear a kebaya, a traditional kind of blouse, along with batik .","Những Người Ja-va ở Indonesia mặc Kebaya - một loại áo truyền thống, kèm với Batik .",A wax-resist method of dyeing fabric.
bay of bengal,,Vịnh Bengal,Their navy performed both mercantile and defensive roles in the Bay of Bengal .,Hải quân của họ đã thực hiện cả vai trò thương mại và phòng thủ tại vịnh Bengal .,geographic terms (above country level)
bengal tiger,noun,hổ Bengal,"Well, then, I give to you... the astounding Bengal tiger !","Được rồi! Tôi sẽ cho quí vị thấy, kinh ngạc bởi loài hổ Bengal !",A tiger of the subspecies Panthera tigris tigris found in various parts of the Indian subcontinent.
borneo,,borneo,"There was a general fear that without a strong political institution, the Borneo states would be subjected to Malaya's colonisation.","Tồn tại một mốối lo ngại chung là nếu không có một thể chế chính trị mạnh mẽ, các quốc gia Borneo sẽ bị Malaya thực dân hóa.",geographic terms (country level)
brunei,,brunei,"This directly led to the Brunei Revolt, which thwarted Azahari's attempt and forced him to escape to Indonesia.","Điều này dẫn đến Khởi nghĩa Brunei , cản trở các nỗ lực của Azahari và buộc ông phải chạy trốn sang Indonesia.",geographic terms (country level)
cambodia,,campuchia,"Coincidental or not the events that followed the 2003 riot, was beneficial to the Prime Minister of Cambodia .","Sự trùng hợp ngẫu nhiên hay không sự kiện xảy ra sau vụ bạo loạn năm 2003, đều có lợi cho vị Thủ tướng Campuchia .",geographic terms (country level)
civil war,noun,nội chiến,We are not just the helpless and the victims of the civil war .,Chúng tôi không chỉ là người đứng nhìn bất lực hay là nạn nhân của nội chiến .,"A war fought between factions of the inhabitants of a single country, or the citizens of a single republic."
coastline,noun,bờ biển,A thick fog set in that obscured the view of the coastline .,Một màn sương mù dày đặc buông xuống che khuất tầm nhìn của bờ biển .,"The shape, outline, or boundary of a coast."
achmad sukarno,noun,,,,Indonesian statesman who obtained the independence of Indonesia from the Netherlands in 1949 and served as president until ousted by Suharto in a coup d'etat (1901-1970)
andaman sea,proper,,A search and rescue operation was launched in the Andaman Sea .,Hoạt động tìm kiếm và cứu hộ đã được triển khai ở biển Andaman .,"Part of the Indian Ocean, to the southeast of the Bay of Bengal, south of Burma (Myanmar), west of Thailand, north-west of the Malay Peninsula, north of Sumatra, and east of the Andaman Islands."
association of southeast asian nations,proper,Hiệp hội các quốc gia Đông Nam Á,The letters ASEAN stand for the Association of Southeast Asian Nations .,ASEAN là viết tắt của Hiệp hội các quốc gia Đông Nam Á .,"Association of Southeast Asian Nations. Regional organization of states of Southeast Asia created on august 8th, 1967."
bahasa,,,In Indonesian it is called Bahasa Aceh.,"Trong tiếng Indonesia nó được gọi là "" Bahasa Aceh"".",
bali,,bali,We are also working on the start of a bigger project in Bali .,Chúng tôi cũng thực hiện một dự án lớn hơn tại Bali .,geographic terms (below country level)
bangkok,,bangkok,I had to become one with the people of bangkok .,Tôi phải hòa nhập được với dòng người ở Bangkok .,
aborigine,noun,thổ dân,"If you're in Australia, it's mostly aboriginals who are in jail.","Nếu bạn ở Úc, những người bị ngồi tù hầu hết là thổ dân .",An aboriginal inhabitant of a country.
antarctica,,châu nam cực,I want to move to Antarctica .,Tôi muốn chuyển đến châu Nam cực,
artesian well,noun,giếng phun,"Such water may emerge as springs, artesian springs, or may be extracted from boreholes or wells .","Nước như vậy có thể xuất hiện như nước suối, hoặc có thể được chiết xuất từ lỗ khoan hoặc giếng .",An aquifer in which water rises to the surface under its own hydrostatic pressure.
australia,,CHÂU ĐẠI DƯƠNG,"""Europe"" and "" Australia /Asia"" are both under PAL/SECAM.",""" Châu Âu"" và "" Úc / Châu Á"" đều dưới dạng PAL / SECAM.",geographic terms (country level)
