word,part_of_speech,meaning,example,example_meaning,definition
alopecia,noun,sự rụng tóc,Another type of hair loss is called alopecia .,Một loại nữa làm tóc thưa đi được gọi là chứng rụng tóc .,Baldness.
clerihew,noun,clerhew,"Bentley's first clerihew , published in 1905, was written about Sir Humphry Davy: Sir Humphry Davy Abominated gravy.",Bài thơ sau được coi là bài thơ theo thể Clerihew đầu tiên (một dạng thơ ngụ ngôn): Sir Humphry Davy Abominated gravy.,"A rhyme of four lines, usually regarding a person mentioned in the first line."
kitschy,adjective,"""Kitschy""",Because I like old things that are kitschy ?,Vỉ tôi thích mấy đồ bóng bảy đó sao ?,Having the nature of kitsch.
solipsistic,adjective,solipsistic,,,"of, relating to, or being disposed to solipsism"
physicist,noun,nhà vật lý,"1914) 1995 – Eugene Wigner, Hungarian-American physicist and mathematician, Nobel Prize laureate (b.","1914) 1995 - Eugene Wigner, nhà vật lý và toán học người Hungary gốc Mỹ, đoạt giải Nobel Vật lý (s.","A person whose occupation specializes in the science of physics, especially at a professional level."
prurience,noun,tính thích dâm dục,,,The quality of being prurient.
blacklist,verb,danh sách đen,I understand you have a blacklist of violent men.,Tôi hiểu bà có một danh sách đen của những tên bạo lực.,A list or collection of people or entities to be shunned or banned.
ram,verb,cừu đực,"The rams of this breed are horned, and the ewes are not.",Cừu đực thuộc giống này có sừng còn cừu cái thì không.,A battering ram; a heavy object used for breaking through doors.
doe,noun,nai cái,By the gazelles+ and the does of the field:,Nhân danh linh dương+ và nai cái đồng nội:,Archaic spelling of do.
orb,verb,quả cầu,I don't see any orb that ought be on a tomb.,Tôi có thấy quả cầu trên ngôi mộ nào đâu.,A translucent sphere appearing in flash photography
nag,noun,ngựa,"But a miserable, horrid witch turned him into a nag .",Nhưng một phù thủy độc ác đã biến ông ấy thành con ngựa .,A small horse; a pony.
pod,noun,kén,I took an escape pod before the ship crash landed on a nearby planet.,Tôi trốn vào một kén cứu hộ. Trước khi tàu chúng tôi rơi xuống hành tinh gần đó.,"(botany) a seed case for legumes (e.g. peas, beans, peppers)"
gnu,noun,linh dương đầu bò,"""A Quick Guide to GPLv3 – GNU Project – Free Software Foundation (FSF)"".",Truy cập ngày 2 tháng 9 năm 2013. ^ “A Quick Guide to GPLv3 – GNU Project – Free Software Foundation (FSF)”.,A large antelope native to Africa having curved horns.
abolition,noun,sự huỷ bỏ,(5) Abolition of war?,5) bãi bỏ chiến tranh?,"The act of abolishing, or the state of being abolished; an annulling; abrogation; utter destruction; as, the abolition of slavery or the slave trade; the abolition of laws, decrees, ordinances, customs, taxes, debts, etc."
disobedience,noun,không vâng lời,He entices children to be disobedient to their parents.,Nó cám dỗ con cái không vâng lời cha mẹ.,Refusal to obey.
exchequer,noun,Bộ Tài chính Anh,Here's a ram's worth of tax for the Exchequer .,Cái này bằng với tiền thuế của một con cừu cho quốc khố Anh .,a treasury
vacuity,noun,chỗ trống,It's just a big cosmic vacuity .,Nó chỉ là một vũ trụ trống rỗng .,Emptiness.
