word,part_of_speech,meaning,example,example_meaning,definition
matronly,adjective,đoan trang,"How was it possible for a mild, gentle, matronly lady to turn into her opposite?","Làm sao một phụ nữ đoan trang , hòa nhã, dịu dàng lại thay đổi ra nông nỗi này?",In the way of a matron.
ignis fatuus,noun,hy vọng hão huyền,,,A will o' the wisp.
literate,adjective,biết viết,6 The Bible provides evidence that the Israelites were a literate people.,6 Kinh-thánh cung cấp những bằng chứng cho thấy rằng người Y-sơ-ra-ên là một dân tộc biết đọc và biết viết .,Able to read and write; having literacy.
typical,adjective,điển hình,So this will be the typical workflow situation.,Đây sẽ là tình hình điển hình .,Capturing the overall sense of a thing
divergence,noun,sự phân kỳ,It might be an early divergence from the dabbling duck lineage.,Nó có thể là sự phân kỳ sớm từ dòng dõi vịt thật sự .,The degree to which two or more things diverge.
correlate,verb,quan hệ,"And it gets even more complex, such as when the correlational relationship is more multi-faceted.","Chuyện sẽ trở nên phức tạp hơn nhiều, chẳng hạn như khi mối quan hệ tương quan là nhiều mặt hơn.",(transitive) To compare things and bring them into a relation having corresponding characteristics
cosmopolitan,noun,chủ nghĩa thế giới,"Surveys by the GNTB include perceptions and reasons for holidaying in Germany, which are as follows: culture (75%), outdoors/countryside (59%), cities (59%), cleanliness (47%), security (41%), modernity (36%), good hotels (35%), good gastronomy/cuisine (34%), good accessibility (30%), cosmopolitanism /hospitality (27%), good shopping opportunities (21%), exciting nightlife (17%) and good price/performance ratio (10%) (multiple answers were possible).","Khảo sát ý kiến do Cục này tiên hành cho kết quả điều tra ý kiến du khách về nhận thức và lý do đi du lịch Đức: văn hóa (75%), ngoài trời / nông thôn (59%), thành phố (59%), sự sạch sẽ (47%), anh ninh (41%), tính hiện đại (36%), khách sạn tốt (35%), ẩm thực tốt (34%), khả năng tiếp cận tốt (30%), chủ nghĩa thế giới / dịch vụ du lịch (27%), cơ hội mua sắm tốt (21%), cuộc sống về đêm sôi động (17%) và giá tốt / tỷ lệ tính năng (10%).",all-inclusive; affecting the whole world
mitigated,adjective,giảm nhẹ,Such mitigation strategies have already been implemented at some sites.,Các chiến lược giảm nhẹ như vậy đã được thực hiện tại một số địa điểm.,"lessened, reduced, diminished"
dwindling,adjective,suy giảm,Stockpiles within the city dwindle .,Kho dự trữ trong thành cạn dần .,Present participle of dwindle.
laze,verb,ăn không ngồi rồi,Stop lazing around and look for a job.,Đừng lông bông nữa mà hãy tìm một công việc đi.,"To be lazy, waste time."
cheer,verb,hoan hô,The Neapolitans cheered us all the way up from the beachhead.,Người dân Naples hoan hô chúng tôi suốt con đường từ điểm đổ bộ.,(obsolete) The face. [13th-16th c.]
chuckle,verb,cười khúc khích,""" He's a conceited one, "" he chuckled .",""" He'sa kiêu ngạo một trong "", ông cười khúc khích .",A quiet laugh.
