word,part_of_speech,meaning,example,example_meaning,definition
study,verb,học,Many sincere ones have thus heard the good news and have started to study the Bible.,Nhiều người thành thật do đó nghe được tin mừng và đã bắt đầu học hỏi Kinh Thánh.,"(usually academic) To revise materials already learned in order to make sure one does not forget them, usually in preparation for an examination."
legal,adjective,hợp pháp,But mostly legal .,Nhưng phần lớn hợp pháp .,(Said of a young man or woman) Above the age of consent. (slang)
flash,verb,lóe,"A flash of memory, and he saw himself trying to pick up her little red book the day he’d met her.","Lóe lên trong trí nhớ, anh thấy bản thân anh cố lấy quyển sách nhỏ màu đỏ vào ngày anh gặp cô.",To briefly illuminate a scene.
shame,noun,sự hổ thẹn,My whole life is shame .,Cả cuộc đời tôi là một sự hổ thẹn .,"Uncomfortable or painful feeling due to recognition or consciousness of impropriety, dishonor, or other wrong in the opinion of the person experiencing the feeling. It is caused by awareness of exposure of circumstances of unworthiness or of improper or indecent conduct."
crash,adjective,phá sản,"Cabra Estates, however, which had purchased Marler in 1989, were eventually bankrupted in the property market crash of 1992.","Tuy nhiên, Cabra Estates đã mua lại Marler năm 1989, cuối cùng bị phá sản năm 1992.","An automobile, airplane, or other vehicle accident."
clown,noun,hề,"Every school was a big top circus tent, and the pecking order went from acrobats to lion tamers, from clowns to carnies, all of these miles ahead of who we were.","Mỗi trường học đều có một nhóm xiếc thú và phân chia giai cấp từ người làm xiếc đến gã huấn luyện sư tử, từ anh hề cho đến những kẻ phụ việc, tất cả chúng đều khác hẳn chúng ta.","A performance artist often associated with a circus and typically characterised by bright, oversized clothing, a red nose, face paint, and a brightly colored wig and who performs slapstick."
shaky,adjective,run,"The confused faces and shaky hands of people who have dementia, the big numbers of people who get it, they frighten us.","Những khuôn mặt lúng túng và những đôi tay run rẩy của những người bị chứng bệnh này, con số những người bị như vậy, làm chúng ta khiếp sợ.",Shaking or trembling.
trust,verb,tin cậy,How did Abraham show that he trusted in God?,Làm thế nào Áp-ra-ham cho thấy ông tin cậy Đức Chúa Trời?,Confidence in or reliance on some person or quality.
enjoy,verb,thích thú,"Oh, how I enjoyed the Bible instruction we received during those months!",Sự hướng dẫn Kinh Thánh chúng tôi nhận được trong những tháng ấy thật thích thú biết bao!,To receive pleasure or satisfaction from something
tower,verb,bay lên,"1010 Eilmer of Malmesbury builds a wooden glider and, launching from a bell tower , glides 200 metres. c.","1010 Eilmer của Malmesbury chế tạo một chiếc diều lượn và cho nó bay lên từ tháp chuông, chiếc diều lượn đã bay được khoảng 200 mét.","A structure, usually taller than it is wide, often used as a lookout, usually unsupported by guy-wires."
twist,verb,xoắn,"Okay, so I want to show you just two more interfaces, because I think one of our big challenges is re- imagining our relationship to natural systems, not only through this model of twisted personalized health, but through the animals with whom we cohabit.","OK, tôi muốn cho các bạn thấy chỉ hai thứ nữa thôi, bởi vì tôi nghĩ rằng một trong những thách thức lớn của chúng ta là thiết lập lại hình ảnh mối quan hệ của chúng ta với môi trường tự nhiên, không chỉ qua mô hình xoắn kết sức khỏe cá nhân này, mà còn qua động vật những sinh vật mà chúng ta chung sống cùng.",A twisting force
choke,verb,nghẹt,“Anxieties of life” could choke our zeal and appreciation for theocratic activities.,“Sự lo-lắng đời nầy” có thể bóp nghẹt lòng sốt sắng cũng như sự quí trọng của chúng ta đối với các hoạt động thần quyền.,"(intransitive) To be unable to breathe because of obstruction of the windpipe, for instance food or other objects that go down the wrong way."
waste,adjective,Chất thải,"Toxic waste , I guess, is the key clue to that one.","Chất thải độc hại là vấn đề chính cho nó, tôi đoán vậy.",A waste land; an uninhabited desolate region; a wilderness.
abuse,verb,lạm dụng,The king abused his power.,Vị vua đã lạm dụng quyền hành.,"(transitive) To put to a wrong use; to misapply; to use improperly; to misuse; to use for a wrong purpose or end; to pervert; as, toabuseone's authority. [from early 15th c.]"
drool,verb,chảy nước dãi,That would be a lot more convincing if you weren't drooling .,Sẽ thuyết phục hơn nếu cậu không chảy nước dãi .,saliva trickling from the mouth
carry,verb,mang,"Fitted with Agave radar and capable of carrying Sea Eagle anti-ship missile, 12 built by HAL.","Trang bị radar Agave và có khả năng mang tên lửa chống tàu Sea Eagle, 12 chiếc được chế tạo.",(transitive) To lift (something) and take it to another place; to transport (something) by lifting.
worth,noun,giá trị,Have you ever pondered the worth of a human soul?,Các anh chị em có bao giờ suy ngẫm về giá trị của một con người không?,Having a value of; proper to be exchanged for.
scene,verb,cảnh tượng,"The scene was indescribable, with black smoke everywhere.",Khói đen tuôn ra mọi nơi và cảnh tượng này không thể miêu tả được.,To exhibit as a scene; to make a scene of; to display.
sheet,noun,tờ,I don't know why my name is on that sheet .,Cháu không biết tại sao tên của cháu có trên tờ giấy đó.,A thin bed cloth used as a covering for a mattress or as a layer over the sleeper.
crush,verb,nghiền,I could just buy one of those RUD40s and crush it up in her soup.,Hay là tớ mua vỉ RUD40s rồi nghiền vào súp của nó.,A violent collision or compression; a crash; destruction; ruin.
relax,verb,giải trí,What snares lie in the desire to unwind and relax ?,"Những cạm bẫy nào được gài trong ước muốn nghỉ ngơi, giải trí của người ta?",(transitive) To make something loose.
drain,verb,uống cạn,The time will come when she will have drained the symbolic cup of divine retribution.,Sẽ đến lúc nó uống cạn chén thạnh nộ tượng trưng của Đức Chúa Trời.,Something consuming resources and providing nothing in return.
quake,verb,rung,The 8.8 magnitude quake struck the South American country Saturday in the early morning hours .,Trận động đất 8.8 độ rích-te đã làm rung chuyển đất nước Nam Mỹ này vào sáng hôm thứ bảy .,A trembling or shaking.
sharp,adjective,sắc,One end of the stick contained a sharp metal spike.,Một đầu có gắn mũi nhọn sắc bén bằng kim loại.,Able to cut easily.
guide,verb,dẫn,"I also found myself thinking, “This is a great guide for parents.",Tôi cũng thấy mình suy nghĩ rằng: “Đây là một sự hướng dẫn quan trọng cho cha mẹ.,to serve as a guide for someone or something.
march,verb,đi,They were marching in an apparently endless line .,Những thiên thần ấy đang đi những bước đều dường như là vô tận .,"A formal, rhythmic way of walking, used especially by soldiers, bands and in ceremonies."
rebus,verb,câu đố chữ,Linguists call this rebus writing.,Những nhà ngôn ngữ học gọi điều này là cách viết đánh đố ( nhìn hình đoán nghĩa ).,A kind of word puzzle which uses pictures to represent words or parts of words.
