word,part_of_speech,meaning,example,example_meaning,definition
baneful,adjective,độc,When a man wants to see a lady so badly... he backs up his invitation with bane .,Khi một người đàn ông thống thiết muốn gặp một phụ nữ... hắn đưa giấy mời kèm thuốc độc .,"Exceedingly harmful; causing harm, death, ruin."
repair,verb,sửa chữa,Your body repairs itself.,Cơ thể có khả năng tự sửa chữa .,The act of repairing something.
somnolence,noun,sự ngủ gà,Somnolence is often viewed as a symptom rather than a disorder by itself.,Buồn ngủ thường được xem như một triệu chứng chứ không phải là một rối loạn.,a state of drowsiness or sleepiness
impend,verb,treo,Wasp's impending mission was an important one – one upon which the fate of the island bastion of Malta hung.,"Nhiệm vụ sắp tới của chiếc Wasp là một việc quan trọng, trong đó số phận của hòn đảo pháo đài Malta đang bị treo lơ lững.","(intransitive) to be about to happen or occur, especially of something which takes some time such as a process or procedure rather than just a short event. ""To impend"" often has the connotation of threat."
collinear,adjective,cộng tuyến,"Another interesting and useful property of the collinear Lagrangian points and their associated Lissajous orbits is that they serve as ""gateways"" to control the chaotic trajectories of the Interplanetary Transport Network.","Một lợi thế khác của các điểm đu đưa cộng tuyến và các quỹ đạo Lissajous kết hợp với các điểm này là chúng như những ""cửa ngõ"" kiểm soát các quỹ đạo hỗn loạn của Mạng lưới Giao thông Liên hành tinh.",lying on the same straight line
conic section,noun,đường cô-nic,"If the points at infinity are (1,i,0) and (1,-i,0), the conic section is a circle (see circular points at infinity).","Nếu những điểm vô cực là (1,i,0) và (1,-i,0), đường cô - nic là đường tròn.","(geometry) Any of the four distinct shapes that are the intersections of a cone with a plane, namely the circle, ellipse, parabola and hyperbola."
constant of proportionality,noun,hằng số tỷ lệ,The constant of proportionality is negative in this case.,Hằng số a là âm trong trường hợp này.,"the constant value of the ratio of two proportional quantities x and y; usually written y = kx, where k is the factor of proportionality"
coplanar,adjective,đồng diện,"The peptide bond has two resonance forms that contribute some double-bond character and inhibit rotation around its axis, so that the alpha carbons are roughly coplanar .","Liên kết peptide có hai dạng cộng hưởng (resonance, hay cấu trúc mesome) đóng góp bởi đặc trưng liên kết đôi và sự ngăn cấm quay xung quanh trục của nó, do vậy cacbon alpha là những nguyên tử đồng phẳng .","(geometry, of at least two things, usually lines) Within the same plane."
cosine,noun,cosin,"While other members of the family sleep, she forces herself through a marathon of memorizing equations, cosines , and square roots.","Trong khi mọi người đang ngủ, cô cố nhồi vào óc nào là phương trình, nào là cosin , nào là bình phương.","(trigonometry) In a right triangle, the ratio of the length of the side adjacent to an acute angle to the length of the hypotenuse. Symbol: cos"
cross-section,noun,bộ phận tiêu biểu,"To conclude, this is just one cross - section","Tóm lại, đó chỉ là 1 bộ phận tiêu biểu",Alternative spelling of [i]cross section[/i]
endpoint,noun,,She's identified the remote-access trojan and the infected endpoint ...,Cô ấy đã nhận diện một trojan điều khiển từ xa và điểm bị xâm nhập.,Either of the two points at the end of a line
euclidean geometry,noun,hình học Euclide,These geometries became collectively known as non- Euclidean geometries .,Các môn hình học được biết đến với tên gọi chung là hình học phi Euclid .,"(geometry) The familiar geometry of the real world, based on the postulate that through any two points there is exactly one straight line."
input,verb,Đầu vào,The input and the output was by teletype tape at first.,Đầu vào và đầu ra ban đầu theo kiểu băng điện tín.,The act or process of putting in; infusion.
isosceles triangle,noun,tam giác cân,"No, he said it was two isosceles triangles forming a rhombus.","Không, ông ấy đã nói rằng hai tam giác cân tạo thành một hình thoi.",(geometry) A triangle having two sides equal.
midpoint,noun,trung điểm,"The centre of the Sun lies on this straight line segment, but not at its midpoint .","Mặt Trời nằm trên đoạn thẳng này, nhưng không nằm ở trung điểm của nó.",A point equidistant between two extremes.
obtuse angle,noun,góc tù,"You start by teaching angles -- an acute angle , a right angle , an obtuse angle , a straight angle.","Bạn bắt đầu bằng việc dạy các góc -- góc nhọn, góc vuông, góc tù , góc bẹt.",An angle that is greater than 90 degrees and less than 180 degrees.
output,verb,hiệu năng,""" You can get a massive performance upgrade in terms of IOPS, "" or input- output operations per second .",Bạn có thể nhận được một sự nâng cấp về hiệu năng qui mô lớn trong phạm vi IOPS hay input-output operations per second .,"(economics) production; quantity produced, created, or completed."
proportionality,noun,tính cân xứng,"Think about it this way, proportionately .","Hãy nghĩ vấn đề theo cách này, một cách tỉ lệ tương ứng .",(uncountable) the property of being proportional
radian,noun,radian,An angle of 2 pi radians going all the way around subtends an arc of 2 pi radiuses.,Một góc bằng 2 pi radian sẽ che tất cả các con đường xung quanh một vòng cung có bán kính 2 pi.,"(geometry) In the International System of Units, the derived unit of plane angular measure of angle equal to the angle subtended at the centre of a circle by an arc of its circumference equal in length to the radius of the circle. Symbol: rad"
regular polygon,noun,Đa giác đều,"In mathematics, he is known for the Carlyle circle, a method used in quadratic equations and for developing ruler-and-compass constructions of regular polygons .","Trong toán học, Ông được biết đến với khái niệm “vòng tròn Carlyle” (“Carlyle circle”), một phương pháp được dùng trong phương trình bậc hai và cho việc phát triển các công trình đo lường cho các đa giác thông thường .",(mathematics) A polygon which is both equiangular and equilateral (i.e. having all sides the same length and all interior angles the same).
right triangle,noun,Tam giác vuông,So this is a right triangle .,"Vì vậy, đây là một hình tam giác bên phải.",(geometry) A triangle having a right angle as one of its interior angles.
scale factor,noun,hệ số tỉ lệ,"Scale image to screen size, if smaller, up to factor","Ảnh nhỏ hơn thì phóng to nó thành kích cỡ màn hình, đến hệ số",a number used as a multiplier in scaling
sine,noun,sin,Right here I'm adding a sine wave with four peaks and turning it on.,Tôi đang thêm một sóng hình sin khác với bốn đỉnh và bật nó lên.,"(trigonometry, mathematics) In a right triangle, the ratio of the length of the side opposite an angle to the length of the hypotenuse."
superposition,noun,sự chồng,What you're seeing here right now is a superposition of an electron,Chúng ta đang thấy đây là một sự chồng lấn của một electron,The placing of one thing on top of another
transformation,noun,sự thay đổi,Those who accept and apply these teachings undergo a significant transformation .,Những ai chấp nhận và áp dụng các dạy dỗ này sẽ có sự thay đổi lớn.,the act of transforming or the state of being transformed
trigonometric function,noun,Hàm lượng giác,Tick this button to use degree mode to measure angles. This is important for trigonometric functions only,Đánh dấu ô này để dùng độ trong việc đo góc. Tuỳ chọn này chỉ quan trọng đối với các hàm lượng giác,"(trigonometry) Any function of an angle expressed as the ratio of two of the sides of a right triangle that has that angle, or various other functions that subtract 1 from this value or subtract this value from 1 (such as the versed sine)"
