Lesson Name,Lesson Link,Collection ID
Fantastic Mr. Fox,/lists/6695929,135
Prologue–Chapter 3,/lists/2807924,136
Chapters 4–8,/lists/2807926,136
Chapters 9–16,/lists/2807928,136
Chapters 17–23,/lists/2807929,136
Chapters 24–29,/lists/2807931,136
Chapters 30–40,/lists/2807932,136
List 1,/lists/7584786,137
List 2,/lists/7584785,137
List 3,/lists/7584788,137
List 4,/lists/7584790,137
List 5,/lists/7584792,137
List 6,/lists/7584794,137
List 7,/lists/7584798,137
List 8,/lists/7584799,137
List 9,/lists/7584801,137
List 10,/lists/7584803,137
Chapters 1–4,/lists/2669506,138
Chapters 5–7,/lists/2669513,138
Chapters 8–13,/lists/2669518,138
Chapters 14–17,/lists/2669524,138
Chapters 18–24,/lists/2669529,138
Chapters 25–34,/lists/2669534,138
List 1,/lists/7913412,139
List 2,/lists/7913413,139
List 3,/lists/7913414,139
List 4,/lists/7913415,139
Chapters 1–5,/lists/713691,140
Chapters 6–15,/lists/713730,140
Chapters 16–31,/lists/713740,140
Chapters 32–46,/lists/713761,140
Chapter 47–Epilogue,/lists/713781,140
Fifty Stinkin’ Years–Goin’ Up Yonder,/lists/2423067,141
"Pray Myself Invisible–Baby Steps, Girlfriend",/lists/2423074,141
Rise of the Undead–Junito Shatters the Earth,/lists/2423081,141
"A Long Way from Our World–Much, Much Too Late",/lists/2423087,141
Me and My Stupid Miss America Dreams–I Remember,/lists/2423094,141
Part I,/lists/2339887,142
Part II,/lists/2339892,142
Part III,/lists/2339893,142
Chapters 1–4,/lists/8250395,143
Chapters 5–8,/lists/8250417,143
Chapters 9–13,/lists/8250450,143
Chapters 14–17,/lists/8250480,143
Chapters 18–20,/lists/8250506,143
Preface–Chapter 6,/lists/657386,144
Chapters 7–12,/lists/660710,144
Chapters 13–19,/lists/657847,144
Chapter 20–Epilogue,/lists/657481,144
Grammar,/lists/8513970,145
Drafting,/lists/8513972,145
Text Structure,/lists/8514006,145
Theme and Purpose,/lists/8514007,145
Plot Development,/lists/8514010,145
