Lesson Name,Lesson Link,Collection ID
November Words,/lists/7483609,1408
"This Week in Words: Current Events Vocab for October 29–November 4, 2022",/lists/8661760,1408
"This Week in Words: Current Events Vocab for November 5–November 11, 2022",/lists/8674494,1408
"This Week in Words: Current Events Vocab for November 12–November 18, 2022",/lists/8686594,1408
"This Week in Words: Current Events Vocab for November 26–December 2, 2022",/lists/8706775,1408
Introduction–Chapter 3,/lists/8230380,1409
Chapters 4–8,/lists/8230383,1409
Chapters 9–13,/lists/8230385,1409
Chapters 14–19,/lists/8230387,1409
Chapters 20–25,/lists/8230388,1409
After Tupac and D Foster,/lists/7834430,1410
"Words That Could Go Either Way: Synonyms for ""Maybe""",/lists/6558015,1411
"Fake It 'Til You Make It: Synonyms for ""False""",/lists/6597442,1411
"The Real Deal: Synonyms for ""True""",/lists/6597434,1411
A Web of Lies,/lists/1736128,1411
All About That Baseless: Bad-Faith Accusations,/lists/6597449,1411
Chapters 1–6,/lists/1000552,1412
Chapters 7–12,/lists/1000555,1412
Chapters 13–18,/lists/1000564,1412
Chapters 19–24,/lists/1000568,1412
Chapter 25–Epilogue,/lists/1000577,1412
Chapter 1,/lists/244923,1413
Chapter 2,/lists/244932,1413
Chapters 3–4,/lists/244936,1413
Chapters 5–6,/lists/244944,1413
Chapters 7–10,/lists/244957,1413
Chapters 1–3,/lists/8435058,1414
Chapters 4–7,/lists/8435064,1414
Chapters 8–11,/lists/8435075,1414
Chapters 12–16,/lists/8435077,1414
"Cosm, Cosmo (""Universe"")",/lists/724731,1415
"Terr, Terra (""Earth"")",/lists/724733,1415
"Geo (""Earth"")",/lists/724736,1415
"Hydr, Hydro (""Water"")",/lists/724737,1415
"Aqua (""Water"")",/lists/724739,1415
"Ign, Igni (""Fire"")",/lists/724741,1415
"Pyr, Pyro (""Fire"")",/lists/724743,1415
"Aer, Aero (""Air"")",/lists/724747,1415
"Aether (""Sky"")",/lists/724751,1415
"Aster, Astro (""Star"")",/lists/724753,1415
"Sol (""Sun"")",/lists/724755,1415
Introduction,/lists/2388130,1416
Chapters 1–4,/lists/2388131,1416
Chapter 5,/lists/2388132,1416
Chapter 6,/lists/2388133,1416
Chapters 7–8,/lists/2388134,1416
List 1,/lists/9452030,1417
List 2,/lists/9452032,1417
List 3,/lists/9452033,1417
List 4,/lists/9452034,1417
Part One,/lists/2759939,1418
Part Two,/lists/2759941,1418
Part Three,/lists/2759942,1418
Parts Four–Six,/lists/2759944,1418
Chapters 1–10,/lists/7978426,1419
Chapters 11–20,/lists/7978428,1419
Chapters 21–30,/lists/7978429,1419
Chapters 1–3,/lists/8948657,1420
Chapters 4–8,/lists/8948659,1420
Chapters 9–13,/lists/8948660,1420
Absent,/lists/6917078,1421
Angry,/lists/6620366,1421
Bad,/lists/6623319,1421
Beautiful,/lists/6649334,1421
Big,/lists/6594821,1421
Boring,/lists/6862719,1421
Calm,/lists/6664496,1421
Clear,/lists/7681227,1421
Clumsy,/lists/6624589,1421
Cold,/lists/6597744,1421
Downward,/lists/6623565,1421
Emotional,/lists/7038787,1421
Empty,/lists/6813373,1421
Expert,/lists/6624584,1421
False,/lists/6597442,1421
Far,/lists/6867283,1421
Fast,/lists/6597725,1421
Few,/lists/6624543,1421
Full,/lists/7584004,1421
Generous,/lists/6653710,1421
Good,/lists/6623294,1421
Greedy,/lists/6794593,1421
Gross,/lists/6649336,1421
Happy,/lists/6620371,1421
Hot,/lists/6597743,1421
Immature,/lists/6579542,1421
Important,/lists/6649342,1421
Interesting,/lists/6855480,1421
Lazy,/lists/7681380,1421
Loud,/lists/6664483,1421
Many,/lists/6624554,1421
Maybe,/lists/6558015,1421
Meaningless,/lists/6649346,1421
Near,/lists/6867266,1421
Nice,/lists/8958605,1421
Old,/lists/6623605,1421
Pain,/lists/6928092,1421
Pleasure,/lists/6928090,1421
Poor,/lists/6653727,1421
Present,/lists/6917089,1421
Quiet,/lists/6664475,1421
Rich,/lists/6653720,1421
Sad,/lists/6620380,1421
Scared,/lists/7681261,1421
Skilled,/lists/6624598,1421
Slow,/lists/6597732,1421
Small,/lists/6594808,1421
Smart,/lists/6624606,1421
Stress,/lists/6664508,1421
Strong,/lists/6624563,1421
Stubborn,/lists/6653696,1421
Thin,/lists/453339,1421
True,/lists/6597434,1421
Unclear,/lists/7681233,1421
Up,/lists/6623522,1421
Weak,/lists/6624571,1421
Wordy,/lists/6664471,1421
Amazing,/lists/9414175,1421
Anger,/lists/9414190,1421
Awful,/lists/9414192,1421
Brave,/lists/9414199,1421
Break,/lists/9414274,1421
Bright,/lists/9414404,1421
Cry,/lists/9414411,1421
Cut,/lists/9414416,1421
Dangerous,/lists/9414421,1421
Dark,/lists/9414422,1421
Definite,/lists/9414434,1421
Delicious,/lists/9414437,1421
Describe,/lists/9414440,1421
Eager,/lists/9414445,1421
Wrong,/lists/9415801,1421
Right,/lists/9417147,1421
Ask,/lists/9417203,1421
Fall,/lists/9419918,1421
Fair,/lists/9419954,1421
Stop,/lists/9424083,1421
Take,/lists/9424130,1421
Begin,/lists/9417247,1421
Destroy,/lists/9419932,1421
End,/lists/9419947,1421
Explain,/lists/9419949,1421
Famous,/lists/9419959,1421
Fear,/lists/9419965,1421
Fly,/lists/9420925,1421
Funny,/lists/9420965,1421
List 1,/lists/6065003,1422
List 2,/lists/6065005,1422
List 3,/lists/6065006,1422
List 4,/lists/6065007,1422
List 1,/lists/6075954,1423
List 2,/lists/6075953,1423
Chapters 1–10,/lists/6069177,1424
Chapters 11–16,/lists/6069182,1424
Chapters 17–23,/lists/6069188,1424
Chapters 24–30,/lists/6069194,1424
List 1: Sunday–Tuesday,/lists/2081082,1425
List 2: Wednesday–Friday,/lists/2081085,1425
List 3: Saturday–Still Sunday,/lists/2087383,1425
List 4: Monday–Monday Isn't Over,/lists/2081151,1425
List 5: Tuesday,/lists/2081156,1425
List 1,/lists/6283518,1426
List 2,/lists/6283522,1426
List 3,/lists/6283523,1426
List 4,/lists/6283466,1426
Chapters 1–3,/lists/2877636,1427
Chapters 4–7,/lists/2877637,1427
Chapters 8–11,/lists/2877639,1427
Prologue–Chapter 2,/lists/7815926,1428
Chapters 3–10,/lists/7815971,1428
Chapters 11–18,/lists/7815985,1428
Chapters 19–27,/lists/7816002,1428
Chapter 28–Epilogue,/lists/7816012,1428
Chapters 1–2,/lists/7866930,1429
Chapters 3–4,/lists/7866934,1429
Chapters 5–8,/lists/7866940,1429
Chapters 9–14,/lists/7867749,1429
Chapters 15–20,/lists/7867754,1429
Rass Island–Chapter 2,/lists/6029616,1430
Chapters 3–5,/lists/6029628,1430
Chapters 6–9,/lists/6029640,1430
Chapters 10–13,/lists/6029649,1430
Chapters 14–20,/lists/6029658,1430
July Words,/lists/7885066,1431
"This Week in Words: Current Events Vocabulary for July 1–July 7, 2023",/lists/9010685,1431
"This Week in Words: Current Events Vocabulary for July 8–July 14, 2023",/lists/9016865,1431
"This Week in Words: Current Events Vocabulary for July 15–July 21, 2023",/lists/9023491,1431
"This Week in Words: Current Events Vocabulary for July 22–July 28, 2023",/lists/9029922,1431
Book I,/lists/7995366,1432
Book II,/lists/7995369,1432
Book III,/lists/7995372,1432
Book IV–Epilogue,/lists/7995374,1432
Chapters 1–12,/lists/9247497,1433
Chapters 13–27,/lists/9247498,1433
Chapters 28–39,/lists/9247499,1433
Chapters 40–57,/lists/9247500,1433
October Words,/lists/8015445,1434
