Lesson Name,Lesson Link,Collection ID
List 1,/lists/7597382,1609
List 2,/lists/7597383,1609
List 3,/lists/7597384,1609
List 4,/lists/7597385,1609
List 5,/lists/7597386,1609
List 6,/lists/7597387,1609
List 7,/lists/7597389,1609
List 8,/lists/7597390,1609
List 9,/lists/7597392,1609
List 10,/lists/7597393,1609
Introduction,/lists/8370840,1610
Part One,/lists/8370846,1610
Part Two,/lists/8370849,1610
Part Three,/lists/8370854,1610
Coda,/lists/8370759,1610
Chapters 1–3,/lists/6876258,1611
Chapters 4–8,/lists/6876302,1611
Chapters 9–13,/lists/6876316,1611
Chapters 14–17,/lists/6876331,1611
Chapters 18–24,/lists/6876339,1611
Parts Zero–Two,/lists/687131,1612
Parts Three–Four,/lists/687122,1612
Parts Five–Six,/lists/687134,1612
Parts Seven–Nine,/lists/687139,1612
Parts Ten–Thirteen,/lists/687146,1612
Rounds 1–3,/lists/7476668,1613
Rounds 4–6,/lists/7476673,1613
Round 7–Final Round,/lists/7476676,1613
Part One: Chapters 1–4,/lists/397220,1614
Part One: Chapters 5–8,/lists/397239,1614
Part Two: Chapters 1–5,/lists/397249,1614
Part Two: Chapters 6–10,/lists/397267,1614
Part Three,/lists/397288,1614
Appendix–Afterword,/lists/397310,1614
Chapters 1–25,/lists/8269103,1615
Chapters 26–39,/lists/8269120,1615
Chapters 40–70,/lists/8269133,1615
Chapters 1–4,/lists/7870010,1616
Chapters 5–9,/lists/7870011,1616
Chapters 10–15,/lists/7870012,1616
Chapters 16–21,/lists/7870013,1616
List 1,/lists/9439985,1617
List 2,/lists/9439986,1617
List 3,/lists/9439987,1617
Warm Up–Second Quarter,/lists/1023629,1618
Third Quarter–Overtime,/lists/1023641,1618
Chapters 1–6,/lists/7332185,1619
Chapters 7–11,/lists/7332192,1619
Chapters 12–19,/lists/7332196,1619
-able,/lists/6241893,1620
-acy,/lists/6369520,1620
-arian,/lists/6595814,1620
-escence,/lists/6613705,1620
-ette,/lists/6694909,1620
-ful,/lists/2714496,1620
-fy,/lists/651674,1620
-ism,/lists/6097207,1620
-less,/lists/2714459,1620
-ology,/lists/6097130,1620
-scope,/lists/6635576,1620
List 1,/lists/7784482,1621
List 2,/lists/7784503,1621
List 3,/lists/7784510,1621
Chapters 1–2,/lists/2335756,1622
Chapters 3–4,/lists/2335770,1622
Chapters 5–6,/lists/2335776,1622
Chapters 7–8,/lists/2335784,1622
Chapters 9–10,/lists/2335798,1622
Chapters 1–6,/lists/8375562,1623
Chapters 7–8,/lists/8377165,1623
Chapters 9–14,/lists/8377176,1623
Chapters 15–23,/lists/8376273,1623
Chapter 24–Epilogue,/lists/8376280,1623
Chapters 1–2,/lists/3021580,1624
Chapters 3–6,/lists/3021587,1624
Chapters 7–11,/lists/3021588,1624
Chapters 12–21,/lists/3021591,1624
Chapters 1–4,/lists/2638946,1625
Chapters 5–11,/lists/2638954,1625
Chapters 12–21,/lists/2638958,1625
Chapters 22–38,/lists/2638962,1625
Chapters 1–5,/lists/736007,1626
Chapters 6–10,/lists/736016,1626
Chapters 11–18,/lists/736029,1626
Chapters 19–27,/lists/736042,1626
Chapters 28–37,/lists/736053,1626
Prologue–Chapter 8,/lists/6049158,1627
