Lesson Name,Lesson Link,Collection ID
Chapters 1–2,/lists/7857266,604
Chapters 3–5,/lists/7857298,604
Chapters 6–9,/lists/7857307,604
Chapters 10–14,/lists/7857311,604
Chapters 15–20,/lists/7857316,604
List 1,/lists/6795800,605
List 2,/lists/6795801,605
Peoples–My Territory,/lists/897018,606
Swishing in the Night–Meatballs,/lists/897048,606
The Nature of Zola–What the Angel Knows,/lists/897078,606
List 1,/lists/2594232,607
List 2,/lists/2594238,607
List 3,/lists/2594244,607
List 4,/lists/2594251,607
List 5,/lists/2594255,607
Chapters 1–2,/lists/2749049,608
Chapters 3–6,/lists/2749055,608
Chapters 7–10,/lists/2749087,608
Chapters 11–15,/lists/2749097,608
Chapters 16–21,/lists/2749107,608
Chapters 1–3,/lists/2442050,609
Chapters 4–8,/lists/2442051,609
Chapters 9–14,/lists/2442054,609
Chapters 15–16,/lists/2442702,609
Chapters 17–18,/lists/2442732,609
"""A Storm Center for Bullets""–""Fannie Finds Her Voice""",/lists/8411157,610
"""Angel of Mercy""",/lists/8411159,610
"""Labor War""",/lists/8412423,610
"""Fannie's Dream Lives On""",/lists/8411161,610
"""Author's Note""–""Time Line""",/lists/8411162,610
Chapters 1–5,/lists/8453733,611
Chapters 6–15,/lists/8453734,611
Chapters 16–23,/lists/8453735,611
Phase the First,/lists/1485012,612
Phase the Second,/lists/1485029,612
Phase the Third,/lists/1485053,612
Phase the Fourth,/lists/1485070,612
Phase the Fifth,/lists/1485087,612
Phase the Sixth,/lists/1485104,612
Phase the Seventh,/lists/1485126,612
Chapters 1–2,/lists/8008542,613
Chapters 3–5,/lists/8008577,613
Chapters 6–11,/lists/8008594,613
Chapters 12–16,/lists/8008692,613
Chapters 17–24,/lists/8008710,613
Chapters 1–4,/lists/6003900,614
Chapters 5–7,/lists/6003910,614
Chapters 8–12,/lists/6003915,614
Chapters 13–17,/lists/6003923,614
Chapters 18–22,/lists/6003929,614
Part I: Preface–Chapter 4,/lists/6009057,615
Part I: Chapters 5–8,/lists/6009059,615
Part II,/lists/6009061,615
Part III,/lists/6009063,615
Part One,/lists/1005279,616
Part Two,/lists/1005305,616
Part Three,/lists/1005328,616
Part Four,/lists/1005336,616
Part Five,/lists/1005356,616
April 5–Phase 1,/lists/9304023,617
Phase 2,/lists/9304024,617
Phase 3,/lists/9304027,617
Phase 4–Epilogue,/lists/9304028,617
List 1,/lists/6550830,618
List 2,/lists/6550833,618
List 3,/lists/6550834,618
List 4,/lists/6550835,618
Chapters 1–16,/lists/8353478,619
Chapters 17–28,/lists/8353482,619
Chapters 29–41,/lists/8353484,619
Chapters 42–56,/lists/8353486,619
Chapters 1–5,/lists/6712763,620
Chapters 6–11,/lists/6712787,620
Chapters 12–19,/lists/6712798,620
Chapters 20–31,/lists/6712821,620
"Shear Genius: Vocab for National Hair Day, October 1",/lists/7213614,621
"Vocabulary for National Body Language Day, October 6",/lists/6192608,621
"Tyrannosaurus Lex(icon): Vocab for National Fossil Day, October 11",/lists/2595287,621
"Vocabulary for National Dictionary Day, October 16",/lists/6228649,621
"Baseball Vocabulary for the World Series, October 25",/lists/1627121,621
"Wicked Words of Grave Importance for Halloween, October 31",/lists/1966993,621
Chapters 1–6,/lists/597969,622
Chapters 7–12,/lists/597982,622
Chapters 13–18,/lists/597997,622
Chapters 1–10,/lists/6106845,623
Chapters 11–20,/lists/6106863,623
Chapters 21–27,/lists/6106864,623
Chapters 28–40,/lists/6106869,623
Chapters 1–5,/lists/7855152,624
