Lesson Name,Lesson Link,Collection ID
"This Week In Words: December 7-13, 2019",/lists/6410769,470
"This Week In Culture: December 7–13, 2019",/lists/6410703,470
"This Week In Words: December 14–20, 2019",/lists/6429376,470
"This Week In Culture: December 14–20, 2019",/lists/6429391,470
"This Week In Words: December 21–27, 2019",/lists/6436629,470
"This Week In Culture: December 21–27, 2019",/lists/6436633,470
"This Week In Words: December 28, 2019–January 3, 2020",/lists/6444061,470
"This Week In Culture: December 28, 2019–January 3, 2020",/lists/6444093,470
Chapters 1-4,/lists/2300582,471
Chapters 5-9,/lists/2300616,471
Chapters 10-14,/lists/2300637,471
Chapters 15-23,/lists/2300648,471
Chapters 24-34,/lists/2300669,471
Chapters 1–6,/lists/8354818,472
Chapters 7–12,/lists/8354825,472
Chapters 13–18,/lists/8354846,472
Chapters 19–27,/lists/8354875,472
Chapters 28–40,/lists/8354882,472
Chapters 1–3,/lists/5283417,473
Chapters 4–6,/lists/5283568,473
Chapters 7–16,/lists/5284330,473
Chapters 17–22,/lists/5284732,473
Chapters 23–28,/lists/5285242,473
Chapters 29–36,/lists/5285431,473
Foreword–Chapter 2,/lists/1113926,474
Chapters 3–5,/lists/1113927,474
Chapters 6–8,/lists/1113934,474
Chapters 9–12,/lists/1113937,474
Einstein–Newton,/lists/1113941,474
Book I,/lists/244458,475
Book II,/lists/244476,475
Book III,/lists/244479,475
Book IV,/lists/244482,475
Book V,/lists/244486,475
Chapters 1–15,/lists/471107,476
Chapters 16–30,/lists/471108,476
Chapters 31–45,/lists/471112,476
Chapters 46–61,/lists/471120,476
Old Possum's Book of Practical Cats,/lists/6068894,477
Prologue–Chapter 4,/lists/1031189,478
Chapters 5–6,/lists/1031197,478
Chapters 7–9,/lists/1031838,478
Chapters 10–11,/lists/1031875,478
Chapters 1–7,/lists/299169,479
Chapters 8–16,/lists/299170,479
Chapters 17–24,/lists/299179,479
Chapters 25–35,/lists/299183,479
Chapters 36–43,/lists/299192,479
Chapters 44–50,/lists/299199,479
List 1,/lists/2486438,480
List 2,/lists/2486440,480
List 3,/lists/2486441,480
List 4,/lists/2486444,480
List 5,/lists/2486445,480
List 1,/lists/6405469,481
List 2,/lists/6405470,481
List 3,/lists/6405473,481
List 4,/lists/6405474,481
List 5,/lists/6405475,481
List 1,/lists/8992288,482
List 2,/lists/8992289,482
List 3,/lists/8992291,482
Foreword & Introduction,/lists/2270528,483
Acromantula–Erumpent,/lists/2233920,483
Fairy–Mackled Malaclaw,/lists/2233979,483
Manticore–Yeti,/lists/2233995,483
"Narrative Writing, List 1",/lists/8524015,484
"Narrative Writing, List 2",/lists/8524016,484
"Narrative Writing, List 3",/lists/8524017,484
"Narrative Writing, List 4",/lists/8524018,484
Chapters 1–5,/lists/7350031,485
Chapters 6–7,/lists/7350069,485
Chapters 8–14,/lists/7350095,485
Chapters 15–19,/lists/7350119,485
Chapters 20–26,/lists/7350136,485
May Vocabulary Words,/lists/7784130,486
"This Week in Words: Current Events Vocab for April 30–May 6, 2022",/lists/8435118,486
"This Week in Words: Current Events Vocab for May 7–May 13, 2022",/lists/8444117,486
"This Week in Words: Current Events Vocab for May 14–May 20, 2022",/lists/8453765,486
"This Week in Words: Current Events Vocab for May 21–May 27, 2022",/lists/8462023,486
"This Week in Words: Current Events Vocab for May 28–June 3, 2022",/lists/8468792,486
Chapters 1–9,/lists/7842419,487
Chapters 10–19,/lists/7842433,487
Chapters 20–28,/lists/7842439,487
Chapters 29–48,/lists/7842458,487
Chapters 49–70,/lists/7842467,487
Prologue–Chapter 6,/lists/8547685,488
Chapters 7–11,/lists/8547691,488
Chapters 12–22,/lists/8547693,488
Chapter 23–November,/lists/8547694,488
List 1,/lists/9074886,489
List 2,/lists/9074891,489
List 3,/lists/9074892,489
List 4,/lists/9074893,489
List 5,/lists/9074895,489
List 6,/lists/9074896,489
List 7,/lists/9074899,489
List 8,/lists/9074900,489
List 9,/lists/9074901,489
List 10,/lists/9074903,489
Chapters 1–7,/lists/9161463,490
Chapters 8–15,/lists/9161451,490
Chapters 16–24,/lists/9161455,490
Chapters 25–36,/lists/9161457,490
Chapter 37–Epilogue,/lists/9161458,490
Chapters 1–5,/lists/8799317,491
Chapters 6–10,/lists/8799320,491
Chapters 11–17,/lists/8799321,491
Chapters 18–22,/lists/8799322,491
Chapter 23–Epilogue,/lists/8799325,491
Chapters 1–9,/lists/7432803,492
Chapters 10–19,/lists/7432809,492
Chapters 20–31,/lists/7432810,492
Chapters 1–3,/lists/9280245,493
Chapters 4–10,/lists/9280246,493
Chapters 11–17,/lists/9280247,493
Chapters 18–29,/lists/9280248,493
Chapter 30–Epilogue,/lists/9280249,493
Chapters 1–9,/lists/8586891,494
Chapters 10–17,/lists/8586892,494
Chapters 18–22,/lists/8586893,494
Chapters 23–29,/lists/8586894,494
Chapter 30–Epilogue/Prologue,/lists/8586895,494
Chapters 1–3,/lists/6359094,495
Chapters 4–7,/lists/6359107,495
Chapters 8–14,/lists/6359123,495
Chapters 15–20,/lists/6359135,495
Chapters 1–8,/lists/7512651,496
Chapters 9–12,/lists/7512656,496
Chapters 13–16,/lists/7513933,496
Chapters 17–21,/lists/7513948,496
Chapters 22–24,/lists/7513956,496
Chapters 1–6,/lists/6424029,497
Chapters 7–15,/lists/6424036,497
Chapters 16–28,/lists/6424037,497
Chapters 1–9,/lists/6003022,498
Chapters 10–15,/lists/6003025,498
Chapters 16–22,/lists/6003029,498
Chapters 23–33,/lists/6003032,498
Chapters 1–4,/lists/7114003,499
Chapters 5–10,/lists/7114011,499
Chapters 11–16,/lists/7114012,499
Chapters 17–21,/lists/7114014,499
Chapters 22–31,/lists/7114018,499
A Word of Explanation–Chapter 4,/lists/2424906,500
Chapters 5–12,/lists/2424907,500
Chapters 13–18,/lists/2424909,500
Chapters 19–24,/lists/2424911,500
Chapters 25–31,/lists/2424913,500
Chapters 32–43,/lists/2424914,500
The Julian Chapter,/lists/2516437,501
Pluto,/lists/2516438,501
Shingaling,/lists/2516439,501
Chapters 1–13,/lists/8516456,502
Chapters 14–24,/lists/8516461,502
Chapters 25–36,/lists/8516464,502
"Expressive Words for National Body Language Day, October 4",/lists/6192608,503
"Tyrannosaurus Lex(icon): Words For National Fossil Day, October 16",/lists/2595287,503
Lexicography Lingo for National Dictionary Day: October 16,/lists/6228649,503
The Word Series: The Innings and Outs of Baseball Terminology,/lists/1627121,503
The Grim Reader: Wicked Words of Grave Importance for Halloween,/lists/1966993,503
Book Words for Book Worms: October is National Book Month,/lists/1785207,503
"3-letter words, List 1",/lists/9244860,504
"3-letter words, List 2",/lists/9244915,504
"4-letter words, List 1",/lists/9244971,504
"4-letter words, List 2",/lists/9244999,504
"5-letter words, List 1",/lists/9245029,504
"5-letter words, List 2",/lists/9245038,504
Chapters 1–5,/lists/7465718,505
Chapters 6–11,/lists/7465723,505
Chapters 12–17,/lists/7465725,505
Chapters 18–24,/lists/7465727,505
List 1,/lists/8284985,506
List 2,/lists/8284995,506
List 3,/lists/8285013,506
List 4,/lists/8285051,506
List 5,/lists/8285064,506
Chapters 1–4,/lists/300669,507
Chapters 5–14,/lists/300675,507
Chapters 15–20,/lists/300684,507
Chapters 21–28,/lists/300689,507
Chapters 29–37,/lists/300696,507
Introduction–Part I,/lists/7763094,508
Part II,/lists/7763099,508
Part III,/lists/7763100,508
Part IV–The Future of Spaceflight,/lists/7763095,508
Chapters 1-2,/lists/217101,509
Chapters 3-4,/lists/217103,509
Chapters 5-6,/lists/217121,509
Chapters 7-8,/lists/217126,509
Chapters 9-10,/lists/217130,509
"Arithmetic, List 1",/lists/8712943,510
"Arithmetic, List 2",/lists/8712944,510
"Arithmetic, List 3",/lists/8712945,510
"Algebra, List 1",/lists/8712953,510
"Algebra, List 2",/lists/8712954,510
"Algebra, List 3",/lists/8712956,510
"Geometry, List 1",/lists/8712946,510
"Geometry, List 2",/lists/8712948,510
"Geometry, List 3",/lists/8712951,510
"Data Analysis, List 1",/lists/8712958,510
"Data Analysis, List 2",/lists/8712959,510
"Data Analysis, List 3",/lists/8712960,510
Act 1,/lists/297544,511
Act 2,/lists/297549,511
Act 3,/lists/297554,511
December Vocabulary Words,/lists/7519943,512
"This Week in Words: Current Events Vocab for December 2–December 8, 2023",/lists/9250014,512
"This Week in Words: Current Events Vocab for December 9–December 15, 2023",/lists/9259827,512
"This Week in Words: Current Events Vocab for December 16–December 22, 2023",/lists/9267838,512
Chapters 1–5,/lists/566010,513
Chapters 6–13,/lists/566019,513
Chapters 14–19,/lists/566034,513
Chapters 20–27,/lists/566067,513
Porcupine Necktie–Chapter 7,/lists/615114,514
Chapters 8–15,/lists/622608,514
Chapters 16–25,/lists/616217,514
Chapter 26–More Than Stars,/lists/616238,514
List 1,/lists/8524010,515
List 2,/lists/8524011,515
List 1,/lists/7909882,516
List 2,/lists/7909890,516
List 3,/lists/7909902,516
List 4,/lists/7910469,516
List 5,/lists/7910480,516
List 6,/lists/7910491,516
Chapters 1–6,/lists/1743008,517
Chapters 7–12,/lists/1743020,517
Chapters 13–18,/lists/1743028,517
Chapters 19–24,/lists/1743034,517
Chapters 25–31,/lists/1743037,517
The Declaration of Independence,/lists/406061,518
Declaration and Resolves of the First Continental Congress,/lists/1458804,518
Preamble to the U.S. Constitution (1787),/lists/153133,518
The Constitution of the United States,/lists/6183845,518
The Bill of Rights,/lists/134934,518
"The Federalist Papers, No. 1 by Alexander Hamilton",/lists/6214032,518
"The Federalist Papers, No. 10 by James Madison",/lists/163586,518
