word,part_of_speech,meaning,example,example_meaning,definition
property,noun,tài sản,My office is going to be processing any and all reasonable claims of property loss.,Bên tôi sẽ giải quyết tất cả mọi khiếu nại về tổn thất tài sản hợp lý.,Something that is owned.
quart,noun,bình một lít Anh,The human body Holds 5 quarts of blood.,Cơ thể con người chứa 5 lít máu.,A unit of liquid capacity equal to two pints; one-fourth (quarter) of a gallon. Equivalent to 1.136 liters in the UK and 0.946 liter (liquid quart) or 1.101 liters (dry quart) in the U.S.
quarter,verb,phanh thây,"If I cut your throat today, I will be drawn and quartered tomorrow.","Nếu ta cắt cổ họng của ngài hôm nay, ta sẽ bị ngũ mã phanh thây vào hôm sau.",Pertaining to an aspect of a quarter.
remainder,noun,số dư,"In computing, the modulo operation finds the remainder after division of one number by another (sometimes called modulus).","Trong điện toán, phép toán modulo là phép toán tìm số dư của phép chia 2 số (đôi khi được gọi là modulus).",A part or parts remaining after some has/have been removed.
simplify,verb,đơn giản hoá,KDE file type editor- simplified version for editing a single file type,Trình sửa dạng tập tin KDE-phiên bản đơn giản hoá để sửa một kiểu tập tin,"(transitive) To make simpler, either by reducing in complexity, reducing to component parts, or making easier to understand."
solution,noun,dung dịch,Calcium bisulfite is an acid salt and behaves like an acid in aqueous solution .,Canxi bisunfit là muối axit và hoạt động như một axit trong dung dịch nước.,"A homogeneous mixture, which may be liquid, gas or solid, formed by dissolving one or more substances."
surface,verb,bề ngoài,"Moreover, he looks beyond the surface and peers right into the heart.","Hơn nữa, Ngài không nhìn bề ngoài nhưng nhìn sâu vào trong lòng người.",The up-side of a flat object such as a table.
value,verb,đánh giá,I value your opinion as a scientist and a friend.,Tôi đánh giá quan điểm của anh như một nhà khoa học và người bạn.,The quality (positive or negative) that renders something desirable or valuable
dividend,noun,cổ tức,What if the company does n't pay a dividend or its dividend pattern is irregular ?,Nếu công ty không trả cổ tức hoặc cổ tức trả không đều đặn thì sao ?,(arithmetic) A number or expression that is to be divided by another.
metric,noun,mét,It's small even in metric .,Tính trong thang mét cũng là hơi bị nhỏ đấy.,"(mathematics) A measurement of the ""distance"" between two points in some metric space: it is a real-valued functiond(x,y) between pointsxandysatisfying the following properties: (1) ""positive definiteness"": d(x,y) \ge 0 and d(x,y) = 0 \mbox{ iff } x=y , (2) ""symmetry"": d(x,y) = d(y,x) , and (3) ""triangle inequality"": d(x,y) \le d(x,z) + d(z,y) ."
multiple,adjective,nhiều,"Of course, a multiplicity of names is confusing.","Dĩ nhiên, quá nhiều tên sẽ gây ra xáo trộn.","(mathematics) A number that may be divided by another number with no remainder; thus 14, 21 and 70 aremultiplesof 7"
reciprocal,adjective,qua lại,states committed to reciprocally admit people onto their territory,đã nêu rõ cam kết tiếp nhận người dân qua lại trong lãnh thổ của họ,"Of a feeling, action or such: mutual, uniformly felt or done by each party towards the other or others; two-way."
sequential,adjective,liên tiếp,"produced by the sequential projection of still frames,",được tạo ra bởi sự chiếu ra liên tiếp những khung hình cố định,Succeeding or following in order.
tangent,adjective,đường tiếp tuyến,"It's like talking about the tangent of the visual angle, all right?","Nó giống như đang nói chuyện về đường tiếp tuyến của góc nhìn, phải không?",(geometry) A straight line touching a curve at a single point without crossing it there.
axis,noun,trục,"And on that axis I have life expectancy, the health of people.","Và trên trục kia tôi có tuổi thọ trung bình, sức khỏe của người dân.","Axis axis, a deer native to Asia."
coordinate,adjective,phối hợp,"Both his memory and his muscle coordination may be impaired, too.",Ngoài ra trí nhớ và sự phối hợp cơ bắp của người ấy cũng bị suy yếu đi.,Alternative spelling of coordinate.
exponent,noun,số mũ,"that not only will this make the student learn their exponents better,","rằng điều này không chỉ khiến học sinh học số mũ tốt hơn,","(mathematics) The power to which a number, symbol or expression is to be raised. As in the 3\, in x^3\,."
binomial,noun,Nhị thức,"Well, Newton discovered binomial theorem aged 22.",Newton khám phá ra định lý nhị thức vào năm 22 tuổi.,"Consisting of two terms, or parts."
coefficient,noun,hệ số,You might consider using a round with a superior ballistic coefficient .,Mày nên cân nhắc khi sử dụng băng đạn với hệ số đạn đạo cao cấp đi.,(mathematics) A constant by which an algebraic term is multiplied.
factorization,noun,[phép,And we think there are two factors that enable us to communicate.,Tôi nghĩ có 2 yếu tố cho phép ta giao tiếp.,(mathematics): The process of creating a list of factors.
identical,adjective,đúng,Forging meaning and building identity does not make what was wrong right.,Tôi luyện ý nghĩa và xây dựng danh tính không khiến cái sai lạc trở nên đúng đắn.,(not comparable) Bearing full likeness by having precisely the same set of characteristics; indistinguishable.
intersection,noun,ngã tư,"But if we took you to the intersection , you'd get your bearings, right?","Nhưng nếu chúng ta đi đến ngã tư đó, Cậu có thể định hướng ko?","The junction of two (or more) paths, streets, highways, or other thoroughfares."
parabola,noun,parabôn,"we announced our intent to do one zero-g parabola ,",tuyên bố ý định thực hiện 1 chuyến bay parabôn không trọng lực —,(geometry) The conic section formed by the intersection of a cone with a plane parallel to a tangent plane to the cone; the locus of points equidistant from a fixed point (the focus) and line (the directrix).
polynomial,adjective,Đa thức,Generates a polynomial interpolation for a set of data,Tạo ra sự nội suy đa thức cho một tập dữ liệu. Name,(algebra) Able to be described or limited by a polynomial.
absolute value,noun,trị số tuyệt đối,Absolute Value,giá trị tuyệt đối,"(mathematics) For a real number, its numerical value without regard to its sign; formally, -1 times the number if the number is negative, and the number unmodified if it is zero or positive."
inverse,adjective,ngược,So the horizontal images were all in inversion .,Vậy nên những hình ảnh cắt ngang là một sự đảo ngược .,Opposite in effect or nature or order
logarithm,noun,Lôgarít,It's called A logarithmic spiral.,Nó được gọi là xoắn ốc lôgarít .,"(mathematics) For a number x, the power to which a givenbasenumber must be raised in order to obtain x. Written \log_b x. For example, \log_{10} 1000 = 3 because 10^3 = 1000 and \log_2 16 = 4 because 2^4 = 16."
cube,noun,hình lập phương,It's a Necker cube .,Nó là một hình lập phương Necker.,(geometry) A regular polyhedron having six identical square faces.
geometry,noun,hình học,The study of geometry and physics was especially difficult .,Môn hình học và vật lý đặc biệt rất khó khăn .,(mathematics) (uncountable) The branch of mathematics dealing with spatial relationships.
line,verb,Đường thẳng,The vertical lines represent moments where you tried to agitate him with shocking questions.,Đường thẳng này là lúc mà cô cố gắng hỏi anh ta bằng những câu hỏi sốc.,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight."
