word,part_of_speech,meaning,example,example_meaning,definition
qualifying,noun,đủ điều kiện,"Third, select the most qualified applicants.","Thứ ba, chọn các ứng viên đủ điều kiện nhất.",Present participle of qualify.
architect,verb,người sáng tạo,"In fact, the architect of our national accounting system,","Thật sự, người sáng tạo ra hệ thống sổ sách kế toán quốc gia,","A person who plans, devises or contrives the achievement of a desired result."
bimonthly,adjective,hai tháng một lần,"In November 2013, Politico launched Politico Magazine (ISSN 2381-1595), which is published online and bimonthly in print.","Tháng 11 năm 2013, Politico phát hành tạp chí Politico Magazine (ISSN 2381-1595), xuất bản trực tuyến và bản in ấn hai tháng một lần .",Occurring once every two months; bimestrial
desirable,adjective,đáng khát khao,There are so many things you may consider desirable .,Có rất nhiều điều mà các em có thể thấy đáng khát khao .,"describing something worth having, that is useful to have, or that would be nice to have."
discourage,verb,làm nản lòng,""" I'm not strong, "" he said after a discouraging silence.",""" Tôi không mạnh mẽ, "" ông cho biết sau khi một sự im lặng làm nản lòng .",(transitive) To take away or reduce the courage of.
propeller,noun,cánh quạt,"At the La Grande-1 generating station in northern Quebec, 12 propeller turbines generate 1368 MW.","Tại Trạm thủy điện La Grande-1 ở phía bắc Quebec, 12 tua-bin cánh quạt tạo ra 1.368 MW .","A mechanical device, with shaped blades that turn on a shaft, to push against air or water, especially one used to propel an aircraft or boat."
scholar,noun,học giả,Scholar Giovanni Rostagno describes matters this way: “The difficulties may have been of diverse nature.,Học giả Giovanni Rostagno diễn tả vấn đề như thế này: “Có nhiều khó khăn khác nhau.,A student; one who studies at school or college.
appendix,noun,phụ lục,Appendix L serves as a quick reference index to this Manual.,Phụ lục L đóng vai trò là một chỉ số tham khảo nhanh cho Hướng dẫn này.,(obsolete in general sense) Something attached to something else; an attachment or accompaniment.
biannual,adjective,một năm hai lần,"In August 2007, the American Chemical Society held a symposium at its biannual national meeting to honor Hoffmann's 70th birthday.","Tháng 8 năm 2007, Hội Hóa học Hoa Kỳ đã tổ chức một hội nghị chuyên đề ở cuộc họp một năm hai lần của hội, để mừng sinh nhật thứ 70 của Hoffmann.","(proscribed) Occurring twice a year; half-yearly; semiannual, twice-yearly."
environment,noun,môi trường,These constitute a unique biological environment and are also of great geological interest.,"Chúng tạo thành một môi trường sinh học độc đáo, còn một lợi ích địa chất tuyệt vời.","The surroundings of, and influences on, a particular item of interest."
frequently,adverb,năng,The commune police have the least resources and training in handling suspects and interrogations and have frequently been implicated in beating suspects in custody.,"Công an xã là lực lượng được trang bị kỹ năng và nguồn lực ở mức thấp nhất đối với công tác xử lý can phạm và hỏi cung, và thường bị tố cáo là đánh đập can phạm trong khi giam giữ.",At frequent intervals.
interrogate,verb,thẩm vấn,Found an interrogation room set up with tea for two.,Tìm thấy một phòng thẩm vấn có trà dành cho hai người.,"(transitive) To question or quiz, especially in a thorough or aggressive manner."
sanitary,noun,vệ sinh,"I went to a local shop, I tried to buy her a sanitary pad packet.","Tôi đến một cửa hàng địa phương, cố gắng để mua cho cô một gói băng vệ sinh .","of, or relating to health"
sophomore,adjective noun,thứ hai,I made a series of wrong choices my sophomore year of high school.,Tôi đã chọn một loạt những điều sai lầm trong năm thứ hai học trung học.,"(US) The second in a series, especially, the second of an artist’s albums or the second of four years in a secondary or post-secondary school."
suburban,adjective,ngoại ô,We are about to burst through the corn pines of this suburban life.,Chúng ta tới từ ngoại ô có cuộc sống khác.,Relating to or characteristic of or situated on the outskirts of a city.
biographical,adjective,tiểu sử,"Which none of the others could do"", wrote biographer Nicholas Schaffner.","Không ai có thể làm như thế"", nhà viết tiểu sử Nicholas Schaffner nói.",Of or relating to an account of a person's life.
failure,noun,sự thất bại,His failure has nothing to do with me.,Sự thất bại của anh ấy không có liên quan gì tới tôi.,"State or condition of not meeting a desirable or intended objective, opposite of success."
advantageous,adjective,có lợi,These and other factors were to our advantage that night.,Các yếu tố khác nhau đã có lợi cho chúng tôi trong đêm đó.,"Being of advantage; conferring advantage; gainful; profitable; useful; beneficial; as, an advantageous position."
frostbitten,adjective,,"So he was completely lucid, but he was very severely frostbitten .",Beck hoàn toàn minh mẫn nhưng bị tê cóng nghiêm trọng.,Affected by frostbite.
parachute,verb,nhảy dù,But he is running the parachute school where part of your training will be.,Nhưng ổng đang quản lý trường nhảy dù nơi mà anh sẽ tới huấn luyện.,"(aviation) A device, generally constructed from fabric, that is designed to employ air resistance to control the fall of an object."
raspberry,noun,mâm xôi,"""""""I thought you liked my raspberry salad.""""""",“Mẹ tưởng con thích món salad mâm xôi của mẹ chứ.”,The plant Rubus idaeus.
serviceable,adjective,bền,We individually have the responsibility to help our spiritual brothers and sisters to endure in God’s service .,Mỗi cá nhân đều có trách nhiệm giúp đỡ anh chị em thiêng liêng bền lòng phụng sự Đức Chúa Trời.,Easy to service
gymnasium,noun,thể dục,I picked up the little present you left in the gymnasium .,Tôi đã lấy món quà nhỏ mà cậu đặt trong phòng thể dục .,a large room or building for indoor sports.
jewelry,noun,đồ nữ trang,I am sure the jewelry helped!,Tôi chắc chắn rằng đồ nữ trang đã giúp ích nhiều!,Alternative spelling of jewellery.
paralysis,noun,chứng liệt,He's dealing with the paralysis .,Anh ta cũng nghiên cứu chứng liệt .,"(pathology) The complete loss of voluntary control of part of person's body, such as one or more limbs."
phantom,adjective,bóng ma,Any ship equipped with the device becomes a phantom .,Bất kì tàu nào được trang bị nó sẽ thành một bóng ma .,"Something apparently seen, heard, or sensed, but having no physical reality; a ghost or apparition; something elusive or delusive."
preferably,adverb,thích hơn,I'd have preferred it if you'd stayed later last night.,Nhưng tôi sẽ thích hơn nếu tối qua cô ở lại trễ.,In preference; by choice; in a preferable manner.
questionnaire,verb,bản câu hỏi,"Well, perhaps you'd care to lend us your view on this questionnaire , sir.",Ông có thể nhìn hộ chúng tôi bản câu hỏi này...,A form containing a list of questions; a means of gathering information for a survey
unnecessary,adjective,không cần thiết,eliminating unnecessary expenses,cắt những khoản chi tiêu không cần thiết,Not needed or necessary.
noticeable,adjective,dễ nhận thấy,This was especially noticeable when I was in the hospital and many came to visit me.”,Điều này càng dễ nhận thấy khi tôi nằm viện và nhiều anh chị đã tới thăm tôi”.,Worthy of note; significant.
penicillin,noun,penicillin,"The discovery that had led to penicillin , for example, is one of the most fortunate accidents of all time.","Hãy lấy việc phát minh ra penicillin làm ví dụ, đó là một trong những sự cố đáng mừng nhất trong lịch sử.",(pharmacology) Any of a group of broad-spectrum antibiotics obtained fromPenicilliummolds or synthesized; they have a beta-lactam structure; most are active against gram-positive bacteria and used in the treatment of various infections and diseases.
cordon off,verb,,It's cordoned off .,Nơi đó đã bị phong tỏa rồi .,To protect from intrusion by enclosing in a rope barrier.
attain,verb,đạt tới,That is no way to attain contentment.,Đó không phải là cách đạt tới sự thỏa lòng.,(transitive) To accomplish; to achieve.
periodical,adjective,chu kỳ,Most women have some mild pain with their menstrual periods .,Hầu hết phụ nữ hơi bị đau do chu kỳ kinh nguyệt của mình .,"A publication issued regularly, but less frequently than daily"
rue,verb,hối hận,Make the Kaiser rue the day he dared to cross swords with us.,Hãy khiến vua Đức hối hận ngày chúng dám tấn công chúng ta.,"(archaic) Repentance, regret."
unintelligible,adjective,khó hiểu,"At Delphi, for example, the answers provided were uttered in unintelligible sounds.","Thí dụ, tại Delphi câu trả lời được thốt ra bằng những âm thanh khó hiểu .",not intelligible; unable to be understood
alienation,noun,bệnh tinh thần,That alienation and depression can lead to suicide.,Bệnh tinh thần trầm trọng có thể dẫn tới tự tử.,The act of alienating.
enduring,adjective,bền,Those who patiently endure to the end will be saved.,"Những ai kiên nhẫn, bền chí chịu đựng cho đến cuối cùng thì sẽ được cứu.",Present participle of endure.
