word,part_of_speech,meaning,example,example_meaning,definition
ene,noun,1,En -rogel Well,Giếng Ên -rô-ghên,east-northeast
roe,noun,trứng cá,(Robert J. Baran) – Rose rose to put rose roes on her rows of roses .,(Robert J. Baran) (Rose đứng dậy để bỏ trứng cá màu hồng vào hàng hoa hồng.),The eggs of fish.
eel,noun,cá chình,"There're ones with dogs and eels , too.",Có một em với mấy con chó và mấy con cá chình !,Any fish of the order Anguilliformes which are elongated and resemble snakes. There are freshwater and marine species.
ear,noun,tai,"And it doesn't have to be through the ears : this system uses an electrotactile grid on the forehead, so whatever's in front of the video feed, you're feeling it on your forehead.","Nhưng nó không nhất thiết phải qua tai : Hệ thống này sử dụng mạng lưới điện tiếp xúc trước trán, nên bất cứ thứ gì trước ống kính máy quay bạn sẽ cảm giác nó ở trán.",(countable) The fruiting body of a grain plant.
nee,adjective,không,They nee us.,Họ cần chúng ta.,Alternative spelling of nee.
end,verb,hoàn thành,A soldier goes on until the end of the mission.,Một người lính sẽ phải hoàn thành nhiệm vụ.,Extreme part.
ira,noun,ira,"Promise me, Ira !","Hứa với em đi, lra !",Belligerence aroused by a real or supposed wrong (personified as one of the deadly sins).
age,verb,thời kỳ,His voice sounds in harmony with those prophetic voices of all ages past.,Những điều ông nói phù hợp với những lời tiên tri của tất cả những thời kỳ trước.,"The whole duration of a being, whether animal, vegetable, or other kind; lifetime."
tie,verb,buộc,Do you know how to tie your shoes?,Bạn có biết buộc dây giày không?,"A necktie (item of clothing consisting of a strip of cloth tied around the neck). See also bow tie, black tie."
ant,verb,con kiến,What goals is this ant trying to achieve by climbing this blade of grass?,Vì cái gì mà con kiến này cứ mãi cố bò lên đỉnh phiến cỏ?,"Any of various insects in the family Formicidae in the order Hymenoptera, typically living in large colonies composed almost entirely of flightless females."
spa,noun,suối khoáng,"Hey, thanks for the spa day, sunshine.","Này, cám ơn đã cho đi spa hôm nay, trai đẹp ạ.",A health resort near a mineral spring or hot spring.
see,verb,xem,You should see this film if you get the opportunity.,Bạn nên xem phim này nếu có cơ hội.,To perceive with the eyes.
eve,verb,chiều tối,"Hence, no trials could be held on the eve of a Sabbath or a festival.","Do đó, không thể có phiên xử vào chiều tối trước ngày Sa-bát hoặc ngày lễ.","The day or night before, usually used for holidays, such as Christmas Eve."
