word,part_of_speech,meaning,example,example_meaning,definition
hypothetical,adjective,giả định,My hypothetical son?,Đứa con giả định của tôi ư?,Based upon a hypothesis; conjectural
consensus,noun,đồng lòng,"These three elements— beliefs, trusted sources, and values— may seem like a simple formula for finding agreement and consensus .","Ba yếu tố niềm tin, nguồn tin tưởng và giá trị có vẻ là công thức đơn giản dẫn đến sự nhất trí và đồng lòng .",A process of decision-making that seeks widespread agreement among group members.
inconsistency,noun,sự không nhất quán,The inconsistency in the identification of the saint is replicated in the various vitae that are ascribed to him.,Sự không nhất quán trong việc xác định vị thánh được nhân rộng trong các bản lý lịch khác nhau được gán cho ông.,The state of being inconsistent
scuffle,verb,cuộc ẩu đả,What happened next was too fast and too short to be called a scuffle .,"Những gì xảy ra tiếp theo quá nhanh, quá gọn không thể gọi là cuộc ẩu đả .",A rough disorderly fight or struggle at close quarters
compromise,verb,thoả hiệp,It's called a compromise .,Đó gọi là sự thoả hiệp .,(intransitive) To bind by mutual agreement.
chisel,verb,đục,"Instead of being accustomed to filling space with busyness, he took a hammer and chisel and hacked away at a piece of marble to reveal the figure within.","Thay vì sơn từng vùng theo thường lệ, khá gian nan, anh ta dùng một cái búa và cái đục , đục một miếng cẩm thạch để xem các họa tiết bên trong.","A cutting tool consisting of a slim oblong block of metal with a sharp wedge or bevel formed on one end. It may be provided with a handle at the other end, which is generally perpendicular to, but occasionally parallel to the cutting edge of the tool, depending upon its intended use. It is used to remove parts of stone, wood or metal by placing the sharp edge against the material to be cut and pushing or pounding the other end with a hammer, or mallet. The cutting edge of a chisel is most frequently straight, but may be curved or otherwise shaped (v-shaped, for example), to suit the characteristics of the material being worked, or the shape to be achieved by the chisel's use."
hodgepodge,verb,hỗn hợp,A Religious Hodgepodge,Một sự pha trộn tôn giáo,A collection of miscellaneous things; a jumble.
anomaly,noun,sự dị thường,But she thought it might have been an anomaly .,Nhưng cô ấy nghĩ có thể đó là một sự dị thường .,A deviation from a rule or from what is regarded as normal.
capillary,adjective,mao dẫn,It must be capillary action.,Chắc phải do hiện tượng mao dẫn .,"(anatomy) Any of the small blood vessels that connect arteries to veins. Their walls are composed of a single layer of cells which allows molecules such as oxygen, water and lipids to pass through them by diffusion and enter the tissues. Waste products such as carbon dioxide and urea can diffuse back into the blood to be carried away for removal from the body."
ocular,adjective,bằng mắt,"I'm not a programmer, never done anything with ocular recognition technology, but I just recognized something and associated myself with amazing people so that we could make something happen.","Tôi chẳng phải là một lập trình viên, chưa bao giờ đụng đến "" công nghệ nhận biết bằng mắt "" nhưng tôi đã nghĩ ra một việc, và tự kết nối với những người tài giỏi và chúng tôi làm được việc đó.","Of, or relating to the eye, or the sense of sight"
