word,part_of_speech,meaning,example,example_meaning,definition
bungle,Verb,làm ẩu,"No, Reese, I'm the one that bungled it.","Không phải, Reese, tôi là người đã làm ẩu việc đó.",A botched or incompetently handled situation.
exuberance,noun,tính cởi mở,Our mother indeed finds their exuberance a little trying for her nerves.,Mẹ chúng ta thật sự cho rằng tính cởi mở của chúng làm mệt mỏi thần kinh của bà.,(uncountable) The quality of being exuberant; cheerful or vigorous enthusiasm; liveliness.
atone,verb,chuộc,"Mercifully, they were taught the gospel, repented, and through the Atonement of Jesus Christ became spiritually much stronger than Satan’s enticements.","Khoan dung thay, họ được giảng dạy cho phúc âm, đã hối cải, và qua Sự Chuộc Tội của Chúa Giê Su Ky Tô trở nên vững mạnh về phần thuộc linh hơn so với những cám dỗ của Sa Tan.","To make reparation, compensation, or amends, for an offence or a crime one has committed."
cliffhanger,noun,ai thua,How did your focus groups feel about cliffhangers ?,Khán giả của cô nghĩ sao hả ?,"(narratology) An ending or stopping point calculated to leave a story unresolved, in order to create suspense."
respective,adjective,tương ứng,"Functional groups consisting of –P(O)NR2 and –SO2NR2 are phosphonamides and sulfonamides, respectively .",Các nhóm chức năng bao gồm –P(O)NR2 và –SO2NR2 tương ứng là phosphonamid và sulfonamid.,"involving two or more people or things, in reference to them as individuals"
hovel,verb,mái che,"For the next 20 years, the settlement consisted of makeshift tents and temporary dwellings—many of them just huts and hovels —for originally it was to be no more than a penal settlement.","Trong 20 năm kế tiếp, khu định cư chỉ toàn những túp lều và nơi ở tạm bợ—nhiều cái chỉ là chòi và mái che —vì lúc ban đầu đó chỉ là một vùng lưu đày không hơn không kém.","An open shed for sheltering cattle, or protecting produce, etc., from the weather."
evoke,verb,gợi,(Revelation 6:1-8) The color of each horse can evoke an emotional response within us that matches the symbolism of the horse.,"Màu sắc của mỗi con ngựa có thể gợi lên cảm xúc trong chúng ta, phù hợp với sự tượng trưng của con ngựa.","To cause the manifestation of something (emotion, picture, etc.) in someone's mind or imagination."
whence,adverb,từ đâu,But whence do we get this character of absoluteness and necessity?,Nhưng từ đâu chúng ta có được tính cách tuyệt đối và tất yếu này ?,From where; from which place or source.
bullion,noun,nén,"While banks do not keep gold or silver bullion as currency on hand anymore , many , if not most , banks still maintain vaults and will rent out space to customers , in the form of safe deposit boxes .","Khi mà các ngân hàng không giữ vàng bạc nén như là tiền tệ sẵn có nữa thì nhiều ngân hàng , nếu không muốn nói là hầu hết , vẫn còn những hầm an toàn và sẽ cho khách hàng thuê không gian , dưới dạng những hộp ký thác an toàn .","A bulk quantity of precious metal, usually gold or silver, assessed by weight and typically cast as ingots."
accustom,verb,tập,"Like a parent accustomed to the noise and fidgeting of small children, Kojo ignores the distractions and concentrates on the lesson.","Như một người cha đã quen với sự ồn ào và không chịu ngồi yên của đứa con nhỏ, anh Kojo lờ đi hành động của nó và tập trung vào bài học.","(transitive) To make familiar by use; to cause to accept; to habituate, familiarize, or inure; -- withto."
multitude,noun,vô số,Multitudes followed Him.,Vô số người đã đi theo Ngài.,"A great amount or number, often of people."
underhanded,adjective,underhand,Overhand or underhand ?,Ở trên hay ở dưới ?,Done by moving the hand (and arm) from below.
frantically,adverb,điên cuồng,"I frantically swam to safety, fighting violent waves.","Tôi bơi một cách điên cuồng đến chỗ an toàn, chống chọi với làn sóng cuồn cuộn.",In a frantic way.
glean,verb,mót,19 Her mother-in-law then said to her: “Where did you glean today?,19 Mẹ chồng cô hỏi: “Hôm nay con mót lúa ở đâu?,To harvest grain left behind after the crop has been reaped.
abound,verb,có rất nhiều,Biblical Riddles Abound,Có rất nhiều câu đố trong Kinh Thánh,(intransitive) To be plentiful; to be very prevalent; to overflow.
reverberate,adjective,dội lại,There's no big room to create reverberation and confuse the rhythms.,Ở đó chẳng có căn phòng lớn nào để mà có sự dội lại âm thanh khiến nhịp điệu bị rối loạn.,(intransitive) to ring with many echos
anticipation,noun,sự biết trước,(Daniel 4:13-17) Anticipation of this event also caused some religious people in modern times to be filled with expectation.,(Đa-ni-ên 4:13-17) Sự biết trước về biến cố này cũng đã khiến cho một số người sùng đạo trong thời kỳ này rất là trông mong.,"The act of anticipating, taking up, placing, or considering something beforehand, or before the proper time in natural order."
dismayed,adjective,kinh hoàng,In fear or in dismay .,do hãi khiếp hay sờn chí .,To have the emotion of dismay.
maverick,adjective,người mang suy nghĩ và tư tưởng độc lập,"I need mavericks , dissidents, adventurers, outsiders and rebels, who ask questions, bend the rules and take risks.","Tôi cần những người mang suy nghĩ và tư tưởng độc lập , những nhà phiêu lưu, những người ngoại đạo, những nhà cách mạng, những người luôn đặt câu hỏi, bẻ cong luật lệ và chấp nhận mạo hiểm.",Showing independence in thoughts or actions.
formidable,adjective,ghê gớm,The means of defence at her disposal are formidable .,Các phương tiện phòng vệ mà nó được sử dụng còn ghê gớm lắm.,"causing fear, dread, awe or admiration as a result of size, strength, or some other impressive quality; commanding respect"
occur,verb,xảy ra,The citizens of Kiel and Holstein were unsure of what was occurring in Copenhagen.,Công dân ở Kiel và Holstein không rõ lắm về những gì xảy ra ở Copenhagen.,To happen or take place
wheedle,verb,phỉnh,My father is past your wheedling .,Cha tao đã không còn bị mày nịnh bợ nữa rồi.,To cajole or attempt to persuade by flattery.
humiliate,verb,làm nhục,I have no wish to abuse or humiliate you.,Ta không muốn lăng mạ hay làm nhục các người.,(transitive) To injure a person's dignity and self-respect.
unveil,verb,tiết lộ,And this is our great unveiling for today.,Và đây là cái hay nhất mà chúng tôi tiết lộ cho hôm nay.,"(transitive) To remove a veil from; to divest of a veil; to uncover; to disclose to view; to reveal; as, sheunveiledher face."
reprimand,verb,khiển trách,Her mother began her verbal reprimand as she watched her daughter run to her .,Bà mẹ bắt đầu khiển trách cô bé khi thấy con gái mình chạy về phía mình .,"A severe, formal or official reproof; reprehension, rebuke, private or public."
seep,verb,thấm qua,And the cold and the wet would be seeping through the shoes.,Cái lạnh và ẩm ướt thấm qua quần áo và giày.,"a small spring, pool, or other place where liquid from the ground (e.g. water, petroleum or tar) has oozed to the surface"
persnickety,adjective,persnickety,,,(US) Fastidious or fussy.
caress,verb,âu yếm,Do I shrink from thy caress ?,Tôi có thu nhỏ từ ngươi caress ?,To touch or kiss lovingly; to fondle.
persuade,verb,thuyết phục,"Finally, his friends were able to persuade him to eat.",Cuối cùng bạn bè ông thuyết phục mãi ông mới chịu ăn.,"(transitive) To successfully convince (someone) to agree to, accept, or do something, usually through reasoning and verbal influence. Compare sway."
rile,verb,chọc tức,Holliday's only trying to rile you.,Holliday chỉ muốn chọc tức anh thôi.,to make angry
ashen,adjective,cây tần bì,You weren't the last Ashen .,Cậu không phải là người cuối cùng trong gia đình Ashen,Made from the wood of the ash tree.
attach,verb,gắn,"(Job 38:4, 7; Colossians 1:16) Blessed with freedom, intelligence, and feelings, these mighty spirits had the opportunity to form loving attachments of their own —with one another and, above all, with Jehovah God.","(Gióp 38:4, 7; Cô-lô-se 1:16) Được ban cho sự tự do, trí thông minh, cảm xúc, những thần linh mạnh mẽ này đã có cơ hội hình thành các mối yêu thương gắn bó—với nhau, và trên hết với Giê-hô-va Đức Chúa Trời.","(obsolete, law) To arrest, seize."
urgency,noun,sự khẩn cấp,Because I feel an urgency about this.,Tôi thấy được sự khẩn cấp của vấn đề này.,"The quality or condition of being urgent; insistence; pressure; as, the urgency of a demand or an occasion."
