word,part_of_speech,meaning,example,example_meaning,definition
prism,noun,lăng kính,I am a prism .,Tôi là một lăng kính .,"(geometry) A polyhedron with parallel ends of the same size and shape, the other faces being parallelogram-shaped sides."
protractor,noun,thước đo góc,,,A circular or semicircular tool for drawing or measuring angles.
pyramid,noun,kim tự tháp,This pyramid is designed to provide an ambience for meditation to happen.,Kim tự tháp này được thiết kế để cung cấp môi trường cho thiền xảy ra.,"An ancient massive construction with a square or rectangular base and four triangular sides meeting in an apex, such as those built as tombs in Egypt or as bases for temples in Mesoamerica."
quadrant,noun,cung phần tư,"Well, then, send Necrocraft to every corner of the quadrant .",Vậy thì cho tàu Necrocraft đi khắp mọi ngóc ngách của cung phần tư này.,One of the four sections made by dividing an area with two perpendicular lines.
quadrilateral,adjective,tứ giác,"When p = 1 + i and q = (1 + i)/2, then the quadrilateral is square.","Nếu p = 1 + i và q = (1 + i)/2, thì tứ giác đó là hình vuông.",a polygon having four sides.
radius,noun,bán kính,So it must be beyond that radius .,Chắc phải xa hơn bán kính này.,"(anatomy) The long bone in the forearm, on the side of the thumb."
ray,noun,tia,"He, Emilio G. Segrè (1905–1989) who discovered the elements technetium and astatine, and the antiproton), Bruno Rossi (1905–1993) a pioneer in Cosmic Rays and X- ray astronomy) and a number of Italian physicists were forced to leave Italy in the 1930s by Fascist laws against Jews,.","Ông cùng với Emilio G. Segrè (1905–89, khám phá các nguyên tố tecneti và astatin, và phản proton), Bruno Rossi (1905–93, tiên phong trong bức xạ vũ trụ và thiên văn học tia X) và một số nhà vật lý học Ý bị buộc phải rời khỏi Ý trong thập niên 1930 do các đạo luật phát xít chống người Do Thái.",A beam of light or radiation.
right angle,noun,góc vuông,"Let ABC represent a right triangle, with the right angle located at C, as shown on the figure.","Gọi ABC là một tam giác vuông , với góc vuông nằm tại đỉnh C, như ở hình bên.",(geometry) An angle of 90 degrees; the bisect of the angle formed by a single straight line.
origin,noun,nguồn gốc,Kalinin was one of comparatively few members of Stalin's inner circle springing from peasant origins .,Kalinin là một trong số ít thành viên thuộc phe Stalin xuất thân từ nguồn gốc nông dân.,The beginning of something.
rectangle,noun,hình chữ nhật,The black rectangle is the plot from which the mycorrhiza was added.,Hình chữ nhật màu đen là khoảnh đất nơi mà nấm rễ được áp dụng.,(geometry) A quadrilateral having opposing sides parallel and four right angles.
rectangular,adjective,chữ nhật,A rectangular storage container with an open top is to have a volume of 10 meters cubed.,Một ô chứa hình hộp chữ nhật với một nắp được mở có thể tích là 10 mét khối,Having a shape like a rectangle.
rhombus,noun,hình thoi,Give it a little push -- this becomes a rhombus .,Nhưng đẩy nó một tí -- trở thành hình thoi .,(geometry) A parallelogram having all sides of equal length.
rotation,noun,sự quay,A small amount of rotation of the vertebral column itself contributes to the movement.,Một lượng nhỏ sự quay của cột sống tự nó góp phần vào chuyển động.,the act of turning around a centre or an axis
scalene,adjective,lệch,,,"(geometry, of a triangle) Having each of its three sides of different lengths."
scalene triangle,noun,tam giác scalene,,,(geometry) A triangle having each of its three sides of different lengths.
sequence,noun,dãy,Click here to start a sequence of exercises where the percentage is omitted,Nhấn vào để bắt đầu một dãy các bài tập với phần trăm bỏ trống,A set of things next to each other in a set order; a series
square,adjective,vuông,"An array of 1280 × 720 on a 16:9 display has square pixels, but an array of 1024 × 768 on a 16:9 display has oblong pixels.","Một mảng của 1280 × 720 trên 16: 9 hiển thị có điểm ảnh vuông , nhưng một mảng của 1024 × 768 trên 16: 9 có điểm ảnh hình chữ nhật.",(cricket) in line with the batsman's popping crease.
surface area,noun,diện tích mặt,"Its area value (1,852 km2) includes the island Agbash (or Ak-Bashi, white head) area (274 km2), so the water surface area is 1,578 km2 only.","Diện tích của nó (1.852 km2) bao gồm cả diện tích đảo Agbash (hay Ak-Bashi, đầu trắng) là 274 km2, vì thế diện tích mặt nước chỉ còn 1.578 km2.",The total area on the surface of a three-dimensional figure.
symmetry,noun,đối xứng,But now this has some reflectional symmetry .,Nhưng giờ nó có vài điểm đối xứng phản chiếu.,"Exact correspondence on either side of a dividing line, plane, center or axis."
three-dimensional,adjective,ba chiều,Four hundred and forty-five strings in a three - dimensional weave.,445 sợi dây trong một mô hình lưới đan ba chiều .,(not comparable) Existing in three dimensions
translation,noun,bản dịch,He used God’s name in his translation but preferred the form Yahweh.,Ông dùng danh Đức Chúa Trời trong bản dịch nhưng thích chữ Ya-vê hơn.,(uncountable) The act of converting or translating (text from one language to another).
transversal,adjective,ngang,"Both sexes have short, backwards-curving horns measuring 12–16 centimetres (4.7–6.3 in); the sheaths have a series of transverse rings.","Cả hai giới đều có sừng ngắn, cong ngược đo được khoảng 12–16 xentimét (4,7–6,3 in); vỏ sừng là 1 loạt vòng tròn quấn ngang .","Running or lying across; transverse; as, a transversal line."
trapezoid,noun,hình thang,This platform is in front of a door in the shape of a trapezoid .,Cái sân này ở trước một cái cổng theo kiểu hình thang (trapezium).,(geometry) A (convex) quadrilateral with two (non-adjacent) parallel sides.
triangle,noun,tam giác,The three largest metropolitan cities form an industrial triangle within the region.,Ba thành phố lớn nhất tạo thành một tam giác công nghiệp trong khu vực.,(geometry) A polygon with three sides and three angles.
inflict,verb,bắt phải chịu,And of your infliction !,Và anh đã gây ra !,To thrust upon; to impose.
offense,noun,offence,"Stay on offense , Carter.","Tiếp tục tấn công , Carter!",The act of offending; a crime or sin; an affront or injury.
restless,adjective,hiếu động,"“However, I was always restless .","“Tuy nhiên, tôi lúc nào cũng hiếu động .",Deprived of rest or sleep.
circumstances,noun,hoàn cảnh,The report recommends ten guiding policy principles that can be adapted to specific circumstances .,Báo cáo đề xuất 10 nguyên tắc chung có thể áp dụng vào các hoàn cảnh cụ thể.,Plural form of circumstance.
prosperity,noun,sự phát đạt,But does the original manager get to share in the new prosperity ?,Nhưng người quản lý cũ có được phần trong sự phát đạt của xưởng không?,"The condition of being prosperous, of having good fortune"
anarchist,noun,người theo chủ nghĩa vô chính phủ,"Whatever we are, we're not anarchists .","Dù chúng tôi là ai, chúng tôi không phải là người theo chủ nghĩa vô chính phủ .","One who believes in or advocates the absence of hierarchy and authority in most forms (compare anarchism), especially one who works toward the realization of such."
advice,noun,lời khuyên,Let me give you some advice .,Để anh cho em vài lời khuyên .,"An opinion recommended or offered, as worthy to be followed; counsel."
proposal,noun,sự đề nghị,and the President's economic team is hoping to have a proposal before Congress by the end of the month.,Và đội ngũ kinh tế của Tổng thống đang hy vọng có một sự đề nghị trước Quốc hội vào cuối tháng.,"That which is proposed, or propounded for consideration or acceptance; a scheme or design; terms or conditions proposed; offer; as, to make proposals for a treaty of peace; to offer proposals for erecting a building; to make proposals of marriage."
prosecute,verb,truy tố,Prosecute the Holy See?,Truy tố Tòa thánh ư?,"(transitive, law) To start civil or criminal proceedings against."
fraud,verb,lừa gạt,You're not the one being asked to perpetrate a fraud on the American people.,Cô không phải là người bị bắt phải đi lừa gạt người Mỹ.,"Any act of deception carried out for the purpose of unfair, undeserved and/or unlawful gain."
submerged,adjective,ngập,"Although rice grows well in standing water, most rice varieties will die if they're submerged for more than three days.","Mặc dù lúa phát triển tốt ở điều kiện nước đứng, hầu hết các giống lúa sẽ chết nếu chúng bị ngập trong hơn ba ngày.",Simple past tense and past participle of submerge.
arbitrage,verb,sự buôn chứng khoán,"These more radical approaches would imply changes to money supply and likely also a bioregional democracy so that political, economic, and ecological ""environmental limits"" were all aligned, and not subject to the arbitrage normally possible under capitalism.","Những cách tiếp cận căn bản hơn này có thể ám chỉ những thay đổi đối với cung tiền và cũng có thể là sự dân chủ vùng sinh học do đó ""những giới hạn về môi trường"" chính trị, kinh tế, và sinh thái được sắp thành một hàng, và không phải chịu sự buôn chứng khoán thường có thể dưới chủ nghĩa tư bản.",The practice of quickly buying and selling foreign currencies in different markets in order to make a profit
locus,noun,quỹ tích,"It is the fundamental plane of the horizontal coordinate system, the locus of points that have an altitude of zero degrees.",Nó là mặt phẳng cơ bản của hệ tọa độ chân trời là quỹ tích các điểm có độ cao 0 độ.,"A place or locality, especially a centre of activity or the scene of a crime."
ubiquity,noun,phổ biến,"Cnam's motto is ""Omnes docet ubique "", which means ""He (or it) teaches everyone everywhere.""","Cnam là phương châm là ""Omnes docet ubique "" , có nghĩa là ""Ngài (hoặc nó) dạy cho tất cả mọi người ở khắp mọi nơi.""","(uncountable) The state or quality of being, or appearing to be, everywhere at once; actual or perceived omnipresence."
