word,part_of_speech,meaning,example,example_meaning,definition
endodontist,noun,bác sĩ nội nha,,,"One who specializes in endodontics, a specialty of dentistry."
permanent,adjective,vĩnh cửu,On God’s part this covenant is permanent .,"Về phần Đức Chúa Trời, giao ước này là vĩnh cửu .","Without end, eternal."
temporary,adjective,tạm thời,It affords us a temporary channel of communication with the outside world.,Nó cho chúng ta một kênh tạm thời để giao tiếp với thế giới bên ngoài.,"For a limited time, ephemeral, not constant; transient"
cosmetic,adjective,trang điểm,And do n't use cosmetics if you have an eye infection like pinkeye .,Và cũng chớ nên trang điểm nếu bị nhiễm trùng mắt như bị bệnh đau mắt đỏ chẳng hạn .,External or superficial; pertaining only to the surface or appearance of something.
reality,noun,thực tế,Don't talk down to me about realities .,Đừng lên giọng với tôi về thực tế .,The state of being actual or real.
gauze,verb,gạc,"Immediately after circumcision , the tip of the penis is usually covered with gauze coated with petroleum jelly to keep the wound from sticking to the diaper .","Ngay sau khi cắt bao quy đầu , đầu dương vật thường được quấn bằng một miếng gạc có bôi một chút mỡ trơn để vết thương không dính vào tã lót .",To apply a dressing of gauze
embarrassing,adjective,làm lúng túng,This embarrassing but fairly mild treatment silenced him.,Điều này làm lúng túng nhưng khá nhẹ điều trị im lặng anh ta.,Present participle of embarrass.
puberty,noun,tuổi dậy thì,Body hair really gets going during puberty .,Ở tuổi dậy thì thì lông trên cơ thể thực sự bắt đầu mọc nhiều hơn .,the age at which a person is first capable of sexual reproduction
accordingly,adverb,do đó,"Accordingly , the Bible admonishes Christians: “Do not severely criticize an older man.”","Do đó , Kinh Thánh khuyên tín đồ Đấng Christ: “Chớ quở nặng người già-cả”.",(manner) Agreeably; correspondingly; suitably; in a manner conformable.
disgust,verb,ghê tởm,"Disgusting , isn't it?","Ghê tởm quá, phải không?",To cause an intense dislike for something.
periodontist,noun,nha sĩ nha khoa,,,A dentist whose speciality is periodontics
acute angle,noun,góc nhọn,"You start by teaching angles -- an acute angle , a right angle, an obtuse angle, a straight angle.","Bạn bắt đầu bằng việc dạy các góc -- góc nhọn , góc vuông, góc tù, góc bẹt.",An angle measuring less than ninety degrees.
angle,noun,góc,"In highly branched alkanes, the bond angle may differ significantly from the optimal value (109.5°) in order to allow the different groups sufficient space.","Trong các ankan mạch nhánh lớn thì các góc liên kết có thể khác đáng kể so với giá trị tối ưu (109,5°) để đảm bảo cho các nhóm khác có đủ không gian cần thiết.","(snooker) To leave the cue ball in the jaws of a pocket such that the surround of the pocket (the ""angle"") blocks the path from cue ball to object ball."
area,noun,khu vực,"It originated from the area surrounding the Mediterranean Sea, but gradually moved north.","It originated từ khu vực xung quanh Địa Trung Hải, but gradually moved north.","(mathematics) A measure of the extent of a planar region, or of the surface of a solid; it is measured in square units"
circle,noun,đường tròn,So a trigonometric milliradian is just under 1/6283 of a circle .,Vì vậy 1 milliradian lượng giác xấp xỉ 1⁄6283 đường tròn .,"(geometry): A two-dimensional geometric figure, a line, consisting of the set of all those points in a plane that are equally distant from another point."
clockwise,adjective,theo chiều kim đồng hồ,& Rotate Image Clockwise,& Quay ảnh theo chiều kim đồng hồ,"(of movement) In a circular fashion so as to be moving to the right at the top of the circle and to the left at the bottom, in the way that the hands of an analogue/analog clock move."
complementary angles,noun,góc bổ sung,So we can also say that angle DBA and angles ABC are complementary .,Chúng ta cũng có thể nói là góc DBA và góc ABC phụ nhau,(geometry) A pair of angles that sum to a right angle.
cone,noun,hình nón,"Like its neighbouring island, Tidore, Ternate is a visually dramatic cone -shape.","Cũng giống như hòn đảo Tidore lân cận, Ternate là một đảo có hình nón .",(geometry) A surface of revolution formed by rotating a segment of a line around another line that intersects the first line.
congruent,adjective,đồng dư,"If p is a Sophie Germain prime greater than 3, then p must be congruent to 2 mod 3.",Nếu p là một số nguyên tố Sophie Germain lớn hơn 3 thì p phải đồng dư với 2 (mod 3).,Corresponding in character.
degree,noun,độ,"It goes down to 15 degrees centigrade from 35, and comes out of this perfectly fine.","Giảm xuống từ 35 độ C còn 15 độ C, và thoát khỏi nó hoàn toàn ổn.",(obsolete except heraldry) A step on a set of stairs; the rung of a ladder. [from 13th c.]
diameter,noun,đường kính,The average fiber diameter is 22.99 in ewes and 23.51 in ram.,"Đường kính sợi trung bình là 22,99 ở cừu cái và 23,51 ở cừu đực.",(geometry) Any straight line between two points on the circumference of a circle that passes through the centre/center of the circle.
dimension,verb,cỡ,"Naturally, with a story of these dimensions .","Tự nhiên thôi, với một câu chuyện tầm cỡ như vậy.",A single aspect of a given thing.
equilateral triangle,noun,tam giác đều,This is an equilateral triangle .,Đây là một tam giác đều .,(geometry) A triangle having all three sides equal.
exterior angle,noun,góc bên ngoài,"It’s helpful to take advantage of natural light, try shots from different angles before uploading the best options, and zoom out enough to capture the entirety of a subject, like a horizontal photo that shows the full exterior of a building, or a restaurant dish shot from above.","Có thể hữu ích khi tận dụng ánh sáng tự nhiên, thử chụp từ các góc độ khác nhau trước khi tải lên lựa chọn tốt nhất và phóng đủ to để nắm bắt toàn bộ chủ đề, như ảnh ngang hiển thị toàn bộ bề ngoài của một tòa nhà hoặc một món ăn nhà hàng được chụp từ phía trên.",(geometry) An angle formed between one side of a polygon and an extension of an adjacent side.
face,verb,đương đầu,Let them explain the obstacles they face in their Christian ministry.,Hãy để họ giải thích những trở ngại họ phải đương đầu trong thánh chức đạo Đấng Christ.,"(anatomy) The front part of the head, featuring the eyes, nose, and mouth and the surrounding area."
formula,noun,công thức,The divine formula called for a fourfold aromatic mixture.,Đức Chúa Trời dặn phải dùng bốn loại hương trong công thức hòa hương.,(mathematics) Any mathematical rule expressed symbolically.
height,noun,chiều cao,Height is dependent on the device’s current orientation.,Chiều cao phụ thuộc vào hướng hiện tại của thiết bị.,The distance from the base of something to the top.
hexagon,noun,hình lục giác,"Instead of expanding circles, they're expanding hexagons .","Thay vì mở ra theo hình tròn, chúng sẽ tạo thành hình lục giác .",A polygon with six sides and six angles.
hypotenuse,noun,cạnh huyền,(Video) Salman Khan: So the hypotenuse is now going to be five.,(Video) Salman Khan: Vậy cạnh huyền là năm.,(geometry) The side of a right triangle opposite the right angle.
interior angle,noun,góc bên trong,"Interiors were created in 3D modeling software, which had the benefit of capturing angles impossible with cameras.","Phần nội tâm được tạo bằng phần mềm mô hình 3D, nó có lợi trong việc chụp được những góc quay khó mà máy ảnh không thể thu lại được.",(geometry) The inner angle between two sides of a polygon.
