word,part_of_speech,meaning,example,example_meaning,definition
corporeal,adjective,cụ thể,Mabuchi Motor engages in certain specific corporate citizenship activities.,Mabuchi Motor tham gia vào một số hoạt động xã hội cụ thể .,That which is material; tangible; physical.
connotation,noun,nghĩa rộng,"You don't hear them now, because they borrowed from an era that was too steeped in its own connotation .","Các bạn không nghe chúng bây giờ, bởi vì chúng được vay mượn từ một thời đại quá khắt khe theo đúng nghĩa rộng của nó.","A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning. A characteristic of words or phrases, or of the contexts that words and phrases are used in."
swivet,noun,xoắn,,,"(Also swivvet) A state of condition of haste, flutter; extreme discomposure or distress; irritation exasperation annoyance."
corrosive,adjective,gặm mòn,Sin is spiritually corrosive .,Tội lỗi gặm mòn phần thuộc linh.,"Eating away; having the power of gradually wearing, hanging, or destroying the texture or substance of a body; as the corrosive action of an acid."
fallible,adjective,có thể sai lầm,"Because we can never have perfect information, our predictions are inherently fallible .","Bởi vì chúng ta không bao giờ có được thông tin hoàn hảo, nên các dự đoán của chúng ta vốn dĩ luôn có thể sai lầm .",Capable of making mistakes or being wrong.
celibacy,noun,sống độc thân,No Vow of Perpetual Celibacy,Không thề nguyện sống độc thân suốt đời,Abstaining from marriage; the state of being unmarried.
whimsy,verb,whim,So whimsy matters.,Một vấn đề thật kì lạ.,A quaint and fanciful idea. A whim. Playfully odd behaviour.
vet,verb,hiệu đính,"And yet, next week, we launch globally verified, vetted and certified standards for salmon aquaculture.","Chưa hết, tuần sau, chúng tôi đạt được tiêu chuẩn được chứng nhận toàn cầu, hiệu đính và xác nhận cho nuôi trồng cá hồi.",(colloquial) A veterinarian or veterinary surgeon.
artifice,noun,ngón gian xảo,Artifice !,Gian trá .,a crafty but underhanded deception
searing,noun,đốt cháy,I just had Mr Sears on the line.,Tôi vừa có ông Sears gọi đến.,very hot; blistering or boiling
dedicate,adjective,hiến dâng,"Eventually, she dedicated her life to Jehovah and was baptized.","Cuối cùng, cô hiến dâng đời sống cho Đức Giê-hô-va và làm báp têm.",(transitive) To set apart for a deity or for religious purposes; consecrate.
complexity,noun,điều phức tạp,And slightly more complex things appear.,Và những điều phức tạp hơn một chút xúât xuất hiện,(uncountable) The state of being complex; intricacy; entanglement.
diverge,verb,rẽ ra,"Two roads diverged in a wood, and I—","Có hai con đường rẽ ra trong một khu rừng, và tôi—","(intransitive, literally, of lines or paths) To run apart; to separate; to tend into different directions."
solitude,noun,nơi tĩnh mịch,"Hell's brimstone his food, consumed from birth, in solitude .","Địa ngục thiêu hủy thức ăn, thiêu rụi sự sống ở nơi tĩnh mịch .","Aloneness; state of being alone or solitary, by oneself."
deteriorate,verb,xấu đi,Vietnam’s human rights situation deteriorated significantly in 2017.,Tình hình nhân quyền Việt Nam xấu đi đáng kể trong năm 2017.,(transitive) To make worse; to make inferior in quality or value; to impair.
emit,verb,phát hành,"About 86% of the gas released from these structures is methane, with much less carbon dioxide and nitrogen emitted .","Khoảng 86% khí phát hành từ các cấu trúc này là methane, carbon dioxide ít hơn nhiều và nitơ phát ra.",(transitive) To send out or give off.
excel,verb,trội hơn,(Romans 12:6) Different brothers excel in different areas.,"(Rô-ma 12:6) Trong nhiều khía cạnh, có những anh trội hơn người khác.",(transitive) To surpass someone or something; to be better or do better than someone or something.
sabotage,verb,phá hoại,If we're gonna sabotage Division that's one of the veins I'm gonna need you to tap.,Muốn phá hoại được Division phòng đó là một trong những mạch chính em cần xâm nhập.,"A deliberate action aimed at weakening an enemy through subversion, obstruction, disruption, and/or destruction."
