word,part_of_speech,meaning,example,example_meaning,definition
consortium,noun,côngxoocxiom,"Work began at the barrier site in 1974 and construction, which had been undertaken by a Costain/Hollandsche Beton Maatschappij/Tarmac Construction consortium , was largely complete by 1982.","Công việc bắt đầu tại vị trí đập rào chắn trong năm 1974 và công trình xây dựng được thực hiện bởi Côngxoocxiom Costain/Hollandsche Beton Maatschappij/Tarmac Construction, phần lớn của đập được hoàn thành vào năm 1982.","An association or combination of businesses, financial institutions, or investors, for the purpose of engaging in a joint venture."
collaborative,adjective,hợp tác,Collaborate with Hanka Robotics and be destroyed.,Đồng lõa với Hanka Robotics sẽ bị tiêu diệt.,"Of, relating to, or done by collaboration."
etiquette,noun,nghi thức,(b) What motivates the current interest in manners and etiquette ?,b) Điều gì thúc đẩy sự chú ý đến cách xử sự và nghi thức hiện nay?,"The forms required by good breeding, or prescribed by authority, to be observed in social or official life; observance of the proprieties of rank and occasion; conventional decorum; ceremonial code of polite society."
panacea,noun,thuốc chữa bách bệnh,It's not a panacea .,Nó không phải là thuốc chữa bách bệnh .,A remedy believed to cure all disease and prolong life that was originally sought by alchemists; a cure-all.
privatization,noun,Tư nhân hóa,In 1999 the factory was privatized and reorganized.,Năm 1999 nhà máy được tư nhân hóa và tái tổ chức.,The transfer of a company or organization from government to private ownership and control.
austerity,noun,sự khắc khổ,"“Despite continued austere practices,” Chisako recalls, “I could not change my personality.","Chisako thuật lại: “Dù tiếp tục thực hành những sự khắc khổ , tôi không có thể thay đổi được tính tình của tôi.",Severity of manners or life; extreme rigor or strictness; harsh discipline.
constituency,noun,khu vực bầu cử,"In the Scottish Parliament, there are 73 constituencies and eight regions.","Trong Nghị viện Scotland, có 73 khu vực bầu cử và tám vùng.",A district represented by one or more elected officials.
garrison,verb,đóng quân,Stannis Baratheon garrisoned at Castle Black before he marched on Winterfell and was killed.,Stannis Baratheon từng đóng quân tại Hắc Thành trước khi tiến công Winterfell và bị giết.,A permanent military post.
hothead,noun,người bộp chộp,A hothead ?,Một cái đầu nóng ?,(pejorative) One who angers easily or goes in search of arguments or fights.
inscription,noun,câu ghi,The inscription itself is a monument to the establishment of the Julio-Claudian dynasty that was to follow Augustus.,Bản thân những câu ghi này cũng là một vật kỷ niệm sự thành lập của Triều đại Julia-Claudia nối tiếp Augustus.,"Text carved on a wall or plaque, such as a memorial or gravestone."
harness,verb,bộ yên cương,I noticed that they felt very sorry about the harnesses .,Tôi nhận thấy hắn tiếc mấy bộ yên cương lắm.,"(countable) A restraint or support, especially one consisting of a loop or network of rope or straps."
decency,noun,lễ nghi phép tắc,We observe the fucking decencies .,Chúng ta cử hành theo đúng lễ nghi phép tắc .,the quality of being decent; propriety
spade,verb,xẻng,Gotta get them closer and we use the spades .,Phải dụ họ tới gần hơn rồi dùng xẻng .,A garden tool with a handle and a flat blade for digging. Not to be confused with a shovel which is used for moving earth or other materials.
plowshare,noun,cày cày,“Swords into plowshares ”,“Lấy gươm rèn lưỡi - cày ”,"The cutting edge of a plow, typically a metal blade."
depreciation,noun,Khấu hao,You loose machines due to Depreciation .,Bạn mất máy móc do sự khấu hao .,The state of being depreciated.
dwell,verb,ngụ,In secure dwellings and in tranquil resting-places.,Nơi cư ngụ an ổn và chốn nghỉ ngơi yên bình.,A period of time in which a system or component remains in a given state.
bend over backwards,verb,Nằm nghiêng lại.,"Well, I am willing to bend over backwards .",Em sẵn sàng đi cửa sau đấy,(idiomatic) To make a great effort; to take extraordinary care; to go to great lengths.
amok,noun,amok,Evolution run amok .,Chúng ta mất dấu nó rồi .,"Out of control, especially when armed and dangerous"
labyrinth,noun,mê cung,This crooked compass will catch the light and point the way to the labyrinth's location.,Chiếc la bàn này sẽ giữ những tia sáng và chỉ đường đến mê cung .,"maze, especially underground or covered"
occasionally,adverb,đôi khi,Occasionally Loida gets depressed over her condition.,Đôi khi Loida buồn nản về tình trạng của mình.,From time to time; now and then; once in a while; at infrequent intervals.
generator,noun,máy phát,The generator .,Các máy phát điện,"One who, or that which, generates, begets, causes, or produces."
immensely,adverb,rất,"At that time, deep convection surrounding Leslie had immensely improved and a well-defined low-level eye had developed.","Vào lúc này, dòng đối lưu sâu xung quanh Leslie đã tăng lên rất nhiều và bão đã hình thành mắt tầng thấp rõ nét.",Hugely; extremely; vastly.
