word,part_of_speech,meaning,example,example_meaning,definition
attendant,adjective,có mặt,Probably because I didn't attend last night's board meeting.,Có lẽ là bởi vì tôi đã không có mặt trong buổi họp ngày hôm qua.,One who attends; one who works with or watches something.
litigious,adjective,có thể kiện,Over the last 50 years the design and construction industry has gotten much more complex and has gotten much more litigious .,"Hơn 50 năm qua, ngành thiết kế và công nghiệp xây dựng ngày càng phức tạp và ngày càng nhiều tranh chấp .",Of or relating to litigation.
station,noun,trạm,I'm standing directly below one of Sydney's busiest train stations .,Tôi đang đứng trực tiếp ngay dưới một trong những trạm xe lửa đông nhất Sydney.,"(obsolete) The fact of standing still; motionlessness, stasis."
shogun,noun,shōgun,The medieval text chronicles events of the Kamakura Shogunate from Minamoto no Yoritomo's rebellion against the Taira clan in Izokuni of 1180 to Munetaka Shinnō (the 6th shōgun) and his return to Kyoto in 1266.,Thư tịch thời Trung Cổ này ghi chép lại các sự kiện của Mạc phủ Kamakura từ vụ dấy loạn của Minamoto no Yoritomo chống lại nhà Taira ở Izokuni năm 1180 cho đến thời Thân vương Munetaka (vị shōgun thứ 6) và chuyến hồi hương về Kyoto của ông vào năm 1266.,The supreme generalissimo of feudal Japan.
bumpkin,noun,người vụng về,"Hey, Seoul city bumpkin",Này thằng ngố Xê- un,"a clumsy, unsophisticated person; a yokel"
millet,noun,cây kê,"And does he not plant wheat, millet , and barley in their places","Trồng lúa mì, cây kê và lúa mạch đúng chỗ chúng,",Any of a group of various types of grass or its grains used as food.
assailant,adjective,người tấn công,Speak to your assailant ?,Nói chuyện với người tấn công người sao?,"Someone who attacks or assails another violently, or criminally; an attacker."
treacherously,adjective noun,nguy hiểm,But it can also be very treacherous .,Nhưng cũng có thể đầy rẫy nguy hiểm .,In a treacherous manner.
journeyman,noun,thợ,"Tyson's first nationally televised bout took place on February 16, 1986, at Houston Field House in Troy, New York against journeyman heavyweight Jesse Ferguson, and was carried by ABC Sports.","Đầu tiên cơn truyền hình quốc gia của Tyson đã diễn ra vào ngày 16 tháng 2 năm 1986, tại Houston Field House ở Troy, New York chống lại nặng thợ Jesse Ferguson.",a tradesman who has served an apprenticeship and is employed by a master tradesman
mercantile,adjective,con buôn,Their navy performed both mercantile and defensive roles in the Bay of Bengal.,Hải quân của họ đã thực hiện cả vai trò thương mại và phòng thủ tại vịnh Bengal.,Concerned with the exchange of goods for profit
