word,part_of_speech,meaning,example,example_meaning,definition
commutation,noun,[sự đổi,Commutes and Conversations,Đi Lại và Trò Chuyện,(obsolete) A passing from one state to another; change; alteration; mutation.
eulogistic,adjective,để ca tụng,"In 1898, he was appointed inspector-general of the Third Army at Hanover, the transfer orders being accompanied by eulogistic expressions of Wilhelm II's goodwill.","Năm 1898, ông được bổ nhiệm làm Cục trưởng Cục Thanh tra quân đội III tại Hanover, và lệnh thuyên chuyển được đi kèm bởi những lời tán dương nhằm giãi bày thiện ý của Wilhelm II.","of, pertaining to, or in the form of a eulogy"
racial,adjective,chủng tộc,I wasn't aware that this racial matter would also involve the poor vultures.,Tao không biết là chủ nghĩa phân biệt chủng tộc đã lan tới những con kền kền tội nghiệp.,"Of or relating to a race or family of men; as, the racial complexion."
solo,noun,đơn ca,"Two female solo artists have won the award, Sinéad O'Connor and St. Vincent.",Có hai nghệ sĩ đơn ca nữ từng thắng giải là Sinéad O'Connor và St. Vincent.,(music) A piece of music for one performer.
reputable,adjective,có tiếng tốt,They too have a reputation for putting God’s worship in first place.,Họ cũng có tiếng tốt về việc đặt sự thờ phượng Đức Chúa Trời lên hàng đầu.,Having a good reputation; honourable.
captivate,verb,quyến rũ,Was he an animal that music so captivated him?,Ông một con vật mà âm nhạc quyến rũ anh ta?,Attract and hold interest and attention of; charm.
gustatory,adjective,vị giác,"The tongue is a specialized skeletal muscle that is specially adapted for the activities of speech, chewing, developing gustatory sense (taste) and swallowing.","Lưỡi là một cơ vân biệt hoá chuyên biệt thích nghi cho việc phát âm, nhai, phát triển cảm giác khẩu vị ( vị giác ) và nuốt.","Of, or relating to, the sense of taste."
license,noun,bằng,The same gentlemen that told me that you try to get your brokers license also told me that you're straight arrow.,"Cùng một người đã nói tôi biết anh muốn có bằng môi giới, cũng nói anh ngay thẳng như mũi tên.",A legal document giving official permission to do something; a permit.
nutria,noun,chuột hải ly,,,(chiefly North America) Another name for the coypu.
touchdown,noun,sự hạ cánh,Touchdown !,Chạm đường biên !,"(American football, Canadian football) A six-point score occurring when the ball enters possession of a team's player in the opponent's end zone. Analogous to a try in rugby."
genetically modified,adjective,biến đổi gen,Genetically modified mice are commonly used for this purpose.,Chuột biến đổi gen thường được sử dụng cho mục đích này.,Produced by genetic modification; abbreviation GM.
hypertension,noun,chứng tăng huyết áp,He's hypertensive .,Ông ấy bị chứng tăng huyết áp .,(pathology) The disease or disorder of abnormally high blood pressure.
narwhal,noun,kỳ lân biển,"Narwhal are extremely skittish, so the hunters enter the water with care.","Kỳ lân biển cực kỳ hung dữ, nên các thợ săn xuống nước cẩn thận.","An Arctic cetacean, about 20 feet long; the male has a single twisted pointed canine tooth or tusk projecting forward like a horn."
succeed,verb,thành công,I'm here to make sure we succeed .,Tôi tới đây để bảo đảm kế hoạch thành công .,"To follow in order; to come next after; hence, to take the place of."
aerodynamic,adjective,khí động lực,It was like applying the existing laws of aerodynamics in a more perfect way.,Điều đó giống như việc áp dụng luật khí động lực hiện hành một cách hoàn hảo hơn.,"of, or relating to the science of aerodynamics"
canoe,verb,xuồng,They have been compared to astronauts -- these elder navigators who sail vast open oceans in double-hulled canoes thousands of miles from a small island.,Họ đã so sánh để các phi hành gia - những người trưởng tàu già người căng buồn rộng mở đại dương trong đôi xuồng hàng ngàn dặm từ một hòn đảo nhỏ.,"A small long and narrow boat, propelled by one or more people (depending on the size of canoe), using single-bladed paddles. The paddlers face in the direction of travel, in either a seated position, or kneeling on the bottom of the boat. Canoes are open on top, and pointed at both ends."
dung,noun,phân,My dung is burned as fuel.,Phân của tôi được làm nhiên liệu đốt.,(uncountable) Manure; animal excrement.
duration,noun,khoảng thời gian,The duration of the light pulses can be less than 100 femtoseconds.,Khoảng thời gian xung ánh sáng có thể nhỏ hơn 100 femto giây.,An amount of time or a particular time interval
pontiff,noun,giáo hoàng,♪ And the pontiff of Rome ♪,♪ và Giáo Hoàng đến từ Rome ♪,The Pope
bully,adjective,kẻ hay bắt nạt,Lord Kelvin's a bully !,Huân tước Kelvin là kẻ hay bắt nạt !,"A person who is cruel to others, especially those who are weaker or have less power."
fairway,noun,luồng nước,I used to bag groceries at Fairway .,Tôi thường đóng túi hàng ở Fairway .,"(golf) the area between the tee and the green, where the grass is cut short"
forestry,noun,lâm nghiệp,He then went on to work for the local forestry production unit.,Sau đó ông tiếp tục làm việc cho đơn vị sản xuất lâm nghiệp địa phương.,The science of planting and growing trees in forests.
happiness,noun,hạnh phúc,It seemed to make Miss Troelsen happy .,Nó dường như làm cho bà Troelsen hạnh phúc .,The emotion of being happy; joy.
populism,noun,chủ nghĩa dân tuý,"As such it has inspired much of the dynamic and dramatic events of the nineteenth and twentieth centuries in American history— Populism , Progressivism, the New and Fair Deals, and the programs of the New Frontier and Great Society.""","Và như vậy nó đã truyền cảm hứng cho rất nhiều sự kiện năng động và kịch tính của thế kỷ XIX và XX trong lịch sử Mỹ- Chủ nghĩa dân tuý , chủ nghĩa cấp tiến, Chính sách kinh tế mới và công bằng, và các chương trình Biên giới mới (New Frontier) và chính sách xã hội lớn là một trong những sự kiện rõ ràng nhất. ""","(philosophy) A political doctrine or philosophy that proposes that the rights and powers of ordinary people are exploited by a privileged elite, and supports their struggle to overcome this."
treatment,noun,sự điều trị,"Appelbaum PS, Roth LH: Patients who refuse treatment in medical hospitals.","Appelbaum PS, Roth LH: Những bệnh nhân từ chối sự điều trị trong bệnh viện.",The process or manner of treating someone or something.
bombast,adjective,giọng văn khoa trương,Humble prayers are not bombastic or melodramatic.,Những lời cầu nguyện khiêm nhường không khoa trương hoặc thống thiết quá.,"Originally, cotton, or cotton wool."
unbeknownst,adverb,không biết,"Unbeknownst to me, he had another reason for coming —to look me over.",Hóa ra anh ấy cũng đến vì một lý do khác—để tìm hiểu thêm về tôi—mà lúc ấy tôi không biết.,(followed by to) Without the knowledge of.
enact,verb,ban hành,All ordinary statutes enacted by Parliament must be consistent with the Constitution.,Mọi điều luật thông thường được Nghị viện ban hành phải tương thích với Hiến pháp.,"(transitive, law) to make (a bill) into law"
booth,noun,lều,"(Psalm 91:1, 2; 121:5) A beautiful prospect is thus set before them: If they leave behind the unclean beliefs and practices of Babylon, submit to the cleansing of Jehovah’s judgment, and endeavor to remain holy, they will remain safe, as if in “a booth ” of divine protection.","(Thi-thiên 91:1, 2; 121:5) Vì thế, một triển vọng đẹp đẽ đặt trước mặt họ: Nếu họ từ bỏ những sự tin tưởng và thực hành ô uế của Ba-by-lôn, thuần phục sự phán xét của Đức Giê-hô-va cốt làm cho họ nên thanh sạch, và cố gắng giữ mình nên thánh, họ sẽ được an toàn giống như ở trong một cái “ lều ” che chở của Đức Chúa Trời.",A small stall for the display and sale of goods.
executive branch,noun,Quyền hành pháp,"Chapter III of Title III of the Constitution deals with the executive branch of government and sets forth the powers of the president, as well as the qualifications for the office.","Chương III mục III của Hiến pháp quy định quyền hành pháp của chính phủ và quy định những quyền hạn của tổng thống, cũng như các yêu cầu về các tiêu chuẩn đối với người giữ chức vụ Tổng thống.",The branch of government that oversees the carrying out of the laws
