word,part_of_speech,meaning,example,example_meaning,definition
voyage,Verb,chuyến du hành,"A few examples: we're now in the era of ""Fantastic Voyage ,"" the iPill.","Ví dụ: chúng ta đang trong thời đại của "" Chuyến du hành tuyệt vời"", iPill.",A long journey; especially by ship.
brochure,noun,cuốn sách nhỏ,You may also wish to use this brochure to help other people.,Bạn sẽ có thể dùng cuốn sách nhỏ này để giúp đỡ những người khác nữa.,"A booklet of printed informational matter, like a pamphlet, often for promotional purposes."
liquidation,noun,sự thanh toán,It's called the liquid metal battery.,"Nó được gọi là bộ ắc quy "" kim loại lỏng """,The process of converting into cash (or into an asset with high liquidity).
pamphlet,noun,bìa gấp quảng cáo,"He held a successful annual Spacecraft Convention near his farm for about a decade, where he sold his pamphlet , and pay envelopes containing a small amounts of black hair, which he claimed had fallen off the large dog called ""Bo"".","Ông đã tổ chức một Hội nghị Tàu vũ trụ thành công hàng năm gần nông trại của mình trong khoảng một thập kỷ, nơi ông bày bán sách bìa gấp quảng cáo của mình, và trao tặng những phong bì chứa một lượng nhỏ tóc đen, mà ông tuyên bố đã rơi ra khỏi con chó lớn gọi là ""Bo"".","A small booklet of printed informational matter, often unbound, having only a paper cover."
panicky,adjective,yếu bóng vía,Kissinger calls it in his memoir a “ panicky decision ... one concrete result of public pressures.”,"""Trong hồi ký của mình, Kissinger đã gọi đây là một """"quyết định yếu bóng vía ..., một kết quả cụ thể từ sức ép công luận"""".""",In a state of panic.
consequently,adverb,bởi thế,"Consequently , you may prefer to avoid such responsibility and accountability for a time.","Bởi thế , có thể bạn tạm thời muốn tránh gánh vác trách nhiệm đó.",(conjunctive) As a result or consequence of something.
pheasant,noun,gà lôi,"Well, the first pheasant i see is all yours.","Được, con gà lôi đầu tiên anh thấy sẽ hoàn toàn dành cho em.","A bird of family Phasianidae, often hunted for food."
interaction,noun,phản ứng hỗ tương,Pyramid 2000 is an interactive fiction game.,Pyramid 2000 là một trò chơi phiêu lưu tưởng tượng tương tác .,"the act of some things interacting, or acting upon one another."
customary,noun,theo phong tục,Greeting in the customary way,Cách chào hỏi theo phong tục,"A book containing laws and usages, or customs; a custumal"
seniority,noun,thâm niên,"Finally, the senior consultant of the local hospital was contacted.","Cuối cùng, người ta liên lạc với một chuyên viên thâm niên của bệnh viện địa phương.","A measure of the amount of time a person has been a member of an organization, as compared to other members, and with an eye towards awarding privileges to those who have been members longer."
interior,adjective,bên trong,The roof is supported by creating a difference between the exterior and interior air pressure.,Mái được hỗ trợ bằng cách tạo chênh lệch áp suất giữa bên trong và bên ngoài.,having to do with the inland parts of a country far from the coasts
