word,part_of_speech,meaning,example,example_meaning,definition
specific,adjective,đặc thù,And those are the specific genes that differ from one to the other.,Đó là những gen đặc thù tạo sự khác nhau giữa loài này với loài khác.,(taxonomy) pertaining to a taxon at the rank of species
cause,noun,nguyên nhân,There are many causes of blindness in children.,Có rất nhiều nguyên nhân gây mù lòa ở trẻ em.,The source or reason of an event or action
conversation,verb,hội thoại,Every conversation is an opportunity.,Mỗi cuộc hội thoại là một cơ hội.,(obsolete) Interaction; commerce or intercourse between people.
response,noun,sự trả lời,The Prophet inquired of the Lord through the Urim and Thummim and received this response .,"Vị Tiên Tri cầu vấn Chúa bằng hai viên đá U Rim và Thu Mim, và đã nhận được sự trả lời này.","An answer or reply, or something in the nature of an answer or reply."
according,adjective,tuỳ theo,"to yet another. Segregated according to age and gender,","đến một trại trẻ khác. Tuỳ theo tuổi và giới tính,",Present participle of accord.
discuss,verb,thảo luận,"Talk and audience discussion based on the July 15, 2003, Watchtower, page 20.","Bài giảng và thảo luận với cử tọa dựa trên Tháp Canh ngày 15-7-2003, trang 20.","(obsolete, transitive) To drive away, disperse, shake off."
present,noun,hiện tại,"It's kind of easy to patronize the past, to forego our responsibilities in the present .","Thật dễ dàng để nhìn lại quá khứ, để đoán trước trách nhiệm hiện tại .","Relating to now, for the time being; current."
incremental,adjective,tiền lãi,"Which is essentially you take the original amount you borrowed, the interest rate, the amount, the fee that you pay every year is the interest rate times that original amount, and you just incrementally pay that every year.","Về cơ bản, bạn lấy số tiền gốc mà bạn vay và số tiền lãi suất mà bạn trả hàng năm sẽ được tính nhờ tỷ giá lãi suất nhân với số tiền gốc và đó là số tiền bạn phải trả hàng năm",Pertaining to an increment.
seclusion,noun,chỗ hẻo lánh,"With the end of Japan’s seclusion , new ideas poured into the country.","Khi nước Nhật chấm dứt việc đóng chặt cửa ẩn dật , các ý tưởng mới đổ xô du nhập vào nước này.","The act of secluding, or the state of being secluded; a shutting out or keeping apart, or the state of being shut out, as from company, society, the world, etc.; retirement; privacy; solitude: as, to live in seclusion."
recurrent,adjective,hồi quy,Recurrent networks have also been used for system identification.,Các mạng hồi quy cũng đã được sử dụng để nhận dạng hệ thống.,Recurring time after time.
absentminded,adjective,mất tập trung,"Dad, Mr. Anders is kind of absentminded .","Ba, ông Anders là người đãng trí lắm .",Alternative form of absent-minded.
exhaustive,adjective,hết mọi khía cạnh,"These seven areas aren’t exhaustive , though they cover a great deal of territory.",Bảy lĩnh vực này không bao trùm hết mọi khía cạnh một cách toàn diện nhưng cũng chứa đựng một phần lớn.,Including every possible element.
tenderize,verb,làm mềm,What is tenderness ?,Ân cần âu yếm là như thế nào?,"(transitive) To make (something, especially meat) tender."
suffragist,noun,nữ quyền,The suffragists ?,Người Pháp ?,A person who promotes suffrage.
abduction,noun,sự bắt cóc,He abducts people.,Ông ấy bắt cóc người khác.,The act of abducing or abducting; a drawing apart; a carrying away.
