word,part_of_speech,meaning,example,example_meaning,definition
halal,adjective,Halal,"And whenever I'd go to the local butcher to purchase some halal meat, something felt off.","Bất cứ khi nào mua thịt halal trong vùng, tôi thấy có gì đó không ổn.",(of food) fit to eat according to Muslim religious practice.
bodkin,noun,cái cặp tóc,John Bodkin Adams is also known to have used heroin as a murder weapon.,John Bodkin Adams cũng được biết là đã sử dụng heroin làm vũ khí giết người.,A small sharp pointed tool for making holes in cloth or leather.
orison,noun,bài kinh,"I pray thee, leave me to myself to- night; For I have need of many orisons","Tôi cầu nguyện ngươi, để lại cho tôi đến bản thân mình đêm; Đối với tôi có nhu cầu của orisons nhiều",A prayer.
recognizance,noun,tiền bảo chứng,They're two of the most recognizable faces in America.,chúng là hai bộ mặt dễ nhận diện nhất nước Mỹ.,(law) a form of bail; a promise made by the accused to the court that he/she will attend all required judicial proceedings and will not engage in further illegal activity or other prohibited conduct as set by the court.
equivocation,noun,lời nói hai nghĩa,"First they denied, and then they equivocated ...","Đầu tiên thì họ phủ nhận, rồi thì họ nói nước đôi ...",(logic) A logical fallacy resulting from the use of multiple meanings of a single expression.
entrepreneurial,adjective,kinh doanh,"Gotta be entrepreneurial , right?",Phải biết kinh doanh nhỉ?,"Having the spirit, attitude or qualities of an entrepreneur; enterprising."
adulate,verb,nịnh hót,"21 Unlike the disciples of Jesus, the pope often wears very elaborate garb and welcomes the adulation of humans.","21 Khác với môn đồ của Giê-su, giáo hoàng thường mặc y phục rất sang trọng và thích được người ta nịnh hót .",To flatter effusively
addendum,noun,phụ lục,I wrote up an addendum to the budget and it's dated today.,"Em đã viết danh sách trong phụ lục , được ký hôm nay",Something to be added; especially text added as an appendix or supplement to a document.
charade,noun,màn kịch,Time to end this little charade .,Đến lúc kết thúc màn kịch này rồi.,Something apparently real but based on pretence/pretense.
cliched,adjective,cliché,Cliche .,Sáo rỗng .,Alternative spelling of [i]clichéd[/i]
cotillion,noun,nhạc nhảy côticông,"At the cotillion , sir.","Ở nơi dạ vũ , thưa ông.",A bold dance performed in groups of eight where ladies lift their skirts to display their ankles
credenza,noun,credenza,"But sooner or later, we are faced with the sofa and the bed and the credenza .","Nhưng không sớm thì muộn chúng ta cũng phải đối diện với cái ghế dài, cái giường và những thứ khác nặng hơn .",A sideboard or buffet.
expunge,verb,xoá,Expunge 20 years of oppression out the window.,Xoá 20 năm của sự áp bức ra ngoài cửa sổ.,To erase or strike out.
inviolate,adjective,không bị vi phạm,"2 We believe that no government can exist in apeace, except such laws are framed and held inviolate as will secure to each individual the bfree exercise of cconscience, the right and control of property, and the dprotection of life.","2 Chúng tôi tin rằng, không một chính phủ nào có thể tồn tại trong hòa bình, trừ phi những luật pháp như vậy được thiết lập và giữ cho không bị vi phạm để bảo đảm cho mỗi cá nhân asự tự do hành động theo blương tâm, quyền kiểm soát tài sản, và csự bảo vệ mạng sống.",Not violated; free from violation or hurt of any kind; secure against violation or impairment.
trousseau,noun,quần áo tư trang,I'll buy your trousseau for you too.,Và anh sẽ sắm của hồi môn cho em.,(obsolete) A bundle.
perjure,verb,bội thề,I perjured myself before the gods.,Tôi bội thề chính mình trước chư thần.,(reflexive) To knowingly and willfully make a false statement of witness while in court.
pince-nez,noun,kính cặp mũi,He had long since given up the cigar and pince - nez .,Nó đã bỏ xì gà và pince- nez từ lâu.,temple-less eyeglasses that clip to the bridge of the nose
obsession,noun,sự ám ảnh,Your obsession gave me back the gun!,Chính sự ám ảnh của mày đã trả lại tao khẩu súng!,A compulsive or irrational preoccupation.
dishonor,noun,sự ô danh,Dishonorable discharge.,Đã bị trục xuất khỏi quân ngũ.,shame or disgrace
prepossession,noun,thiên kiên,,,Preoccupation; having possession beforehand.
perceptible,adjective,có thể cảm nhận được,You're a perceptive one.,Biết quan sát đấy.,"Able to be perceived, sensed, or discerned."
licentious,adjective,dâm loạn,""" Debauched aliens and atheists falling into great licentiousness and leading degenerate lives. """,""" trong một nếp sống suy đồi, bại hoại, chìm đắm trong cực kỳ dâm loạn . ""","Lacking restraint, or ignoring societal standards, particularly in sexual conduct."
nuptial,adjective,lễ cưới,Then there are nuptials to be arranged.,Vậy là có lễ cưới được sắp xếp.,Of or pertaining to wedding and marriage.
connubial,adjective noun,vợ chồng,,,Of or relating to the state of being married.
slapstick,noun,roi pháo,The first Dutch film was the slapstick comedy Gestoorde hengelaar (1896) by M.H. Laddé.,Phim đầu tiên của Hà Lan là phim hài hề tếu Gestoorde hengelaar (1896) của M.H. Laddé..,"(uncountable) physical comedy, e.g. slipping on a banana peel, exaggeratedly losing balance, walking into walls etc."
lychee,noun,vải,"During the winter months in mountainous northern Thailand, the temperature is cool enough for the cultivation of fruits such as lychees and strawberries.","Trong suốt mùa đông ở vùng núi phía bắc Thái Lan, nhiệt độ đủ lạnh để trồng trái cây như vải và dâu tây.","The Chinese tropical fruit tree Litchi chinensis, of the soapberry family."
platinum,noun,platin,"Palladium can be found as a free metal alloyed with gold and other platinum -group metals in placer deposits of the Ural Mountains, Australia, Ethiopia, North and South America.","Paladi có thể tìm thấy như là kim loại tự do tạo hợp kim với vàng và các kim loại khác của nhóm platin trong các trầm tích thuộc dãy núi Ural, Australia, Ethiopia, Nam và Bắc Mỹ.","Of a whitish grey colour, like that of the metal."
risotto,noun,Risotto,"The scampi and champagne risotto , please.","The, um, Skambian champagne risotto , làm ơn.",(countable) An Italian savoury dish made with rice and other ingredients.
doyenne,noun,doyenne,"In 1869 and 1870 A. T. Stewart built the first of the grand Fifth Avenue palaces, on the northwest corner of 34th Street, across from the doyenne of New York society, Caroline Schermerhorn Astor.","Vào năm 1869 và 1870, A. T. Stewart đã xây dựng tòa lâu đài đầu tiên Đại lộ thứ năm, ở góc tây bắc của Phố 34, đối diện với doyenne của xã hội New York, Caroline Schermerhorn Astor.",A female doyen
canape,noun,canape,Canape ?,Bánh nưởng không ?,Alternative spelling of [i]canapé[/i]
polenta,noun,cháo Y,Polenta is common across the region.,Polenta khá phổ biến ở khắp khu vực này.,"any of various types and consistencies of a starchy accompaniment to a meal made from coarse maize-meal porridge, sometimes fried or grilled"
climate change,noun,biến đổi khí hậu,"Well, of course, one of the things is climate change again.",Dĩ nhiên sẽ tồn tại biến đổi khí hậu .,"Changes in the Earth's climate, especially those produced by global warming."
hypnotize,verb,thôi miên,Did you hypnotize P'Shone?,Cậu thôi miên anh Shone đấy ak?,To induce somebody into a state of hypnosis.
forewarning,noun,cảnh báo trước,"Be forewarned , then.",Vậy để tôi cảnh báo cho cậu.,Present participle of forewarn.
manumission,noun,sự giải phóng,Manumission had become frequent enough that in 2 BC a law (Lex Fufia Caninia) limited the number of slaves an owner was allowed to free in his will.,Việc giải phóng nô lệ đã trở nên đủ thường xuyên tới mức vào năm 2 trước Công nguyên một đạo luật (Lex Fufia Caninia) đã được ban hành trong đó giới hạn số lượng nô lệ mà một chủ nô được cho phép giải phóng trong di chúc của mình.,"release from slavery, freedom, the act of manumitting"
lace,verb,buộc,"If you take off the coif, you'll find lacings in the back of the tabard.","Nếu bà bỏ cái mũ ra, bà sẽ thấy những dây buộc phía sau áo choàng.","(uncountable) A light fabric containing patterns of holes, usually built up from a single thread."
verification,noun,[sợ,"After an outcry from security consultants who feared that denying security updates to illegal installations of Windows XP would have wide-ranging consequences even for legal owners, Microsoft elected to disable the new key verification engine.","Sau khi bị những nhà tư vấn bảo mật phản đối vì sợ việc từ chối không cho các máy vi phạm cài các bản cập nhật bảo mật có thể dẫn đến hậu quả rộng cho cả những người sở hữu hợp pháp, Microsoft đã quyết định tắt cơ chế xác minh khóa mới này.",The act of verifying.
perspicacity,noun,sự minh mẫn,"These are men and women who can sense the presence of distant atolls of islands beyond the visible horizon, simply by watching the reverberation of waves across the hull of their vessel, knowing full well that every island group in the Pacific has its unique refractive pattern that can be read with the same perspicacity with which a forensic scientist would read a fingerprint.","Những người mà có thể nhận biết được sự hiên diện của những rặng san hô quanh những hòn đảo ở xa hơn chân trời hiện hữu, đơn giản chỉ bằng quan sát những ngọn sóng bị đánh lại trên thân tàu, biết tường tận rằng mỗi nhóm đảo trên Thái Bình Dương đều có những mô hình khúc xạ đặc thù mà có thể đọc với cùng tri thức của những nhà khoa học pháp y khi đọc vân tay.",Acute discernment or understanding; insight.
