word,part_of_speech,meaning,example,example_meaning,definition
climate,noun,thời tiết,I get paid to complain about climate models.,Tôi được trả tiền để kêu ca về kiểu hình thời tiết mà.,(obsolete) An area of the earth's surface between two parallels of latitude.
thermometer,noun,nhiệt kế,You can remove the thermometer now.,Anh có thể bỏ nhiệt kế ra rồi.,An apparatus used to measure temperature.
global warming,noun,hiện tượng nóng lên toàn cầu,"Start with the notion that global warming is not only real, but dangerous.","Bắt đầu từ quan điểm hiện tượng nóng lên toàn cầu không chỉ thật, mà còn rất nguy hiểm.","A sustained increase in the average temperature of the earth, sufficient to cause climate change."
natural resource,noun,tài nguyên thiên nhiên,Depletion is used to record the consumption of natural resources .,Sự cạn kiệt được sử dụng để ghi lại sự tiêu thụ tài nguyên thiên nhiên .,"Any source of wealth that occurs naturally, especially minerals, fossil fuels, timber, etc."
equator,noun,xích đạo,We are at exactly 23 and a half degrees north of the equator .,Ta đang ở chính xác 23 độ rưỡi bắc xích đạo .,"(often “the Equator”) An imaginary great circle around the earth, equidistant from the two poles, and dividing earth's surface into the northern and southern hemisphere."
island,noun,đảo,"The island has one mountain higher than 600 metres (2,000 ft), Snaefell, with a height of 620 metres (2,034 ft).",Đảo Man có một ngọt núi cao hơn 600 mét (2.000 ft) là Snaefell với chiều cao 620 mét (2.034 ft).,"A contiguous area of land, smaller than a continent, totally surrounded by water."
swamp,verb,đầm lầy,The water then flows out of the swamps as the Luapula River.,Dòng nước sau đó chảy ra khỏi đầm lầy và trở thành sông Luapula.,"A type of wetland that stretches for vast distances, and is home to many creatures who have adapted specifically to that environment."
peninsula,noun,bán đảo,Nesodden is located on the tip of the peninsula between main Oslofjord and its arm Bunnefjorden.,Nesodden nằm ở mũi của bán đảo giữa Oslofjord chính và nhánh Bunnefjorden của nó.,(geography) A piece of land projecting into water from a larger land mass.
humid,adjective,ẩm,That's very important because the humidity and precipitation tell you whether you've got standing pools of water for the mosquitoes to breed.,"Điều đó rất quan trọng vì độ ẩm và lượng mưa cho biết tình trạng môi trường nước tù, đọng cho muỗi sinh sản.","Containing sensible moisture (usually describing air or atmosphere); damp; moist; somewhat wet or watery; as, humid earth; consisting of water or vapor."
precipitation,noun,mưa,That's very important because the humidity and precipitation tell you whether you've got standing pools of water for the mosquitoes to breed.,"Điều đó rất quan trọng vì độ ẩm và lượng mưa cho biết tình trạng môi trường nước tù, đọng cho muỗi sinh sản.",A hurried headlong fall.
evaporation,noun,sự bay hơi,Evaporation of these acidic solutions affords the hydrate salt described above.,Sự bay hơi của các dung dịch axit này mang lại muối hydrat được mô tả ở trên.,The process of a liquid converting to the gaseous state.
