word,part_of_speech,meaning,example,example_meaning,definition
subsidy,noun,tiền trợ cấp,"In 1991, he enjoyed a Special Subsidy from State Council of China.",Từ năm 1991 được hưởng tiền trợ cấp đặc biệt của chính phủ Trung Quốc.,"financial support or assistance, such as a grant"
bale,noun,kiện,"Hidden in bales of cloth and other merchandise, the volumes were smuggled to the shores of England and up into Scotland.",Họ bày mưu giấu Kinh-thánh trong các kiện vải và hàng hóa khác để lén lút tải đến các bờ biển Anh và chuyển lên Tô-cách-lan.,"Evil, especially considered as an active force for destruction or death."
ire,verb,sự giận dữ,"These two reforms quickly drew the ire of the aristocracy and Wichaichan, whose powers were slowly being eroded.","Hai cải cách nhanh chóng gây được sự giận dữ của tầng lớp quý tộc và Wichaichan, người có quyền hạn đã dần bị xói mòn.","(literary, poetic) Great anger; wrath; keen resentment."
pike,verb,cá chó,They are also preyed upon by smallmouth bass and northern pike .,Chúng cũng bị ăn thịt lẫn bởi cá vược miệng nhỏ và cá chó phương Bắc.,"(transitive) To attack, prod, or injure someone with a pike."
sassy,adjective,hỗn láo,"If your 4-year-old gets sassy at the dinner table , do you wash her mouth out with soap , give her a time-out , or take away a prized position ?","Nếu bé con 4 tuổi của bạn hỗn láo ngay tại bàn ăn tối thì bạn có rửa miệng cho nó bằng xà phòng , cho nó nghỉ ăn , hay không cho nó ngồi chỗ đó nữa ?",Impudent.
complementary,adjective,bổ sung,"Other measures, such as antihistamines and steroids, are complementary .","Các biện pháp khác, như thuốc kháng histamine và steroid, được bổ sung .",Acting as a complement.
kinesiology,noun,động học,Such kinesiology is also used in rehabilitative therapy for stroke victims.,Người ta cũng dùng môn vận động học đó trong việc trị liệu cho người bị tắt nghẽn mạch não [đột quỵ] được phục hồi.,(medicine) the study of body movement
bursar,noun,người thủ quỹ,I'm the bursar .,Tôi là quản lý .,"the treasurer of a university, college or school."
conform,verb,thích hợp,"We have sought to shrug off individuality, replacing it with conformity .","Chúng ta phải tìm cách loại trừ những thứ mang tính cá nhân, thay thế bằng điều thích hợp .","(intransitive, of persons, often followed by to) To act in accordance with expectations; to behave in the manner of others, especially as a result of social pressure."
incentivize,verb,khuyến khích,Incentivize them.,Khuyến khích họ.,"(transitive, US, business, economics) To provide incentives for; to encourage."
covert,adjective,che đậy,the Walt Rostow kind of view... of covert aggression of some kind.,như Walt Rostow... về những cuộc xâm lăng bị che đậy kiểu như thế.,"Partially hidden, disguised, secret, surreptitious."
assessment,noun,sự đánh giá,That's not an unfair assessment .,Đó là một sự đánh giá không chính xác.,"The act of assessing or an amount (of tax, levy or duty etc) assessed."
