word,part_of_speech,meaning,example,example_meaning,definition
snicker,verb,tiếng cười khúc khích,I heard the snickers .,Tôi nghe tiếng cười khúc khích .,A stifled or broken laugh
pedestal,verb,đôn,The pedestal of Neferhotep I and Sobekhotep IV as well as the naos of Neferhotep discovered by Georges Legrain in Karnak indicate that he undertook some building works there.,Chiếc đôn của Neferhotep I và Sobekhotep IV cũng như là điện thờ nhỏ của Neferhotep được phát hiện bởi Georges Legrain ở Karnak biểu thị rằng ông đã xây dựng một số công trình xây dựng tại đó.,"(architecture) The base or foot of a column, statue, vase, lamp, or the like; the part on which an upright work stands. It consists of three parts, the base, the die or dado, and the cornice or surbase molding. See Illust. of {Column}."
behalf,noun,nhân danh,~ On behalf of justice.,Nhân danh công lý.,Advantage; favor; stead; benefit; interest; profit; support; defense; vindication.
tribute,verb,vật cống,"And you take his grain as tribute ,+","Lấy ngũ cốc của họ như vật cống nạp,+","An acknowledgment of gratitude, respect or admiration; an accompanying gift."
oppressed,adjective,bị trị,Submission to God is never oppressive .,Vâng phục Ngài không phải là gánh nặng .,Subject to oppression.
psychedelic,noun,ma tuý,Now I'm upping it to fucking psychedelics !,Giờ thì em lại nâng lên thành chơi ma tuý rồi!,"Of, containing or generating hallucinations, distortions of perception, altered awareness etc"
curtsy,noun,cúi đầu,She just curtsied .,Cô ấy vừa cúi chào .,Alternative spelling of curtsey.
armory,noun,kho vũ khí,The robbery at the armory ?,Vụ cướp tại kho vũ khí .,Heraldry
lag,verb,tụt lại sau,Immediately the little boy singled out the lagging limping puppy and said .,Ngay lập tức cậu bé chú ý đến chú chó con khập khiểng bị tụt lại sau ấy và hỏi .,late
confound,verb,làm bối rối,""" Confound it!",""" Làm bối rối nó!",To confuse; to mix up; to puzzle.
giddy,adjective,choáng váng,"After so many years of shouldering responsibility, she felt almost giddy at abandoning her constant sense of worry.","Sau nhiều năm gánh vác trách nhiệm, cô cảm thấy gần như choáng váng với việc từ bỏ cảm giác lo lắng liên miên.","dizzy, feeling dizzy or unsteady and as if about to fall down"
ease,verb,nới,"Desired effects also may include easing education, communication and some other aspects of life.","Hiệu ứng mong muốn cũng có thể bao gồm giáo dục nới lỏng, giao tiếp và một số khía cạnh khác của cuộc sống.",The state of being comfortable or free from stress.
hawk,verb,chim ưng,"Last time we played, I lost a black hawk to you.","Lần cuối ta chơi, tôi đã thua con chim ưng đen.",A diurnal predatory bird of the family Accipitridae.
foxhole,noun,hố cá nhân,They don't hand those medals out for hiding in your foxhole .,Họ không tặng huy chương vì anh núp trong hố cá nhân .,(military) A small pit dug into the ground as a shelter for protection against enemy fire.
comeback,verb,trở lại,They're making a movie about his comeback .,Họ làm phim về sự trở lại của anh ấy.,"A return (e.g. to popularity, success, etc.)."
representative,adjective,đại diện,I represent the Seventh District of Arizona.,"Tôi đại diện cho Quận 7, bang Arizona.",Typical; having the same properties of interest as a larger group.
pastime,verb,sự giải trí,Reading—once a favorite pastime —is now often viewed as a chore.,"Việc đọc—trước đây là một sự giải trí thú vị, bây giờ thì thường được xem là việc mệt nhọc.","That which amuses, and serves to make time pass agreeably; sport; amusement; diversion; games"
percussion,noun,bộ gõ,Now pit percussion was fun.,Bộ gõ rất thú vị.,(countable) the collision of two bodies in order to produce a sound
engage,verb,hứa hôn,(Matthew 5:37) Christians who get engaged should mean it.,"(Ma-thi-ơ 5:37, Trịnh Văn Căn) Khi hứa hôn , tín đồ Đấng Christ phải nghiêm túc.",(transitive) To engross or hold the attention of (someone); to keep busy or occupied.
jerky,adjective,giật giật,Teriyaki jerky .,Khô bò Teriyaki .,Characterized by physical jerking.
smite,verb,đánh,Whereupon God smites the redneck dead.,Ngay lúc đó Chúa đánh chết gã lỗ mãng.,To injure with divine power.
beret,noun,bê rê,And didn't I wind up having to wear a beret to the dance?,Không phải mình đã phải đội mũ bê rê đi khiêu vũ sao?,"A type of round, brimless cap with a soft top and a headband to secure it to the head; usually culturally associated with France."
cue,verb,quờ,Cue the slots.,Xử lý khu máy đánh bạc.,An action or event that is a signal for somebody to do something.
flustered,adjective,bối rối,I got so flustered ...,"Tôi bối rối đấy, tôi -","Confused, befuddled, in a state of panic by having become overwrought with confusion."
commend,verb,tuyên dương,"He received many commendations , awards and medals during his military career.","Ông đã nhận được rất nhiều tuyên dương , phần thưởng và huy chương trong sự nghiệp quân ngũ.",To congratulate or reward.
smithereens,noun,mảnh vụn,No one blows my tech to smithereens And gets away with it...,Không ai được phép nổ tung công nghệ của tôi thành mảnh vụn rồi cuốn xéo như thế được.,Fragments or splintered pieces; numerous tiny disconnected items.
backslide,verb,lại sa ngã,"I backslid , okay?","Con tái nghiện , được chưa?","To regress; to slip backwards or revert to a previous, worse state."
artful,adjective,xảo quyệt,"Disengagement is neither artful , nor effective.",Nó không xảo quyệt cũng không hiệu quả đâu.,"Performed with, or characterized by, art or skill."
contract,noun,hợp đồng,You signed a contract .,Cậu đã ký hợp đồng rồi.,"An agreement between two or more parties, to perform a specific job or work order, often temporary or of fixed duration and usually governed by a written agreement."
marred,adjective,bẩn,Saucer men from Mars .,Người đĩa bay tới từ Hỏa tinh .,Simple past tense and past participle of mar.
abscond,verb,bỏ trốn,"Whoa, whoa "". Absconded ""?","Ôi cha. "" Bỏ trốn "" ư?","(intransitive) To depart secretly; to steal away, particularly to avoid arrest or prosecution :"
seamless,adjective,đúc,"Seamless traditionalism, yet all the perks.","Chấm dứt cách làm cũ, đây là quyền của chúng ta.",(not comparable) Having no seams.
stagnant,adjective,ứ đọng,"You drink it, it evaporates, turns stagnant .","Anh uống nước vào, chúng bay hơi, rồi lại ứ đọng .","Lacking freshness, motion, flow, progress, or change; stale; motionless; still."
retrofit,adjective,nâng cấp,I retrofitted that device myself.,Chính tôi đã trang bị đầu đạn đó.,"To add or substitute new parts or components to some device, structure etc., that were not previously available; to modernize"
vat,verb,chum,VAT is calculated based on usage.,VAT được tính dựa trên việc sử dụng.,"A large tub, such as is used for making wine or for tanning."
preemptive,adjective,,"It was preemptive , I suppose, my leaving.",tôi nghĩ thế việc tôi rời đi ấy.,"Of, or pertaining unto, preëmption."
muddle,verb,làm lộn xộn,I'll muddle through.,Em sẽ làm lẫn lộn lung tung nó lên.,"To mix together, to mix up; to confuse."
wistfully,adverb,,And he eyed the other wistfully .,Và ông bâng khuâng quan sát vị khách .,In a wistful manner; .
