word,part_of_speech,meaning,example,example_meaning,definition
alight,adjective,đậu xuống,"When he finds one, he alights and mates.","Khi tìm được bạn tình, con đực đậu xuống và giao phối.","(intransitive, with from) To spring down, get down, or descend, as from on horseback or from a carriage; to dismount."
petulant,adjective,cáu bẩn,I was petulant .,Tôi đã từng nóng nảy .,childishly irritable.
arabesque,noun,kỳ dị,"In the last six weeks, there are 22 posts from some guy named Allen Arabesque .",Có 22 bài viết từ một người tên Allen Arabesque .,"(music) An ornate composition, especially for the piano."
bluster,verb,quát tháo,He blustered about my naive approach to challenges in the world and brought our visit to an abrupt close.,Ông quát tháo về giải pháp ngây thơ của tôi đối với những thử thách trên thế giới và làm cho cuộc chuyện trò của chúng tôi đi đến một kết thúc bất ngờ.,A gust of wind.
hatchling,noun,trứng mới nở,"Eagle Nest, this is Hatchling .","Tổ đại bàng, Hatchling đây.","A newly hatched bird, reptile or other animal that has emerged from an egg."
canny,adjective,khôn ngoan,Aren't you the canny lass?,Không phải cô là một người rất khôn ngoan sao?,"Careful, prudent, cautious."
uncouth,adjective,vụng về,"His biographer Paolo Giovio says, ""His nature was so rough and uncouth that his domestic habits were incredibly squalid, and deprived posterity of any pupils who might have followed him.""","Người viết tiểu sử ông Paolo Giovio nói, ""Bản chất của ông quá mạnh mẽ và vụng về khiến các thói quen ở gia đình của ông rất bần tiện, and deprived posterity of any pupils who might have followed him.""","(archaic) Unfamiliar, strange, foreign."
haughty,adjective,kiêu căng,"4 That God is holy does not mean that he is smug, haughty , or disdainful of others.","4 Đức Chúa Trời là thánh không có nghĩa Ngài tự đắc, kiêu căng , hoặc khinh thường người khác.","Conveying in demeanour the assumption of superiority; disdainful, supercilious."
immigration,noun,nhập cư,And I don't mean seventh- generation Finnish immigrants .,Tôi không ám chỉ những người nhập cư Phần Lan thế hệ thứ 7.,The act of immigrating; the passing or coming into a country for the purpose of permanent residence.
deportation,noun,trục xuất,They were the most numerous group deported by the Soviet Union.,Họ là nhóm nhiều nhất bị Liên Xô trục xuất .,"The act of deporting or exiling, or the state of being deported; banishment; transportation."
abruptly,adverb,bất ngờ,Signor Sassetti has left us quite abruptly .,Ngài Sassetti đã đi khá bất ngờ .,"In an abrupt manner; without giving notice, or without the usual forms; suddenly."
dapper,adjective,bảnh bao,""" The Dapper Gangland Kingpin. """,""" Tên Trùm Giang Hồ Bảnh Bao . ""","stylishly dressed, neatly dressed, spiffy"
authorization,noun,phép,"At one time, the prison authorities allowed the Witness prisoners to have only a limited amount of Bible literature published by Jehovah’s Witnesses.","Có một thời gian, những người có thẩm quyền trong trại giam chỉ cho phép các Nhân Chứng giữ một số sách báo do Nhân Chứng Giê-hô-va xuất bản.",(uncountable) Permission.
avert,verb,tránh,"(Ecclesiastes 9:11) Money is “for a protection,” and careful planning can often avert hardship.","Tiền bạc là sự “che-thân”, và việc bàn tính cẩn thận thường có thể giúp tránh được hoàn cảnh gian khổ (Truyền-đạo 7:12).",(transitive) To turn aside or away.
cardiologist,noun,bác sĩ tim,"He's, um, a cardiologist .",Ông là bác sĩ tim .,A physician who specializes in medical problems related to the heart.
turf,verb,cuộc đua ngựa,Our turf ?,Nó giống như một cuộc đua ngựa .,(Irish) a sod of peat used as fuel.
migrant,adjective,chim di trú,Some of these migrants may make a stopover near your home to refuel and rest up.,Một số loại chim di trú này có thể dừng cánh gần nhà bạn để bồi dưỡng năng lực và nghỉ ngơi.,A migratory bird or other animal.
desperate,adjective,tuyệt vọng,We're desperate .,Chúng tôi đang tuyệt vọng kinh khủng.,"Being filled with, or in a state of despair; hopeless."
hassle,verb,làm phiền,A place where no one hassles you.,Một nơi không bị làm phiền .,"Trouble, bother, unwanted annoyances or problems."
discriminate,adjective,phân biệt,"“In many parts of the world, women suffer discrimination and mistreatment.","“Trong nhiều nơi, phụ nữ bị phân biệt đối xử và ngược đãi.",(intransitive) To make distinctions.
solitary,adjective,đơn độc,"That's how I ended up in solitary , because I let my feelings be known.","Thế là tôi đơn độc , vì tôi chia sẽ xúc cảm của mình.","One who lives alone, or in solitude; an anchoret, hermit or recluse."
journalism,noun,nghề làm báo,It's a big day for journalism .,Một ngày trọng đại cho nghề làm báo .,The activity or profession of being a journalist.
cartel,noun,Cartel,Mike fights the Cartel leader and learns that King Courtney is now after Mike for his wealth.,Mike tham gia một trận thư hùng với tay trùm Cartel và biết được rằng King Courtney hiện đang săn đuổi Mike vì sự giàu có của anh.,A group of businesses or nations that collude to limit competition within an industry or market.
balaclava,noun,chỉ để hở mặt,Do narcissists wear balaclavas ?,Bọn ái kỷ có đội mũ trùm đầu không?,"A warm cap shielding the neck and head, often made out of wool."
terminal,adjective,tận cùng,Terminal Island Penitentiary hosts 3 days of the ultimate of Auto Carnage.,Đảo Tận cùng Trại cải tạo - 3 ngày tối hậu của Cuộc đua Tàn sát.,A building in an airport where passengers transfer from ground transportation to the facilities that allow them to board airplanes.
rapid,adjective,nhanh,"It warns that "" the effect of the morteaus will be more rapid if an enchantment is used during the flower's preparation. ""","Có một cảnh báo rằng "" hiệu quả của tử quỳ sẽ nhanh chóng hơn "" nếu bùa chú tham gia vào quy trình chuẩn bị "".",Describes a process or concept which occurs quickly.
