word,part_of_speech,meaning,example,example_meaning,definition
stupor,noun,trạng thái sững sờ,"You woke up from a stupor , didn't know where you were?","Thì sao, ông tỉnh dậy khi đang ngớ ngẩn say , và không biết mình ở đâu hả?",A state of reduced consciousness or sensibility
palatial,adjective,nguy nga,Cambodia was a communist ally of China and Prince Sihanouk was staying in a palatial residence in Beijing.,Campuchia là một đồng minh của Trung Quốc và hoàng tử Sihanouk đã ở trong một căn nhà nguy nga ở Bắc Kinh.,Of or relating to a palace.
sallow,adjective,tái,"Thou belongest to that hopeless, sallow tribe which no wine of this world will ever warm; and for whom even Pale Sherry would be too rosy- strong; but with whom one sometimes loves to sit, and feel poor - devilish, too; and grow convivial upon tears; and say to them bluntly, with full eyes and empty glasses, and in not altogether unpleasant sadness -- Give it up,","Ngài belongest với bộ tộc vô vọng tái xám, không có rượu vang của thế giới này sẽ bao giờ hết ấm áp, mà thậm chí nhạt Sherry sẽ là quá hồng mạnh mẽ, nhưng với người mà một đôi khi rất thích ngồi, và cảm thấy kém quỷ quái, và phát triển vui vẻ khi những giọt nước mắt và nói với họ một cách thẳng thắn, với đầy đủ mắt và kính trống rỗng, và trong nỗi buồn không hoàn toàn khó chịu - nó lên,","dirty, murky"
boorish,adjective,thô lỗ,"For two centuries after George II's death, history tended to view him with disdain, concentrating on his mistresses, short temper, and boorishness .","Trong khoảng hai thế kỷ sau cái chết của George II, các sử gia có xu hướng nhìn nhận ông với thái độ khinh thị, chỉ trích việc ông có nhiều tình nhân, hay nổi cáu và thô lỗ .",Behaving as a boor; rough in manners; rude; uncultured.
incorrigible,adjective,không thể sửa được,They must not presume to judge others as permanently incorrigible .,Họ chớ nên phán đoán rằng những người phạm tội là vĩnh viễn không thể sửa được .,defective and impossible to materially correct or set aright.
fetching,adjective,quyến rũ,The fetching young lady in the fur stole or Cookie here.,Quý bà trẻ tuổi quyến rũ trong chiếc khăn quàng lông thú này hay Bánh quy.,Attractive; pleasant to regard.
fete,verb,lễ hội,Car 1 6 to Place des Fetes .,Xe 16 tới ga Quảng trường des Fêtes .,"A festival open to the public, the proceeds from which are often given to charity."
berate,verb,mắng mỏ,"She regularly berates Mung Daal, whom she considers a rival.","Bà thường xuyên mắng mỏ Mung Daal, người mà cô cho là đối thủ.",(transitive) To chide or scold vehemently; to lecture or rate.
paroxysm,noun,cơn kích phát,"So, there I was -- in a sort of paroxysm of horror.","Vậy đó, tôi đã -- cực kỳ hoảng hồn.",A random or sudden outburst (of activity).
carapace,noun,mai,"The carapace of P. zangerli is higher domed than that of the recent Chelydra, a trait conjectured to be associated with the coexistence of large, chelonivorous (i.e., turtle-eating) crocodilians.","Mai của P. zangerli là cao hơn so với mai của Chelydra gần đây, một đặc điểm phỏng đoán có liên quan đến sự sống chung của lớn, chelonivorous (tức là, rùa ăn) cá sấu.",A hard protective covering of bone or chitin.
