word,part_of_speech,meaning,example,example_meaning,definition
synchronize,verb,đồng bộ hoá,Disk activated and synchronized .,Đĩa được kích hoạt và đồng bộ hoá .,"(transitive) To cause two or more events happen at exactly the same time, at the same rate, or in a time-coordinated way. To harmonize in regard to time."
pension,verb,hưu bổng,The pension has increased numerous times with Congressional approval.,Tiền hưu bổng đã được tăng nhiều lần với sự chấp thuận của Quốc hội.,"A regularly paid gratuity paid regularly as benefit due to a person in consideration of past services; notably to one retired from service, on account of retirement age, disability or similar cause; especially, a regular stipend paid by a government to retired public officers, disabled soldiers; sometimes passed on to the heirs, or even specifically for them, as to the families of soldiers killed in service."
vivacity,noun,tính hoạt bát,In 1845 he added the Intermezzo and Allegro vivace to complete the work.,"Vào năm 1845, ông thêm đoạn intermezzo và chương kết để hoàn thành tác phẩm.",The state of being vivacious.
cudgel,noun,dùi cui,"The local fishermen call it the ""eye"" of the South China Sea, and believe it is where the Monkey King, depicted in the novel ""Journey to the West"", found his golden cudgel .","Các ngư dân địa phương gọi đó là ""con mắt"" của Biển Đông, và tin rằng đó là nơi Mỹ Hầu vương, được mô tả trong Tây Du Ký, tìm thấy gậy vàng (Như ý kim cô bổng) của mình.",to strike someone with a cudgel
emollient,adjective,làm dịu,Manufacturing lotions and creams can be completed in two cycles: Emollients and lubricants are dispersed in oil with blending and thickening agents.,Sản xuất sữa dưỡng và kem có thể được hoàn thành trong hai chu kỳ: Chất mềm hóa và chất bôi trơn được phân tán trong dầu với các chất pha trộn và làm dày.,"Anything soothing the mind, or that makes something more acceptable."
a priori,adjective,Tiên nghiệm,"For example, Fritz Machlup, Friedrich Hayek and others did not take Mises' strong a priori approach to economics.","Lấy ví dụ, Fritz Machlup, Friedrich von Hayek và những người khác, không coi trọng cách tiếp cận tiên nghiệm của Mises trong kinh tế học.","(law, Latinate) Known ahead of time."
poniard,verb,đâm bằng dao găm,She corrupted this man; she placed the poniard in his hand; she made him kill the duke.,"Mụ đã làm cho anh ta sa ngã, đã đặt dao găm vào tay anh ta để giết Quận công.",A dagger typically having a slender square or triangular blade.
prelate,verb,giáo chủ,Upon whom does the prelate of Opus Dei depend?,Truy cập ngày 8 tháng 6 năm 2007. ^ Upon whom does the prelate of Opus Dei depend?,"A clergyman of high rank and authority, having jurisdiction over an area or a group of people; normally a bishop."
valet,verb,người hầu phòng,'Cause we'd know If the valet had His car downstairs.,Vì chúng tôi biết nếu người hầu phòng giữ xe cậu ấy tầng dưới.,"A man's personal male attendant, responsible for his clothes and appearance."
commiseration,noun,sự thương hại,My commiserations on losing the Nine Eyes vote.,Vậy là chương trình 00 của tôi có thể sẽ bị chặn đứng.,"The act of commiserating; sorrow for the wants, afflictions, or distresses of another; pity; compassion."
seraglio,noun,hậu cung,"The summer seraglio of Ali Pasha of Yannina was built on the castle's remains, during the early 1810s.","Các seraglio mùa hè của Ali Pasha của Yannina được xây dựng trên tàn tích của lâu đài, trong đầu những năm 1810.",The palace of the Grand Seignior in Constantinople.
abhorrence,noun,sự ghê tởm,But disguise of every sort is my abhorrence .,Nhưng tôi ghét che giấu bất kỳ việc gì!,Extreme aversion or detestation; the feeling of utter dislike.
inquietude,noun,sự bồn chồn,,,"A condition of being restless, uneasy or nervous"
truant,adjective,lười biếng,These people are at-risk; these people are truant .,Những người này dễ tổn thương ; những người này ăn chơi .,"Describing one who is truant, absent without permission, especially from school."
ragout,verb,ragu,"Beef ragout , cheese soufflé Pie and pudding en flambé","Thịt bò hầm , trứng bơ, bánh mì và bánh put-đinh",a stew of meat and vegetables mixed together
rapacious,adjective,phàm ăn,Ever so many are rapacious in how they deal with others.,Rất nhiều người cực kỳ tham lam khi đối xử với người khác.,Voracious; avaricious.
descry,verb,nhìn thấy,We cannot without circumstance descry .,Chúng ta có thể không phải không có nhận thấy hoàn cảnh.,(transitive) To see
miser,noun,người keo kiệt,"Here lies a miser who lived for himself,","Nơi đây an nghỉ một người keo kiệt mà đã sống cho bản thân mình,",(pejorative) A person who hoards money rather than spending it; one who is cheap or extremely parsimonious.
calumniate,verb,vu khống,Calumny and lies and misrepresentation have attempted to defame.,Lời vu khống và dối trá cùng xuyên tạc đã cố gắng để phỉ báng.,To make hurtful untrue comments about (someone)
debauch,verb,làm bại hoại,"Debauches , intrigues, seductions!","Sa đọa, tằng tịu, cám dỗ !",An act of debauchery.
physic,adjective,cho thuốc,Here is a physics - based puzzle.,Đây là một câu đố dựa trên vật lý.,"(countable) A medicine or drug, especially a cathartic or purgative."
complaisant,adjective,dễ tính,"He cannot live in complaisance with others, except it be a friend; complaisance is the characteristic of a slave . . . .",Họ không thể sống a dua với kẻ khác vì tánh a dua là đặc tính của kẻ nô lệ.,Willing to do what pleases others.
habit,noun,thói quen,He was in the habit of taking a walk before breakfast every morning.,Ông ấy có thói quen dạo chơi mỗi sáng trước bữa điểm tâm.,To clothe.
soporific,adjective,gây buồn ngủ,"has such a soporific , even a narcoleptic effect",có tác động gây buồn ngủ như vậy,"Something inducing sleep, especially a drug"
chimerical,adjective,hão huyền,It's called chimerism .,Nó gọi là Chimerism * .,Of or pertaining to a chimera.
circumscribe,verb,giới hạn,"In the list below, Salicaceae are circumscribed broadly.","Trong danh sách dưới đây, họ Salicaceae được định nghĩa rộng.",To draw a line around; to encircle.
communion,noun,nhóm đạo,Why don't you take Communion ?,Sao anh không theo nhóm đạo ?,A joining together of minds or spirits.
native,adjective,bẩm sinh,"The lanthanum cation La3+ is a positive allosteric modulator at native and recombinant GABA receptors, increasing open channel time and decreasing desensitization in a subunit configuration dependent manner.","Nhưng các cation lantan La3+ là tác nhân điều chỉnh không gian và độ hoạt động dương tính tại các thụ thể GABA bẩm sinh và tái tổ hợp, làm tăng thời gian mở kênh và giảm sự nhạy cảm ở phụ nhóm cấu hình phụ thuộc kiểu.",Belonging to one by birth.
triumphant,adjective,chiến thắng,How did Erna come off triumphant in a special way?,Chị Erna đã chiến thắng một cách đặc biệt như thế nào?,Celebrating victory.
mortal,noun,người,"But, since your flesh is mortal , you must sacrifice your life to do it.","Nhưng con là người phàm, muốn làm điều này con phải hy sinh mạng sống của mình.","Susceptible to death by aging, sickness, injury, or wound"
limp,adjective,đi khập khiễng,They were limping along instead of running in a purposeful manner.,Họ đi khập khiễng thay vì nhắm tới đích mà chạy.,"(intransitive) To walk lamely, as if favouring one leg."
compliment,verb,ca tụng,"Frank, you just missed some compliments about your horse.",Anh vừa bỏ lỡ những lời ca tụng tuyệt vời về con ngựa của anh.,"An expression of praise, congratulation, encouragement, or respect."
figurine,noun,bức tượng nhỏ,"And he sort of, he showed a handful of figurines .",Và ông ấy chỉ chìa bàn tay ra với đầy những bức tượng nhỏ trong đó.,A small carved or molded figure; a statuette.
impersonal,adjective,khách quan,Would you prefer impersonal ?,Cô muốn câu hỏi khách quan ư?,Lacking warmth or emotion; cold.
pagan,adjective,ngoại giáo,It is to no avail that her citizens “purify” themselves according to pagan rites.,Việc dân sự “tẩy sạch” mình theo nghi lễ ngoại giáo hoàn toàn vô giá trị.,"relating to, characteristic of or adhering to non-biblical religions, especially earlier polytheism."
shrine,noun,đền,"Yes, you don't clap in a Buddhist shrine .","Có chứ, không được vỗ tay ở đền .",A place that is holy.
desecrate,adjective,mạo phạm,Would you humble the Almighty by desecrating his possessions?,Phải chăng vua coi thường Đấng Toàn Năng nên mới mạo phạm đến chén thánh?,(transitive) To profane or violate the sacredness or sanctity of something.
lecture,verb,thuyết trình,For the lecture .,Cho buổi thuyết trình .,"To teach, by giving a speech on a given topic."
