word,part_of_speech,meaning,example,example_meaning,definition
distasteful,adjective,khó chịu,Successful but... distasteful .,Thành công nhưng... rất khó chịu .,(figuratively) unpleasant
dramatic,adjective,bi thảm,"Hate to be dramatic , but there it is.","Tôi không muốn nói năng bi thảm , nhưng đúng là thế.",Of or relating to the drama.
dystopian,adjective,không tưởng,Are we stuck with this dystopian traffic hellscape?,Có phải chúng ta đang mắc kẹt với cảnh tượng giao thông đen tối này?,of or pertaining to a dystopia
agitated,adjective,bối rối,Walker's agitated .,Walker đã bị bối rối .,Simple past tense and past participle of agitate.
apologetic,adjective,biết lỗi,He was somewhat apologetic as he explained his actions.,Anh tỏ ra phần nào biết lỗi khi anh giải thích về hành động của mình.,Having the character of apology; regretfully excusing
appreciative,adjective,tán thưởng,"Again, people, but they laughed cynically, they didn't laugh with much appreciation .","Một lần nữa, người ta, ngoài việc cười nhạo, họ không có chút tán thưởng nào.",Showing appreciation or gratitude.
grateful,adjective,biết ơn,"I was oddly grateful when somebody threw in a dollar. """,Tôi vô cùng biết ơn nếu ai cho một đồng.,"Showing appreciation, being thankful."
laudatory,adjective,khen,Tjetjy then describes his career in the typical self- laudatory manner of the Egyptian elite.,Tjetjy tiếp đó đã miêu tả sự nghiệp của ông ta theo phong cách tự tán dương điển hình của những người Ai Cập ưu tú.,"Of or pertaining to praise, or the expression of praise; as, laudatory verses; the laudatory powers of Dryden - Sir J. Stephen"
melancholic,adjective,sầu muộn,Doesn't the rain make you melancholic ?,Mùa mưa này không làm cho cô ưu tư sao?,"Filled with or affected by melancholy—great sadness or depression, especially of a thoughtful or introspective nature."
advisory,adjective,tư vấn,Nelson is a member of the expert advisory group,Nelson là một thành viên của nhóm các chuyên gia tư vấn,Able to give advice.
sensitive,adjective,nhạy,It's kind of hard for me to imagine Reaper as sensitive .,Tôi không tưởng tượng được là Reaper lại nhạy cảm đấy.,Responsive to stimuli.
fidget,verb,bồn chồn,This is hard enough without you fidgeting all the time.,Bà không bồn chồn hoài vậy cũng đã đủ khó rồi.,(intransitive) to wiggle or twitch; to move around nervously or idly
relieved,adjective,nhẹ lòng,"No, I thought I'd feel avenged, or at least relieved .","Không, tôi nghĩ tôi sẽ cảm thấy hả dạ, hoặc ít nhất cũng nhẹ lòng .",Experiencing or exhibiting relief.
filmy,adjective,trong suốt,"Sachin Dev Burman, a member of the royal family, was a maestro in the filmi genre of Indian music.","Sachin Dev Burman là một thành viên vương thất Tripura, ông là một nhà soạn nhạc bậc thầy trong thể loại âm nhạc đại chúng filmi.",Resembling or made of a thin film; gauzy
emerald,adjective,ngọc bích,"A pair ofjade hummingbirds one with wings of emeralds , the other with wings of pearl.","Một cặp chim ruồi bằng ngọc bích một con cánh ngọc lục bảo, con kia cánh ngọc trai.",Of a rich green colour.
fiery,adjective,bốc lửa,I was a fiery pirate!,Anh là một gã cướp biển bốc lửa !,Of or relating to fire.
compact,adjective,chật ních,▪ New Compact Discs Available:,▪ Đĩa compact mới ra:,An agreement or contract.
clutter,verb,sự lộn xộn,which is recognizable by the clutter that you see.,nơi rất dễ nhận biết bởi sự lộn xộn các bạn đang thấy.,"background echos, from clouds etc, on a radar screen"
tempt,verb,xúi giục,"It'd be foolish to battle fate, but I'd be tempted to cheat it.",Sẽ là dại dột để chiến đấu số phận. Nhưng tôi sẽ xúi giục để gian lận nó.,"(transitive) To provoke someone to do wrong, especially by promising a reward; to entice."
flushed,adjective,,To flush you out.,Để loại em.,"Red in the face because of embarrassment, exertion, etc."
acoustic,adjective,thính giác,"He's got acute acoustic trauma, in his right ear, and I pulled shrapnel from his leg.","Anh ấy bị chấn thương thính giác cấp tính, trong tai phải, và tôi đã lấy mảnh bom từ chân.","Pertaining to the sense of hearing, the organs of hearing, or the science of sounds; auditory."
