word,part_of_speech,meaning,example,example_meaning,definition
malevolence,noun,ác ý,"There's no malevolence , they're just pressing a button.","Dĩ nhiên là không có ác ý gì, những người ở phòng bên kia chỉ đơn giản là nhấn nút thôi.",Hostile attitude or feeling.
gully,verb,rãnh,The Warren River flows through the park along with many smaller creeks and gullies .,Sông Warren chảy qua công viên cùng với những con lạch nhỏ và rãnh nhỏ.,"a trench, ravine or narrow channel which was worn by water flow, especially on a hillside."
totem,noun,tô-tem,I know totems like these.,"Tôi biết những tô tem như thế này,","any natural object or living creature that serves as an emblem of a tribe, clan or family"
revert,verb,trở lại,This whole town will revert to the forest it was.,Cả trấn này sẽ trở lại khu rừng như trước đây.,"One who, or that which, reverts."
luster,noun,ánh,But his eloquent words lose their luster when viewed in the cold light of history.,Nhưng lời lẽ hùng hồn của ông mất đi vẻ bóng bẩy khi xem xét dưới ánh sáng khách quan của lịch sử.,"(US) Shine, polish or sparkle."
smelt,verb,luyện,"The industry, however, consumed much of the dense forest for smelting purposes.","Tuy nhiên, ngành công nghiệp luyện đồng này đã ngốn hết nhiều cánh rừng.",a family of small anadromous fish common in the North American Great Lakes
unbearable,adjective,khôn kham,"I can stand brute force, but brute reason is quite unbearable .","Vũ lực thô lỗ tôi còn chịu được, chứ lý trí thô lỗ thì thật khôn kham .",so unpleasant or painful as to be unendurable
ululate,verb,gào thét,"2Dark was funded on Ulule on November 21, 2014.",2Dark được tài trợ trên Ulule vào ngày 21 tháng 11 năm 2014.,to howl loudly or prolongedly in lamentation or joy
rejoice,verb,vui mừng,They returned to their spiritual estate with great rejoicing — rejoicing that has continued down until today.,Họ được phục hồi tình trạng thiêng liêng với sự vui mừng lớn—sự vui mừng mà đến nay vẫn còn.,"(intransitive) To be very happy, be delighted, exult; to feel joy. [from 14th c.]"
poverty,noun,nghèo,46 million Americans lived under the poverty line in 2010.,46 triệu người Mỹ sống dưới ngưỡng nghèo trong năm 2010.,The quality or state of being poor or indigent; want or scarcity of means of subsistence; indigence; need.
fortify,verb,củng cố,It is our responsibility to fortify and protect them.,Trách nhiệm của chúng ta là để củng cố và bảo vệ chúng.,To increase the defenses of.
immunity,noun,sự miễn,A pregnant woman passes some immunity to her developing fetus.,Người đàn bà có thai truyền phần nào sự miễn nhiễm cho bào thai đang phát triển.,(uncountable) The state of being insusceptible to something; notably:
prefect,noun,quận trưởng,We have to be at the prefect's at eight.,Ta phải đến nhà ông quận trưởng lúc 8 giờ.,An official of ancient Rome.
refectory,noun,nhà ăn,"I told her if we were going to do it, we had to hide behind the refectory .","Tôi nói với cô ấy nếu chúng tôi muốn làm, chúng tôi phải trốn đằng sau nhà ăn .",A dining-hall especially in an institution such as a college or monastery.
wintry,adjective,lạnh giá,"Driving a car is never "" easy , "" but this is especially true in wintry weather .","Lái xe hơi là không bao giờ "" dễ "" , càng đặc biệt đúng khi trời lạnh giá .","Suggestive or characteristic of winter; cold, stormy."
seize,verb,nắm,And the chaos of slave rebellion would help us seize command.,Và sự nổi loạn của nô lệ sẽ giúp chúng ta nắm quyền.,(transitive) to deliberately take hold of; to grab or capture
harridan,noun,,Harridan !,Con quỷ cái .,"A vicious and scolding woman, especially an older one."
impalpable,adjective,khó cảm thấy,"Systolic was 70, diastolic was impalpable .","Tâm thu là 70, nhưng Tâm trương thì không có.",Not able to be perceived by the senses (especially by touch); intangible or insubstantial
jovial,adjective,vui tính,"You are unusually jovial , sir.",Anh thật vui tính khác người.,(obsolete) Pertaining to Jove or Zeus; Jovian.
farcical,adjective,trò hề,Not from some farcical aquatic ceremony.,Không phải từ những trò hề dưới nước.,resembling a farce; ludicrous; absurd
beatitude,noun,phúc lớn,One of the beatitudes is: “Happy are those conscious of their spiritual need.”,Một trong những phúc lớn là: “Phước cho những người ý thức về nhu cầu thiêng liêng”.,"(uncountable) Supreme, utmost bliss and happiness."
vindicated,adjective,,Or some sort of vindication ?,Hay là một kiểu báo thù nào đó ?,Simple past tense and past participle of vindicate.
omnipresent,adjective,có mặt ở khắp nơi,He's omnipresent .,Ông ta có mặt khắp nơi .,Being everywhere simultaneously
certitude,noun,sự chắc chắn,I speak next of the great certitudes that have come with the Restoration of the gospel of Jesus Christ.,Tôi nói về sự chắc chắn vĩ đại kế tiếp mà đã đến với Sự Phục Hồi phúc âm của Chúa Giê Su Ky Tô.,"(uncountable) sureness, certainty"
citadel,noun,thành trì,And what's there to find at The Citadel ?,Trong Thành Trì có cái gì chứ?,A strong fortress that sits high above a city.
gallant,adjective,ga-lăng,Aren't you the gallant one.,Em ga - lăng thế sao?,"grand, noble"
disciple,noun,môn đồ,7 We do not limit ourselves merely to teaching new disciples to make disciples .,7 Chúng ta không những dạy cho môn đồ mới để đào tạo môn đồ .,"A person who learns from another, especially one who then teaches others."
arbitration,noun,Trọng tài,"Sorry, I forgot to mention that there's no jury in binding arbitration .","Xin lỗi, tôi quên nói là không có bồi thẩm đoàn khi trọng tài phân xử.","In general, a form of justice where both parties designate a person whose ruling they will accept formally. More specifically in Market Anarchist (market anarchy) theory, arbitration designates the process by which two agencies pre-negotiate a set of common rules in anticipation of cases where a customer from each agency is involved in a dispute."
propagation,noun,sự nhân giống,"My story is actually not about plant propagation ,","Câu chuyện của tôi thực sự không phải về sự nhân giống thực vật,","(physics) the act of propagating, especially the movement of a wave"
alliance,verb,khối đồng minh,Your alliance is crumbling.,Khối đồng minh của cha đang sụp đổ.,"(uncountable) The state of being allied; the act of allying or uniting; a union or connection of interests between families, states, parties, etc., especially between families by marriage and states by compact, treaty, or league; as, matrimonial alliances; an alliance between church and state; an alliance between France and England."
bacteria,noun,vi khuẩn,Certain bacteria also contain plasmids or other extrachromosomal DNA.,Nhiều vi khuẩn còn có plasmid chứa DNA nằm ngoài nhiễm sắc thể (extrachromosomal DNA).,Plural form of bacterium.
blossom,verb,ra hoa,"make a root, make a branch, create a blossom .","bắt rễ, mọc cành và ra hoa .","A flower, especially indicative of fruit as seen on a fruit tree etc.; taken collectively as the mass of such flowers."
disqualify,verb,loại ra,"As promised, she was disqualified from the statewide competition.","Như đã được cho biết, em đã bị loại ra khỏi cuộc thi toàn tiểu bang.","To make ineligible for something, by the explicit revocation of a previous qualification."
heroic,adjective,anh hùng,"Oh, and that sounds heroic to you, doesn't it?",Với em điều đó có vẻ anh hùng quá nhỉ?,Of or relating to a hero or heroine; supremely noble
infringement,noun,sự vi phạm,"Consequently, there was no Charter infringement .","Tóm lại, không có sự vi phạm hiệp ước ở đây.","a violation or breach, as of a law"
mummification,noun,,Cephalic extremity.Original mummification .,Xương chậu và xương sọ Xương sọ Cephalic extremity.Original mummification.,"The preserving of a dead body, by making it into a mummy."
contest,noun,cuộc thi,The games were more than simple athletic contests .,Các cuộc thi đấu không chỉ là những màn tranh giải điền kinh đơn giản.,(uncountable) controversy; debate
milestone,verb,mốc,when there is a milestone somewhere in the middle.,khi có một mốc đặt ở nơi nào đó chính giữa.,"A stone milepost (or by extension in other materials), one of a series of numbered markers placed along a road at regular intervals, typically at the side of the road or in a median."
