word,part_of_speech,meaning,example,example_meaning,definition
blitzkrieg,noun,chiến tranh chớp nhoáng,""" The end of the Blitzkrieg . ""","Chiến thuật "" Chiến tranh chớp nhoáng . "" đã phá sản","A fast, sudden military offensive, usually combining ground forces with air support."
bon mot,noun,lời nói dí dỏm,"Thus, Bang Khun Thian became a district of Bangkok, composed of seven sub-districts: Bang Khun Thian, Bang Kho, Chom Thong, Bang Mot , Tha Kham, Bang Bon , and Samae Dam.","Do đó, Bang Khun Thian trở thành một quận của Bangkok, bao gồm 7 phó quận: Bang Khun Thian, Bang Kho, Chom Thong, Bang Mot , Tha Kham, Bang Bon , và Samae Dam.","A clever saying, phrase or witticism; often, a witty riposte in dialogue."
bon vivant,noun,Bon vivant,I wasn't the bon vivant that I am now.,Ta không còn là một tên nghiện ngập nữa.,"a person who enjoys the good things in life, especially good food and drink"
de rigueur,adjective,đặc ngữ,"Many tourists visit the various downtowns, stores, and entertainment districts throughout the neighborhoods of the special wards of Tokyo; particularly for school children on class trips, a visit to Tokyo Tower is de rigueur .","Nhiều khách du lịch đến thăm các trung tâm thành phố, cửa hàng và khu giải trí khác nhau trên khắp các khu phố của các phường đặc biệt của Tokyo; đặc biệt đối với học sinh trong các chuyến đi theo lớp, chuyến thăm Tháp Tokyo là một điều khó khăn .","Necessary according to etiquette, protocol or fashion."
doppelganger,noun,,I have a doppelganger .,Tôi có một bản sao ma quái của chính mình!,"A ghostly double of a living person, especially one that haunts such a person."
double entendre,noun,,The San Jose Mercury's name was a double entendre .,Tên San Jose Mercury là lộng ngữ .,"(idiomatic) A phrase that has two meanings, especially where one is innocent and literal, the other risqué, bawdy, or ironic; an innuendo."
in absentia,adverb,trong khi vắng mặt,James was promoted in absentia to the rank of battalion chief.,Anh được thăng chức vắng mặt lên bậc tiều đoàn trưởng.,While not present; while absent
laissez faire,adjective,,I have a laissez - faire attitude about the hats.,Tôi cũng chẳng để ý chuyện đó.,(economics) A policy of governmental non-interference in economic affairs.
mosque,noun,nhà thờ Hồi giáo,Why don't you go to a mosque and read that little book of yours?,Sao anh không đến nhà thờ hồi giáo và đọc cuoốn sách đó hả?,"(Islam) A place of worship for Muslims, corresponding to a church or synagogue in other religions, often having at least one minaret; a masjid."
spangle,Verb,bạc dát,The star- spangled man with a plan,Chính là người đàn ông gắn ngôi sao với kế hoạch,a small piece of sparkling metallic material sewn on to a garment as decoration; a sequin
infraction,noun,sự vi phạm,Traffic offenses committed by the player are known in game as Infractions .,"Trong trò chơi, sự vi phạm luật lệ trên đường phố của người chơi được gọi là Infractions.","(law) A minor offence, petty crime"
revoke,verb,huỷ bỏ,"The senate would revoke their trade franchise, and they'd be finished.","Thượng viện có thể huỷ bỏ quyền giao thương của họ, và họ đi đời.",(transitive) To cancel or invalidate by withdrawing or reversing
spurned,adjective,,He has spurned his sanctuary.,Khinh bỏ cả nơi thánh ngài.,Simple past tense and past participle of spurn.
launder,verb,giặt,I tend to make a lot of racket when I launder .,Tôi hay làm ồn trong khi giặt đồ lắm.,(obsolete) A washerwoman.
inroad,verb,cuộc đột nhập,Apostasy Makes Inroads,Sự bội-đạo xâm nhập hội-thánh,"an advance into enemy territory, an incursion, an attempted invasion"
sheaf,verb,bó,"19 “When you reap your harvest from your field and you have forgotten a sheaf in the field, do not go back to get it.",19 Khi anh em thu hoạch mùa màng và để quên một bó lúa ngoài ruộng thì đừng quay lại lấy.,"A quantity of the stalks and ears of wheat, rye, or other grain, bound together; a bundle of grain or straw."
pennant,noun,cờ hiệu,Them Indians you took that pennant offen.,"Mấy tên da đỏ mà anh đã lấy cái cờ hiệu đó,",A flag normally used by naval vessels to represent a special condition: as
plagiarize,verb,ăn cắp,"Nope, plagiarized the entire book.","Không, cô ta ăn cắp cả quyển sách.","(transitive or intransitive) To use, and pass off as one's own, someone else's writing/speech."
crabbed,adjective,chua chát,Blue crab !,Con ghẹ .,Bad-tempered or cantankerous.
