word,part_of_speech,meaning,example,example_meaning,definition
isthmus,noun,eo đất,The northern clade from mainland Asia has been separated from the Sundaic clade by the Isthmus of Kra.,Nhánh phương bắc từ lục địa châu Á được tách ra từ nhánh Sundaric bởi Eo đất Kra.,"A narrow strip of land, bordered on both sides by water, and connecting two larger landmasses."
unaccustomed,adjective,bất thường,"As one Korean scholar has contended, during his rule ""...the paramount authority of the throne was finally secured, and with this accomplished the kingdom at last was able to enjoy unaccustomed domestic tranquility."".","Như một học giả Hàn Quốc đã nhận xét, trong thời ông trị vì ""...quyền thế tối cao của ngai vàng cuối cùng đã được bảo đảm, và với việc này vương quốc cuối cùng có thể tận hưởng sự thanh bình ở trong nước một cách bất thường ."".","Not prepared by life experience to an event or thing, not accustomed"
bonanza,noun,vận đỏ,Farming was an energy bonanza .,Nông nghiệp là nguồn năng lượng có sản lượng cao,"In mining, a rich mine or vein of silver or gold."
towhead,noun,đầu kéo,A towheaded boy to take fishing.,Một thằng con trai để đưa đi câu cá.,"A blond person whose very pale, almost white hair resembles tow."
privateer,verb,tàu lùng,That's private .,Đó là chuyện riêng tư của con.,(nautical) A privately owned warship that had official sanction to attack enemy ships and take possession of their cargo.
frigate,noun,thuyền chiến,"Likewise, the French frigate Pallas captured Countess of Scarborough.","Tương tự, chiến thuyền Pháp Pallas chiếm được chiến lợi phẩm của mình là chiến thuyền Anh Countess of Scarborough.","(nautical) An obsolete type of sailing warship with a single continuous gun deck, typically used for patrolling, blockading, etc, but not in line of battle."
caulk,verb,hàn,This whole tub needs to be re- caulked .,Nếu thế thì cái bồn này cần phải hàn lại.,caulking
theodolite,noun,máy kinh vĩ,"They also acquired a theodolite and Gunter's chain for surveying the mountain, and a pair of barometers for measuring altitude.","Họ cũng mua thêm một máy kinh vĩ và xích Gunter để khảo sát núi, một cặp áp kế để đo độ cao.","A surveying instrument, consisting of a small mounted telescope, used to measure horizontal and vertical angles."
postscript,noun,tái bút,There's a postscript to the Norden story of Carl Norden and his fabulous bombsight.,Có một tái bút cho câu chuyện của Norden về Carl Norden và thiết bị ngắm bom tuyệt vời của anh.,"(countable) An addendum to a letter, added after the author’s signature."
callused,adjective,,I started developing calluses .,Bàn tay bắt đầu chai lại .,Simple past tense and past participle of callus.
refraction,noun,Khúc xạ,"With the completion of the Yerkes telescope, the builders of refracting telescopes had pretty much reached their limit.","Với sự hoàng thành kính thiên văn Yerkes, các kính thiên văn khúc xạ đã đặt đến giới hạn kích thước của chúng.","(physics) The turning or bending of any wave, such as a light or sound wave, when it passes from one medium into another of different optical density."
effusive,adjective,dạt dào,Pleural effusions .,Trào màng phổi.,"gushy; unrestrained, extravagant or excessive in emotional expression"
reify,verb,cụ thể hoá,,,(transitive) To regard something abstract as if it were a concrete material thing.
espadrille,noun,,,,a light shoe having an upper made of fabric and a sole of rope
forbearing,adjective,kiên nhẫn,"Translators have used such words as “gentle,” “ forbearing ,” and “considerate.”","Các dịch giả đã dùng những từ như “nhẹ nhàng”, “ kiên nhẫn ” và “quan tâm”.","Characterized by patience and indulgence; long-suffering: as, a forbearing temper."
mannered,adjective,kiểu cách,"Well, there's certain signs, mannerisms .","Có những dấu hiệu nhất định, kiểu cách riêng.",Having manners or (often excessive) mannerisms.
moniker,noun,,She goes by the moniker “Queen of Bamenda.”,Cô được gắn với biệt danh “Queen of Bamenda.”,A personal name or nickname.
astringent,adjective,chất làm se,The berries are highly astringent but are made into wine and jelly.,Các quả mọng này có tính chất làm se rất mạnh nhưng vẫn được chế biến thành rượu vang và thạch quả.,"A substance which draws tissue together, thus restricting the flow of blood."
canonize,Verb,phong thánh,Just saving a bit for his canonization .,Để dành một ít cho việc phong thánh của nó.,"To establish as a formal, standard rule."
messiah,noun,Chúa cứu thế,"Either way, they have beliefs about messiahs .","Dù sao đi nữa, họ đều có niềm tin vào Chúa cứu thế .",An extremely powerful divine figure.
dissolute,adjective,chơi bời phóng đãng,But by then George Wickham's habits were as dissolute as his manners were engaging.,"Nhưng sau đó những thói quen của George Wickham, như chơi bời phóng đãng như đúng bản chất của anh bắt đầu phơi bày.",Unrestrained by morality.
nubile,adjective,cập kê,Nubile .,Dậy thì .,of an age suitable for marriage; marriageable (used of a young woman).
resonance,noun,cộng hưởng,"Now, those words are every bit as resonant today.","Giờ, những từ này đều có tính cộng hưởng .",The condition of being resonant.
patina,adjective,nước bóng,"It is thought to be an alloy of copper with the addition of a small proportion of gold and silver (perhaps as little as 8% of each), mixed and treated to produce a material with a dark purplish patina , similar to the colour of liver.","Người ta cho rằng nó là hợp kim của đồng với một lượng nhỏ vàng và bạc (có lẽ khoảng tới 8% cho mỗi kim loại này), được phối trộn và xử lý để sản sinh ra một vật liệu với nước bóng bề mặt màu tía sẫm, tương tự như màu của gan (nâu ánh đỏ xỉn).","(originally) A paten, flat type of dish"
enervating,adjective,làm suy yếu,"‘She is stuck in her enervating slumbers, from the hesternal dissipation or debauch,’ Daffy said.","“Nó đang bị mắc kẹt trong mấy giấc ngủ mỏi mệt, vì vẫn còn vương vấn chuyện của ngày hôm qua đấy,” Daffy nói.",Present participle of enervate.
rampage,verb,nổi xung,I pray we're not looking at a rampage .,Ta cầu mong chúng ta sẽ không chứng kiến một cơn cuồng nộ .,"A course of violent, frenzied action."
masochistic,adjective,,"What a sick, masochistic lion.",Con sư tử thật bệnh hoạn và thô bạo .,"Deriving pleasure from abuse, being punished, or dominated."
flurry,verb,sự bối rối,A flurry of letter writing quickly followed.,"Sau đó , chúng tôi liền viết thư về nhà.",A brief snowfall.
barrel,verb,thùng rượu,We've brought up eight barrels of ale from the cellar.,Chúng tôi đã mang tám thùng rượu từ tầng hầm lên.,"(music) The part of a clarinet which connects the mouthpiece and upper joint, and looks rather like a barrel (1)."
blustery,adjective,có gió dữ dội,"He talks in a loud, blustery manner.","Hắn nói lớn tiếng, cung cách dữ tợn .","Blowing in loud and abrupt bursts; ""blustering (or blusterous) winds of Patagonia""; ""a cold blustery day""; ""a gusty storm with strong sudden rushes of wind"""
garble,verb,cắt xén,"It came across all channels, but it's garbled .","Nó xuất hiện ở tất cả các kênh, nhưng bị cắt xén .","(obsolete) To sift or bolt, to separate the fine or valuable parts of from the coarse and useless parts, or from dross or dirt; as, to garble spices."
