word,part_of_speech,meaning,example,example_meaning,definition
calamity,noun,tai hoạ,Why bring calamity upon yourself?,Tại sao phải tự mình gánh chịu hết mọi tai hoạ chứ?,An event resulting in great loss
saga,noun,Xaga,"In the Scandinavian Hervarar saga , which relates ancient Germanic legends about battles between Goths and Huns, the name Karpates appears in the predictable Germanic form as Harvaða fjöllum (see Grimm's law).","Trong xaga vùng Scandinavia là Hervarar saga, trong đó người ta miêu tả các truyền thuyết Đức cổ đại về các trận chiến giữa người Goth và người Hung, tên gọi Karpates xuất hiện trong dạng Đức có thể đoán trước như là Harvaða fjöllum (xem quy luật Grimm).","An Old Norse (Icelandic) prose narrative, especially one dealing with family or social histories and legends"
adjudicate,verb,phân xử,The leader is an arbiter who presides and adjudicates over all inequities and disputes.,Người lãnh đạo cũng là người phân xử có nhiệm vụ chủ trì và phân xử những bất công và tranh chấp.,To act as a judge.
knack,verb,sở trường,Maybe you've got a knack for breaking the law.,Có lẽ cô có một sở trường vi phạm luật pháp.,A readiness in performance; aptness at doing something; skill; facility; dexterity.
spangled,adjective,đốm,The star- spangled man with a plan,Chính là người đàn ông gắn ngôi sao với kế hoạch,Simple past tense and past participle of spangle.
evolutionary,adjective,sự tiến hoá,or the evolutionary order of any particular species.,hay sự tiến hoá của bất kỳ loại cụ thể nào.,Of or relating to evolution.
equitable,adjective,công bằng,And this expansion in urbanization is going to be neither even nor equitable .,Và sự mở rộng đô thị hóa sẽ không đồng đều và cũng không công bằng .,Marked by or having equity.
multiform,adjective,biến hoá,And that's that the company and the building was multiform .,Và đó là công ti và tòa nhà đa dạng hình thức.,Having more than one shape or appearance.
lackadaisical,adjective,uỷ mị,You cannot be indifferent or lackadaisical in attitude.,Bạn không thể có thái độ lãnh đạm hoặc thờ ơ.,Showing no interest or enthusiasm.
prelude,noun,khúc dạo,"The final act lacks the elegance of the prelude , but at least it's quick.","Hành động cuối cùng thiếu sự tao nhã của khúc dạo đầu, nhưng ít nhất thì nó cũng nhanh.",an introductory or preliminary performance or event; a preface
bylaw,noun,,We often use a term called bylaws .,Mà chúng tôi thường gọi là Luật lệ.,A local custom or law of a settlement or district.
trestle,noun,trụ,"All right, that's the trestle .","Tới rồi, đây là chỗ trụ càu.","A horizontal member supported near each end by a pair of divergent legs, such as sawhorses."
cupola,noun,vòm,"All right, your target is up on top of that building, that cupola .","Mục tiêu của các anh là nóc tòa nhà đó, phần mái vòm .",(architecture) A dome-shaped ornamental structure located on top of a larger roof or dome.
considerate,adjective,chu đáo,Such a considerate maid.,Cô nữ tỳ này cũng thật chu đáo .,consciously thoughtful and observant (often of other people); caring
eleemosynary,adjective,bố thí,,,(rare) Diæretic spelling of eleemosynary.
pleasant,adjective,dễ chịu,And that is one of the pleasant aspects of life here.,Và đó là một khía cạnh dễ chịu về cuộc sống ở đây.,Giving pleasure; pleasing in manner.
blithesome,adjective,sung sướng,,,"happy or spriteful, carefree"
charitable,adjective,nhân đức,"Its roots are Latin, and it means “to wish someone well.” 2 To be benevolent is to be kind, well meaning, and charitable .","Bác ái là nhân từ, có chủ ý tốt và nhân đức .2 Nhiều em đã biết về ý nghĩa của lòng bác ái khi các em ở trong Hội Thiếu Nhi và thuộc lòng bài hát này:",Pertaining to charity.
empathetic,adjective,,19 Jehovah is empathetic .,19 Đức Giê-hô-va có lòng thấu cảm .,"Showing empathy for others, and recognizing their feelings etc; empathic"
