word,part_of_speech,meaning,example,example_meaning,definition
infatuation,noun,cơn say nắng,Is It Love or Is It Infatuation ?,Là yêu hay si mê ?,The act of infatuating; the state of being infatuated; folly; that which infatuates.
au pair,noun,trao đổi,This au pair .,Cô gái giúp việc này.,"A single girl (or, rarely, a boy) who helps a host family with childcare and/or housework while staying as a guest with a host family and generally receiving a small allowance (or pocket money)"
polymath,noun,học giả,"It turns out that, in fact, the world was given this gift in 1738 by a Dutch polymath named Daniel Bernoulli.",Thực tế thì hóa ra thế giới đã nhận được món quà này vào năm 1738 bởi 1 học giả người Hà Lan tên Daniel Bernoulli.,A person with extraordinarily broad and comprehensive knowledge.
schlep,verb,schlep,They schlepped to a gallery and camped there.,Họ đã đến khu trưng bày và cắm trại ở đó.,(transitive) To carry or to drag around.
rangy,adjective,rangy,All rangy and mangy like a rough old dog.,Lang thang dơ dáy như một con chó già.,Slender and long of limb; lanky
convalescence,noun,thời kỳ dưỡng bệnh,And I also say that I'll see your convalescent leave is cancelled.,"Và tôi cũng nói, tôi thấy thời kỳ dưỡng bệnh của anh đã hết.",A gradual healing after illness or injury.
ethnography,noun,dân tộc học,"The Getica sets off with a geography/ ethnography of the North, especially of Scandza (16–24).","Getica nổi bật là nhờ vào vị trí địa lý/ dân tộc học miền Bắc, đặc biệt là Scandza (16–24).",(anthropology) The branch of anthropology that scientifically describes specific human cultures and societies.
morbidity,noun,bệnh tật,"Morbidity and Mortality Weekly Report, 55 (11), 1-32.","Báo cáo tuần về Tình trạng bệnh tật và Tử vong, 55 (11), 1–32.","The quality of being unhealthful, morbid"
synergy,noun,sức mạnh tổng hợp,"I need you to just say vague, confident-sounding buzzwords, like "" synergy "" and "" dynamism. ""","Anh chỉ cần em nói một cách mơ hồ, từ ngữ nghe có vẻ tự tin vào, như là "" sức mạnh tổng hợp "" và "" thuyết động lực "".",Behavior of a system that cannot be predicted by the behavior of its parts.
mediate,verb,hoà giải,This should make today's mediation session all the more interesting.,Nó sẽ làm phiên hoà giải hôm nay thú vị lắm đây.,(intransitive) to intervene between conflicting parties in order to resolve differences or bring about a settlement
regimen,noun,chế độ,You will require a strict regimen of medicines and round-the-clock care.,Cô sẽ cần một chế độ nghiêm ngặt về thuốc men và chăm sóc 24 / 24.,Orderly government; system of order; administration.
rickshaw,verb,Xe kéo,It's the legendary battle rickshaw of Emperor Hawk.,Xe kéo đánh trận huyền thoại của Ưng đại hoàng đế.,A two-wheeled carriage pulled along by a person.
fatalistic,adjective,dựa vào thuyết định mệnh,It's such a fatalistic adage.,Ngạn ngữ này thật biết dựa vào thuyết định mệnh .,Of or pertaining to fatalism
soluble,adjective,giải quyết được,So this problem is absolutely soluble .,Vấn đề này là hoàn toàn có thể giải quyết được .,Able to be dissolved.
extraction,noun,sự trích,"Are you talking about, um, extraction ?",Về sự trích xuất phải không?,An act of extracting or the condition of being extracted.
squalor,noun,sự bẩn thỉu,"The climate, the squalor .","Khí hậu, sự bẩn thỉu .",Squalidness; foulness; filthiness; squalidity.
cohort,noun,đội quân,Disband the Fourth Cohort and use the survivors to reinforce the Third.,Giải tán đội quân số 4 và dùng số người sống sót củng cố thêm đội số 3.,A group of people supporting the same thing or person.
adversary,noun,đối thủ,We have learned to forgive each other as former adversaries .,Chúng ta đã học được cách tha thứ cho nhau với tư cách những đối thủ cũ.,An opponent or rival.
rebut,verb,cự tuyệt,"So the same Guardian rebuts ,",Cùng bài báo của The Guardian lại bác bỏ,To drive back or beat back; to repulse.
cavalcade,verb,đoàn người cưỡi ngựa,Their cavalcade looked truly formidable.,Cảnh tượng đoàn người ngựa xem ra thật dữ dội.,A company of riders.
oligarch,noun,đầu sỏ chính trị,"Greetings, citizens and Oligarchs .","Xin chào mừng, những công dân và những tên đầu sỏ chính trị","A member of an oligarchy, someone who is part of a small group that runs a country."
bureaucratic,adjective,bộ máy quan liêu,can be created with neither the bureaucratic structure of the firm,được tạo ra không phải với bộ máy quan liêu của công ty,Of or pertaining to bureaucracy or the actions of bureaucrats.
congenital,adjective,bẩm sinh,Why are some children born with congenital defects?,Tại sao một số trẻ con mới sinh ra đã bị những khuyết tật bẩm sinh ?,(of a trait) Present since birth.
depiction,noun,sự miêu tả,Silver coin with Alexander the Great depicted as a Greek deity,Đồng tiền bạc khắc hình A-léc-xan-đơ Đại Đế như một thần của Hy Lạp,"a lifelike image of something, either verbal or visual"
credential,noun,giấy chứng nhận,These are my credentials .,Giấy chứng nhận đây.,"of, pertaining to or entitling to credit or authority"
alienated,adjective,bị bệnh tâm thần,"An alien , huh?","Một người ngoài hành tinh, hả?",Isolated; excluded; estranged.
reiterate,adjective,nói lại,"To reiterate , my terrible secret is-","Anh nói lại , bí mật tồi tệ của anh là-","(transitive) to say or do (something) for a second time, such as for emphasis."
perpetuate,verb,ghi nhớ mãi,"The field of medicine is popularly associated with gruesome images of spilled blood , particularly in television and movies , which may help to perpetuate such phobias .","Các lĩnh vực y khoa thường gắn liền với hình ảnh khủng khiếp của máu chảy , đặc biệt trong truyền hình và phim ảnh , có thể làm ghi nhớ mãi những ám ảnh như vậy .",(transitive) To make perpetual.
accolade,verb,tưởng thưởng,All three places have received accolades for their impressive handling of the coronavirus pandemic.,Cả 3 quốc gia này đều nhận được sự tưởng thưởng vì sự kiểm soát dịch corona đầy ấn tượng.,An expression of approval; praise.
tactful,adjective,tế nhị,Sound reasoning presented in a tactful manner is often quite effective.,Lập luận vững chắc được trình bày một cách tế nhị thường rất hữu hiệu.,Possessing tact; able to deal with people in a sensitive manner.
bigot,noun,người tin mù quáng,Those who disagree are not only blind but bigoted .,Ý Tông không những không tra xét mà còn đánh chết Ân Dụ .,One who is obstinately or intolerantly devoted to his or her own opinions and prejudices.
nonconformist,adjective,không tuân thủ,"So, same-sex and gender nonconformist couples just disappear.","Vậy, những cặp đồng giới và bất phân giới không tồn tại.","Someone who does not conform to accepted beliefs, customs or practices."
misogyny,noun,tính ghét kết hôn,"9 Sometimes the apostle Paul is accused of misogyny , that is, a hatred and distrust of women.","9 Người ta đôi khi buộc tội oan sứ đồ Phao-lô là ghét đàn bà, không xem họ là đáng tín cẩn.","Hatred of, contempt for, or prejudice against women."
delusional,adjective,,He's delusional .,Cậu ta bị ảo giác .,Suffering from or characterized by delusions
demeaning,adjective,làm mất giá trị,This is demeaning .,Vậy là nhẫn nhịn rồi đấy.,Present participle of demean.
allergy,noun,dị ứng,Penicillin allergy explains the allergic reaction much better.,Dị ứng penicillin giải thích các phản ứng dị ứng tốt hơn.,"(pathology, immunology) A disorder of the immune system causing adverse reactions to substances (allergens) not harmful to most and marked by the body's production of histamines and associated with atopy, anaphylaxis, and asthma."
cognition,noun,nhận thức,"Should we consider turning on its higher, more cognitive functions?","Có nên khả năng biến hóa cao hơn của nó, chức năng nhận thức cao hơn không?",The process of knowing.
marsh,noun,đầm lầy,They got through the marsh .,Họ đã đi qua đầm lầy .,"An area of low, wet land, often with tall grass."
