word,part_of_speech,meaning,example,example_meaning,definition
pharmacy,noun,dược khoa,"Earlier, the Federal University of Bahia was formed by the School of Medicine and their associated schools, Dentistry and Pharmacy , and the schools of Philosophy, Economics, Law beyond the Polytechnic School.","Trước đó, Đại học Liên bang Bahia được thành lập từ các trường Y và các trường liên quan của chúng, Nha khoa và Dược khoa , và các trường Triết học, Kinh tế, Luật cùng Trường Đại học Bách khoa.","A place where prescription drugs are dispensed, a dispensary."
pollution,noun,ô nhiễm,"In 1976, two local trade unions complained of pollution within the plant.","Năm 1976, 2 tổ chức công đoàn đã có những phản ứng về tình trạng ô nhiễm trong nhà máy.","The act of polluting or the state of being polluted, especially the contamination of the environment by harmful substances."
looter,noun,kẻ cướp bóc,"However, he also claimed that the US presence had deterred far greater damage by other looters .","Tuy nhiên, ông cũng tuyên bố rằng thiệt hại do sự hiện diện của Mỹ còn ít hơn thiệt hại do những kẻ cướp bóc có thể gây ra.","One who loots, who steals during a general disturbance such as a riot or natural disaster."
bandit,noun,kẻ cướp,Bandits don't need train tickets.,Kẻ cướp không cần có vé tàu.,(military) An enemy aircraft.
chore,verb,việc vặt,"Ask others to help you with child care, household chores , and errands.","Nhờ người khác phụ chăm sóc em bé, làm việc nhà và những việc vặt .","A task, especially a difficult, unpleasant, or routine one."
qualification,noun,sự hạn chế,God’s Ministers Prove Their Qualification,Tôi tớ của Đức Chúa Trời chứng tỏ xứng đáng,The act or process of qualifying.
quality,noun,chất lượng,"So now, on top of that, the quality of human relationships.",Hơn hết cả là chất lượng mối quan hệ giữa người với người.,(uncountable) Level of excellence
damage,verb,làm hư hại,They also damaged two other U-boats themselves.,Các cuộc không kích khác cũng đã làm hư hại hai thiết giáp hạm khác.,The abstract measure of something not being intact; harm.
responsive,adjective,dễ dàng,"It's kind of easy to patronize the past, to forego our responsibilities in the present.","Thật dễ dàng để nhìn lại quá khứ, để đoán trước trách nhiệm hiện tại.","Answering, replying or responding."
communicative,adjective,cởi mở,Having good communication with our friends is a must.,Trò chuyện cởi mở là điều không thể thiếu trong tình bạn.,Someone or something which tends to eagerly and effectively communicate.
specificity,noun,đặc trưng,"Rather, it's because I want something that has a specific history.","Thiệt ra, là do tôi muốn một thứ gì đó, với lịch sử đặc trưng của nó.",The state of being specific rather than general.
promulgated,adjective,,The term was promulgated in 1967 by Edward de Bono.,Phương pháp này được đề nghị bởi Edward de Bono.,Simple past tense and past participle of promulgate.
nonentity,noun,con số không,He's an intellectual nonentity .,Hắn là người không biết vận dụng trí óc,an unimportant or insignificant person
dolor,noun,,"Move along, Dolores .","Lên đi, Dolores .","(literary) sorrow, grief, misery or anguish"
fence,verb,lảng tránh,I know you're trying to build that fence .,Tôi biết ngài sẽ lảng tránh mà.,"A thin, human-constructed barrier which separates two pieces of land or a house perimeter."
masses,noun,chúng,I've adjusted it to support our body mass .,Tôi chỉnh nó để năng đỡ trọng lượng chúng ta.,Plural form of mass.
mestizo,noun,người lai,It corresponds to the Spanish word mestizo .,"Nó tương ứng với "" mestizo "" trong tiếng Tây Ban Nha.","A person of mixed ancestry, especially one of Spanish and Native American heritage."
discus,noun,đĩa,"The discus as a sport was resurrected in Magdeburg, Germany, by Christian Georg Kohlrausch and his students in the 1870s.","Môn ném đĩa được khởi phát trở lại ở Magdeburg, Đức nhờ Christian Georg Kohlrausch và các học trò của ông vào thập niên 1870.",A round plate-like object that is thrown for sport.
detonation,noun,sự nổ,Detonate the vest.,Cho nổ chiếc áo đó.,"An explosion or sudden report made by the near-instantaneous decomposition or combustion of unstable substances as, the detonation of gun cotton. Specifically, combustion that spreads supersonically via shock compression."
warlock,noun,pháp sư,"That is your destiny, young warlock , not mine.","Đó là số phận của cậu, chiến pháp sư ạ, ko phải của ta.",The male equivalent of witch.
allocation,noun,cấp phát,One advantage of that is that you can allocate money coherently.,Một ích lợi của điều đó là bạn có thể cấp phát ngân sách minh bạch.,"The process or procedure for allocating things, especially money or other resources."
keenly,adverb,sâu sắc,Jesus is still keenly interested in each of his disciples.,Chúa Giê-su vẫn quan tâm sâu sắc đến từng môn đồ.,In a keen manner.
bat mitzvah,verb,,"Your bat mitzvah , bitch!","Lễ trưởng thành của bà , đồ chó cái!",A Jewish coming of age ceremony for a girl.
barred,adjective,cấm,The public will be barred from further hearings!,Công chúng sẽ bị cấm vào trong các phiên điều trần!,"Having bars, striped."
blaze,verb,ngọn lửa,"The blaze has struck reactor four , where spent fuel rods are kept .",Ngọn lửa làm nổ lò phản ứng số bốn nơi chứa các thanh nhiên liệu đã dùng .,"A fire, especially a fast-burning fire producing a lot of flames and light."
combustion,noun,cháy,And my advice to you is to stop worrying before you spontaneously combust .,Và lời khuyên của tôi là đừng lo lắng nữa. Trước khi cậu tự thiêu cháy chính mình.,(chemistry) The act or process of burning.
unrepentant,adjective,không ăn năn,"If the individual is unrepentant , the shepherds must remove the erring one from the congregation.","Nếu người đó không ăn năn , những người chăn phải trừ bỏ người phạm tội khỏi hội thánh.",Feeling or showing no sorrow for wrongdoing.
spendthrift,adjective,hoang phí,"Although in his youth he was undoubtedly a spendthrift and womaniser, Frederick settled down following his marriage to the sixteen-year-old Augusta of Saxe-Gotha on 27 April 1736.","Mặc dù vào thời niên thiếu, Frederick khá hoang phí và mê gái, nhưng ông nhanh chóng ổn định cuộc sống sau cuộc hôn nhân với Augusta xứ Saxe-Gotha, 16 tuổi, vào năm 1736.",Someone who spends money improvidently or wastefully.
prong,verb,chĩa,"Gentlemen, two- pronged objective.",Có 2 điều cần phải chú ý.,"A thin, pointed, projecting part."
locale,noun,nơi xảy ra,Please speak to your local tax advisors if you have further questions.,Vui lòng trò chuyện với nhà tư vấn thuế ở địa phương của bạn nếu bạn có thêm câu hỏi.,The place where something happens.
resolved,adjective,quyết tâm,Is he firmly resolved not to repeat the wrong?,Anh ấy có quyết tâm không tái phạm lỗi lầm không?,Simple past tense and past participle of resolve.
litigation,noun,vụ kiện,We were satisfied with the outcome of the litigation .,Chúng tôi hài lòng với kết quả của vụ kiện ấy?,(law) The conduct of a lawsuit
specialize,verb,chuyên gia về,"Before the C.T. scan was introduced, he specialized in transcranial ultrasound.","Trước khi có chụp cắt lớp, ông ấy là chuyên gia về siêu âm xuyên sọ.",To mention specially; to particularize.
invalid,adjective,tàn phế,YiJung is acting like an invalid .,Yi Jung thì cư xử như người tàn phế .,"Not valid; not true, correct, acceptable or appropriate."
impaired,noun,,Many were impaired with psychological trauma.,Nhiều người được đưa đến bệnh viện tâm thần do chấn thương tâm lý quá nặng.,"inebriated, drunk."
specification,noun,chi tiết,"More specifically , they can say if a person is lying.","Càng chi tiết , người ta càng có thể kết luận một người đang nói dối.","An explicit set of requirements to be satisfied by a material, product, or service."
approach,Verb,đến gần,They were beaming and waving as we approached .,Họ tươi cười rạng rỡ và vẫy tay chào khi chúng tôi tiến đến gần .,"(intransitive) To come or go near, in place or time; to draw nigh; to advance nearer."
subsidized,adjective,,The floodwaters subside (1-14),Nước lụt rút xuống (1-14),Simple past tense and past participle of subsidize.
