word,part_of_speech,meaning,example,example_meaning,definition
cosmonaut,noun,nhà du hành vũ trụ,Tu-154M-LK-1 Cosmonaut trainer.,Tu-154M-LK-1 Huấn luyện nhà du hành vũ trụ .,"An astronaut, especially a Russian or Soviet one."
terrene,adjective,có tính chất đất,,,"pertaining to the earth; earthly, terrestrial, worldly as opposed to heavenly"
terrier,noun,chó sục,International Australian Silky Terrier database Australian Silky Terrier at Curlie,International Australian Silky Terrier database Chó sục lông mượt Úc trên DMOZ,"A dog from a group of small, lively breeds, originally bred for the hunting of burrowing prey such as rabbits or foxes."
terra incognita,noun,chưa ai biết đến,The most promising words ever written on the maps of human knowledge are terra incognita —unknown territory.,Những lời hứa hẹn nhất được viết trên bản đồ tri thức của nhân loại là terra incognita - miền đất lạ.,Land that has never been explored or mapped; uncharted territory.
geomancy,noun,phong thủy,"The New Age boom of the 1980s expanded the scope of the ""Earth mysteries"" field beyond the British landscape, and Earth mysteries as a ""New Age invented tradition"" by the 1990s could include the study of ancient sites and landscapes (including archaeology, archaeoastronomy, and ley lines), Chinese geomancy or feng shui, western magical concepts of gematria, and dowsing.","Sự bùng nổ Thời đại Mới của những năm 1980 đã mở rộng phạm vi của lĩnh vực ""bí ẩn Trái Đất"" vượt ra ngoài cảnh quan nước Anh và bí ẩn Trái Đất là một ""truyền thống phát minh ra Thời đại Mới"" vào những năm 1990 có thể bao gồm nghiên cứu về các địa điểm và phong cảnh cổ đại (bao gồm khảo cổ học, khảo cổ thiên văn học và các đường Ley), môn bói đất Trung Quốc hay phong thủy , các khái niệm ma thuật phương Tây của phép cộng trị, và cảm xạ.",A method of divination which interprets markings on the ground or how handfuls of dirt land when tossed.
geocentric,adjective,địa tâm,Not all Greeks agreed with the geocentric model.,Không phải tất cả những người Hy Lạp đều đồng tình với mô hình địa tâm .,Having the Earth at the center. Usually in reference to the Solar System.
geopolitics,noun,Địa chính trị,The geopolitical world has got a lot to learn from the digital world.,Địa chính trị có rất nhiều điều phải học hỏi từ thế giới kĩ thuật số.,The study of the effects of geography (especially economic geography) on international politics.
geostrategy,noun,,"The center conducts policy studies and strategic analyses of political, economic and security issues throughout the world, with a specific focus on issues concerning international relations, trade, technology, finance, energy and geostrategy .","Trung tâm thực hiện các nghiên cứu chính sách và phân tích chiến lược về các vấn đề chính trị, kinh tế và an ninh quốc tế trên thế giới với sự chuyên tâm cụ thể dành cho các vấn đề liên quan đến quan hệ quốc tế, thương mại, công nghệ, tài chính, năng lượng và địa chiến lược.",The strategic use of geopolitics.
geosynchronous,adjective,,"It looks like a watch, but in fact it's a geosynchronous positioning device.",Nó nhìn giống đồng hồ nhưng thật ra nó là một thiết bị định vị.,"Refers to the orbit of a satellite whose rate of revolution is matched to the rotation period of the body which it orbits. A special case is the geostationary orbit which is is circular and equatorial, so that the satellite appears to be fixed over a particular point on that body."
geostationary,adjective,địa tĩnh,"Now about 200 communications satellites, most of them geostationary , are in operation, connecting places all over the world.","Hiện nay khoảng 200 vệ tinh thông tin, phần lớn là địa tĩnh , đang hoạt động, nối liền các nơi trên khắp đất.",At a fixed distance in three dimensions relative to a particular point on the Earth's surface; generally only possible with orbital satellites.
