word,part_of_speech,meaning,example,example_meaning,definition
delectation,noun,sự khoái trá,"Whatever it is, she smells most delectable .",Dù là mùi gì thì nó cũng rất thú vị .,Great pleasure; delight.
gladden,verb,làm vui lòng,"And that is the greatest reward we could possibly have —the privilege of gladdening the heart of our loving heavenly Father, Jehovah!",Đó chính là phần thưởng lớn nhất mà chúng ta có thể có được—đặc ân được làm vui lòng Đức Giê-hô-va là Cha đầy yêu thương của chúng ta trên trời!,(transitive) To cause (something) to become more glad.
satisfaction,noun,hài lòng,"I hope everything is to your satisfaction , ma'am.",Hy vọng mọi thứ đều khiến cô hài lòng .,A fulfillment of a need or desire.
beggar,noun,ăn xin,Peter heals a lame beggar (1-10),Phi-e-rơ chữa lành người ăn xin bị què (1-10),A person who begs.
needy,adjective,nghèo túng,"He does not overlook the needy , the humble, and the lowly.","Ngài không lờ đi những người nghèo túng , người thấp kém và người hèn mọn.","In need, poor."
available,adjective,sẵn,A total of 13 slots in the final tournament are available for UEFA teams.,Tổng cộng có 13 suất vé trong vòng chung kết có sẵn cho các đội tuyển UEFA.,Such as one may avail one’s self of; capable of being used for the accomplishment of a purpose.
hushed,interjection,im lặng,And his story was hushed as he assimilated.,Và câu chuyện của ông đi vào im lặng khi ông bị đồng hoá.,Very quietly. In soft tones.
speechless,adjective,không nói được,"At this they became speechless , and they could find nothing to say.","Nghe vậy họ lặng thinh, không nói được lời nào.","not speaking; not knowing what to say; silent, especially due to surprise, amazement, etc."
wealthy,adjective,giàu,"There is a maniac out there, hunting the wealthy .",Một thằng khùng ngoài đó luôn nhắm vào những người giàu có.,Possessing financial wealth; rich.
lilliputian,adjective,Lilliputian,That makes me feel a trifle lilliputian .,Điều đó làm tôi cảm thấy mình thật nhỏ bé,A very small person or being
tiny,adjective,bé tí,What latent power exists even in the tiny atom?,Năng lượng nào tiềm tàng trong nguyên tử bé tí ti?,Very small.
gifted,adjective,có tài,"Although she is young, but she is a gifted healer.","Mặc dù nó còn trẻ, nhưng nó có tài chăm sóc.","Endowed with special, in particular intellectual, abilities."
muscular,adjective,khoẻ,"""Hyun Bin back as a muscular King Jeongjo"".",Ngày 3 tháng 4 năm 2014. ^ “Hyun Bin back as a muscular King Jeongjo”.,"Of, relating to, or connected with muscles."
slim,adjective,mảnh dẻ,Anne Guillemot and Michel Laxenaire state: “The cult of slimness bears some responsibility.”,Tuy nhiên hai bác sĩ Anne Guillemot và Michel Laxenaire cho biết: “Việc tôn thờ thân hình mảnh dẻ cũng có phần trách nhiệm”.,(of a person) Slender: thin in an attractive way.
fit,verb,hợp,Why don't you explain how they fit into this special night?,Cô hãy giải thích làm sao mà chúng lại phù hợp cho bữa tối nay?,"(intransitive) Of an object, to be of the right size and shape so as to match another object."
boost,verb,làm cho nổi tiếng,85 12 How Can I Boost My Self-Confidence?,85 12 Làm sao để tự tin hơn?,(automotive engineering) A positive intake manifold pressure in cars with turbochargers or superchargers.
sail,verb,cánh buồm,"They told me he went overboard, tangled in the sails .",Họ kể với tôi anh ta ở trên mạn thuyền. Đã bị rối vào cánh buồm .,"(nautical) A piece of fabric attached to a boat and arranged such that it causes the wind to drive the boat along. The sail may be attached to the boat via a combination of mast, spars and ropes."
sickly,adjective,xanh xao,"As for the daughter, she is a pale sickly creature with little conversation and no talent.","Là một cô gái, cô ấy thật xanh xao bệnh hoạn ít chịu trò chuyện và không có tài năng gì",Frequently ill; often in poor health; given to becoming ill.
pleonasm,noun,hiện tượng thừa lời,,,"(uncountable, rhetoric) Redundancy in wording."
awesome,adjective,tuyệt vời,That's awesome .,Quá tuyệt vời !,Causing awe or terror; inspiring wonder or excitement.
fantastic,adjective,tuyệt vời,I was lucky enough that my father was a fantastic cook.,Tôi rất may mắn vì ba tôi là một đầu bếp tuyệt vời .,Existing in or constructed from fantasy; of or relating to fantasy; fanciful.
spectacular,adjective,ngoạn mục,"And spectacular autumn transformed nature into brilliant shades of orange, yellow, and red.","Và mùa thu ngoạn mục chuyển đổi thiên nhiên thành màu cam, vàng và đỏ rực rỡ.",Amazing or worthy of special notice
unbelievable,adjective,không thể tin được,"Director Mace, that confession of yours was unbelievable !","Giám đốc Mace, lời thú nhận của ngài thật không thể tin được !",Not to be believed.
annoy,verb,làm phiền,"I don't wanna be an annoying fan, but my boyfriend is such a huge fan.",Tôi không muốn làm phiền nhưng bạn trai tôi rất hâm mộ cô.,"(transitive) To disturb or irritate, especially by continued or repeated acts; to bother with unpleasant deeds."
displeasure,noun,làm bất mãn,"And in the act, caused me displeasure .",Và hành động đó khiến tao không hài lòng .,A feeling of being displeased with something or someone; dissatisfaction.
