word,part_of_speech,meaning,example,example_meaning,definition
pyrex,noun,pyrex,I came by about 9:00 to return the pyrex .,Tôi ghé qua khoảng 9 giờ để trả đồ .,A kind of heat-resistant glass.
pyrenees,,pyrénées,To the west lie the hills of the northwest region and to the east the Basque mountains that link them to the Pyrenees .,"Về phía tây là các vùng đồi của vùng tây bắc, và phía đông là dãy núi Basque liên kết nó với Pyrénées .",
aerialist,noun,máy bay,"AN AERIALIST catapults from his swinging trapeze, doubles up, and deftly somersaults in the air.","MỘT diễn viên đu bay tung mình khỏi dàn đu, gập người, và điêu luyện nhào lộn trên không.","An acrobat performing high off the ground, defying a fall to earth, as on a trapeze or a tightrope."
aerobe,noun,hiếu khí,But also in your future is brain aerobics .,Nhưng tương lai của bạn là luyện tập trí não.,"(biology) Any organism (but especially a bacterium) that can tolerate the presence of oxygen, or that needs oxygen to survive"
aerosol,noun,Aerosol,"He has been a part of major projects such as the Indian Ocean Experiment (INDOEX) and the Earth Radiation Budget Experiment (ERBE), and is known for his contributions to the area of atmospheric aerosol research.","Ông đã từng tham dự những dự án lớn như thí nghiệm tại Ấn Độ Dương (INDOEX) và thí nghiệm ngân sách bức xạ Trái đất (ERBE), và được biết đến với những đóng góp của ông cho lĩnh vực nghiên cứu aerosol khí quyển.","In a gaseous or airborne cloud of particulate matter, either solid, liquid, or gas"
aerospace,adjective,không gian vũ trụ,The ship participated in the Langkawi International Maritime and Aerospace Exhibition LIMA-2017.,Con tàu tham gia vào Hội chợ Hàng hải và Không gian Vũ trụ Quốc tế Langkawi LIMA-2017.,The atmosphere of the Earth and the region of space around it.
aerodrome,noun,phi trường,The Flying Ace returned to the aerodrome with the love of his life.,Viên Phi Công Xuất Sắc trở lại phi trường với tình yêu của đời mình.,(UK) An airfield equipped with control tower and hangars as well as accommodation for passengers and cargo; an airport
aerophagia,noun,aerophagia,,,aerophagy
etherize,verb,cho ngửi ête,The book of Ether,Sách Ê The,To convert into ether.
etherealize,verb,làm nhẹ lâng lâng,The book of Ether,Sách Ê The,(transitive) To make ethereal.
ethernet,noun,ethernet,"Then connect the power. Finally, the yellow ethernet cable.","Sau đó kết nối với nguồn. Cuối cùng, dây cáp ethernet màu vàng",alternative capitalization of Ethernet
ethyl,noun,Etyla,Its ethyl ester condenses with hydrazine to form pyrazolone.,Este ethyl của nó ngưng tụ với hydrazine để tạo thành pyrazolon.,"(organic chemistry) The univalent hydrocarbon radical, C2H5, formally derived from ethane by the loss of a proton"
ethane,noun,Etan,"At standard temperature and pressure, ethane is a colorless, odorless gas.","Ở áp suất và nhiệt độ bình thường thì etan là một khí không màu, không mùi.","(organic chemistry) An aliphatic hydrocarbon, C2H6, gaseous at normal temperatures and pressures, being a constituent of natural gas."
ethanol,noun,êtanol,Ninety-five percent ethanol .,Ethanol 95 độ .,(organic chemistry) A simple aliphatic alcohol formally derived from ethane by replacing one hydrogen atom with a hydroxyl group: CH3-CH2-OH.
urethane,noun,Urethan,"Resins containing acrylate, epoxy, and urethane are typically used.","Các loại nhựa có chứa acrylate, epoxy và urethane thường được sử dụng.","(organic chemistry, uncountable) A white crystalline organic compound, ethyl-carbamate, NH2COOC2H5, used in the synthesis of other organic compounds."
polyurethane,noun,Polyurethane,"Iron oxide in mag tape, it sticks to polyurethane with a binder.",Ôxit sắt trong băng từ... bám vào lớp Polyurethane qua chất kết dính.,(organic chemistry) Any of various polymeric resins containing urethane links; used in very many industrial and domestic applications.
ester,noun,Este,Formic acid ethyl ester,Axit Formic athyl este,"(organic chemistry) A compound most often formed by the condensation of an alcohol and an acid, with elimination of water. It contains the functional group carbon-oxygen double bond joined via carbon to another oxygen atom."
polyester,adjective,Polyester,"Yeah, Dad, I'm sure the polyester pants really help seal the deal.",con chắc rằng quần polyester thực sự giúp được con khá nhiều.,Any polymer whose monomers are linked together by ester bonds
astrology,noun,chiêm tinh học,That discovery dealt astrology its deathblow as a science.,Sự khám phá này giáng một đòn chí tử vào ngành chiêm tinh học .,The study of the movements and relative positions of celestial bodies and their supposed influence on human affairs.
