word,part_of_speech,meaning,example,example_meaning,definition
goatee,noun,chòm râu dê,"It's a big... bluish-green man, with a strange-looking goatee .",Đó là... một người đàn ông to lớn màu xanh với một chòm râu dê khác thường.,A beard trimmed to grow only at the center of the chin.
shifting,noun,thay đổi,We need to accelerate these shifts .,Chúng ta cần đẩy mạnh những bước chuyển đổi này.,Present participle of shift.
feverish,adjective,có dịch sốt,You're feverish .,Anh đang sốt .,"In the state of having a fever, to have an elevated body temperature."
corroboration,noun,sự chứng thực,Require the corroboration of a ranking or second bridge officer.,... cần sự chứng thực của sĩ quan cấp cao hoặc cấp phó chỉ huy.,"The act of corroborating, strengthening, or confirming; addition of strength; confirmation; as, the corroboration of an argument, or of information."
transcendence,noun,tính siêu việt,"How do you create the sense of transcendence , the sense of evoking a perfect world?",Cách nào bạn tạo ý thức về tính siêu việt ý thức của khêu gợi 1 thế giới hoàn hảo?,(countable) the act of surpassing usual limits
debasement,noun,sự làm giả,11 A debasing change was in store for Nebuchadnezzar.,11 Một sự hạ bệ đang chờ đợi Nê-bu-cát-nết-sa.,"The act of debasing or the state of being debased; a lowering, especially in character or quality."
typo,noun,lỗi,That's a typo . Sorry.,Đó là lỗi chính tả. Xin lỗi .,A compositor.
farewell,adjective,chia tay,"My first bouquet, and it's farewell flowers.","Bó hoa đầu tiên của con lại là những bông hoa chia tay , chán thật.","A wish of happiness or welfare at parting, especially a permanent departure; the parting compliment; a goodbye; adieu."
extreme,adjective,cực đoan,As an extreme example: the disease cholera is caused by a bacterium that thrives in the ocean.,Một ví dụ cực đoan : dịch tả gây ra bởi vi khuẩn lớn lên từ đại dương.,"Of a place, the most remote, farthest or outermost."
haptic,adjective,cảm ứng,Haptics,Xúc giác,Of or relating to the sense of touch; tactile.
passenger,noun,hành khách,"As the plane was approaching turbulence, the pilot asked the passengers aboard the plane to fasten their seat belts.","Lúc máy bay gặp gió xoáy, phi công yêu cầu hành khách thắt dây an toàn.",One who rides in a vehicle but is not the driver or part of the operating crew.
haute couture,noun,Haute couture,Others savor its gastronomic delights and admire its haute couture .,Những người khác thưởng thức những thức ăn ngon miệng và thán phục thời trang cao cấp của nó.,"A common term for high fashion as produced in Paris and imitated in other fashion capitals such as New York, London, and Milan."
former,adjective,trước,"Out of the two designs, I prefer the former to the latter.","Trong hai thiết kế, tôi thích cái trước hơn cái sau.","first of aforementioned two items. Used with the, often without a noun."
electrify,verb,điện khí hoá,"Of the 1,378 km (856 mi) of railway tracks in use, over 60% has been electrified whilst the remaining 583 km (362 mi) are serviced by diesel engines.","Trong số 1.378 đường ray đang sử dụng, có trên 60% đã được điện khí hoá trong khi 583 km còn lại dùng động cơ diesel.","To communicate electricity to; to charge with electricity; as, to electrify a jar."
aspirin,noun,Aspirin,Willow-bark extract is basically aspirin .,Chiết xuất từ vỏ liễu đơn giản là Aspirin .,"(uncountable, pharmacology) An analgesic drug, acetylsalicylic acid."
orchestra,noun,dàn nhạc,Jiro is like the maestro of an orchestra .,Jiro như nhạc trưởng của một dàn nhạc .,"(music) A large group of musicians who play together on various instruments, usually including some from strings, woodwind, brass and/or percussion; the instruments played by such a group."
pollute,adjective,làm hư hỏng,The pollution is catastrophic.,Ô nhiễm gây ra thảm hoạ.,"(transitive) To make something or somewhere less suitable for some activity, especially by the introduction of some unnatural factor."
lease,adjective,thuê,The lease began just after he and Hannah started their affair.,Hợp đồng thuê bắt đầu sau khi anh ta và Hannah ngoại tình.,"(transitive, chiefly dialectal) to gather."
