word,part_of_speech,meaning,example,example_meaning,definition
blanch,verb,chần,Blanche never did heroin.,Blanche không bao giờ chơi heroin.,"ore, not in masses, but mixed with other minerals."
broil,verb,nướng,"42 So they handed him a piece of broiled fish, 43 and he took it and ate it before their eyes.","42 Họ bèn đưa cho ngài một miếng cá nướng , 43 ngài cầm lấy và ăn trước mắt họ.","(transitive) To cook by direct, radiant heat."
caramelize,verb,biến thành caramen,The sugars in the dough caramelize in the crust.,Đường trong bột nhào biến thành caramen trong vỏ bánh.,(Cooking) To convert sugar into caramel.
dehydrate,verb,khử nước,"Dehydrates us, and this is good because water is bad for sleep.","Khử nước , và điều này tốt vì nước có hại cho giấc ngủ.",to lose or remove water; to dry
grill,verb,nướng,"I would like the grilled rib steak with 6 pieces of lemon chicken, actually 8 pieces.",Tôi gọi sườn nướng cùng 6 miếng gà xào lá chanh. À thực ra là 8 miếng.,"(chiefly Scottish, transitive) to make angry, provoke"
flaky,adjective,có bông,You can't go flaky on us now.,Bạn không thể đi flaky vào chúng tôi bây giờ.,"Consisting of flakes or of small, loose masses; lying, or cleaving off, in flakes or layers; flakelike."
layered,adjective,nhiều lớp,A data layer object is made up of a list of key/value pairs.,Đối tượng lớp dữ liệu được tạo thành từ danh sách các cặp khóa/giá trị.,Formed of layers.
crescent,adjective,hình lưỡi liềm,"And that crescent there is the moon Enceladus, which is about as big as the British Isles.","Và cái hình lưỡi liềm đó là mặt trăng Enceladus, nó chỉ lớn bằng đảo Anh Quốc","The figure of the moon as it appears in its first or last quarter, with concave and convex edges terminating in points."
dough,verb,bột nhào,"So I am harvesting the wheat, in order to make the dough .",Tôi phải thu hoạch lúa mì để làm ra bột nhào .,"A thick, malleable substance made by mixing flour with other ingredients such as water, eggs, and/or butter, that is made into a particular form and then baked."
dessert,noun,tráng miệng,Phetchaburi is known for its traditional Thai desserts .,Phetchaburi được biết đến với các món tráng miệng truyền thống của Thái Lan.,A sweet confection served as the last course of a meal
yeast,verb,nấm men,"In microbiology, the most exciting thing I get to work with is yeast . SHELDON:","Trong vi sinh, điều thú vị nhất Tôi có thể làm việc với nấm men .","An often humid, yellowish froth produced by fermenting malt worts, and used to brew beer, leaven bread, and also used in certain medicines."
artisanal,adjective,thủ công,They are skilled artisans who usually sell their products in the city.,"Họ là những thợ thủ công lành nghề, thường bán các sản phẩm của mình trong thành phố.",Of or involving artisans.
banh mi,Danh từ,bánh mì,Tôi thích ăn bánh mì tươi vào buổi sáng.,I love to eat fresh bread in the morning.,"A Vietnamese sandwich, typically served on a baguette, and somewhat resembling a submarine sandwich."
