word,part_of_speech,meaning,example,example_meaning,definition
deny,verb,phủ nhận,Are they going to deny ?,Họ sẽ phủ nhận chứ?,To not allow.
distraction,noun,sự rối trí,"Writing for Time, Nolan Feeman quipped, ""Jewish people aren't costumes"" and found the video distracting from the song.","Viết cho tạp chí Time, Nolan Feeman đã châm biếm ""người Do Thái không trang phục"" và nói video là một sự rối trí .",Something that distracts.
salivate,verb,chảy nhiều nước bọt,You're salivating .,Anh đang thèm nhỏ dãi .,(intransitive) To produce saliva.
concentrate,verb,tập trung,"In early January 1944, Ferdinand was suddenly taken to a concentration camp in Vught, in the Netherlands.","Đầu tháng 1 năm 1944, anh bất ngờ bị chuyển đến trại tập trung ở Vught, Hà Lan.","(transitive), (intransitive) To bring to, or direct toward, a common center; to unite more closely; to gather into one body, mass, or force."
precise,adjective,đúng,"He quoted also the third chapter of Acts, twenty-second and twenty-third verses, precisely as they stand in our New Testament.","Ông cũng trích dẫn chương ba trong sách Công Vụ Các Sứ Đồ, các câu hai mươi hai và hai mươi ba, đúng như trong Tân Ước của chúng ta.","exact, accurate"
random,adjective,bừa,You can't bring some random guy home and expect him to be our sperm donor.,Anh không thể bắt bừa 1 gã rồi mang về nhà và bảo em chấp nhận lấy tinh trùng của người đó.,"(obsolete) Speed, full speed; impetuosity, force. [14th-17th c.]"
consequence,noun,hậu quả,What have been the consequences ?,Hậu quả là gì?,That which follows something on which it depends; that which is produced by a cause.
minimal,adjective,rất nhỏ li ti,""" He was able to unhook my bra with minimal supervision. """,""" Cậu ta có thể cởi áo ngực của tôi với ít động tác nhất "".","The smallest possible amount, quantity, or degree."
mesmerized,adjective,,Mesmerize .,Thôi miên .,Spellbound or enthralled.
surreal,adjective,siêu thực,"kind of cubist, surreal , psychedelic picture of me","đại loại như tranh lập thể, siêu thực vẽ tôi đang phê thuốc",Resembling a dream: fantastic and incongruous
extrapolate,verb,ngoại suy,So I want to extrapolate on this idea a bit with something that's a little bit crazy.,Nên tôi muốn ngoại suy về ý tưởng này một chút hơi điên khùng một chút.,(transitive) To infer by extending known information.
allegedly,adverb,bị cho là,Allegedly .,Cứ cho là vậy .,According to someone's allegation.
innuendo,noun,lời nói bóng gió,Someday you have to make good on your innuendos .,Một ngày nào đó anh phải thực hiện những lời nói bóng gió của anh.,"A derogatory hint or reference to a person or thing, especially a sexual one. An implication or insinuation."
spree,noun,chè chén lu bù,The major's men are on a spree .,Người của Thiếu tá đi quậy .,"A merry frolic; especially, a drinking frolic."
cataract,noun,thác nước lớn,"Wilson's presents with cataracts , I think.",Bệnh Wilson có biểu hiện là bị mờ mắt .,(obsolete) A waterspout
simpleton,noun,anh thộn,"Yes, I do, simpleton .",Có phiền đấy .,A simple person lacking common sense.
concourse,noun,phòng lớn,Grand concourse .,Sảnh lớn .,A large open space in a building where people can gather.
contortionist,noun,,Sort of a contortionist .,Kiểu như uốn dẻo vậy .,An acrobat who is capable of twisting his or her body into unusual positions.
unconditional,adjective,không điều kiện,Just for the pursuit of unconditional love?,Chỉ để theo đuổi tình yêu không điều kiện à?,"absolute, and without conditions, limitations, reservations or qualifications"
momentum,noun,đà,So it suggests that the momentum is shifting.,Vì thế nó gợi ý rằng đà dịch chuyển.,(physics) (of a body in motion) the product of its mass and velocity.
heirloom,noun,của gia truyền,"It's just hard not to be nervous, because I have family heirlooms .",Chỉ là khó mà không lo lắng bởi vì tôi có của gia truyền .,A valued possession that has been passed down through the generations.
rivet,verb,đinh tán,Adhesives were replacing the rivets .,Chất dính thì để thay thế đinh tán .,A cylindrical mechanical fastener that attaches multiple parts together by fitting through a hole and deforming the head(s) at either end.
tether,verb,buộc,"Oh, you speak of severing bonds, but remain firmly tethered !","Oh, ngươi nói rằng đã phản bội, nhưng có vẻ vẫn ràng buộc lắm!","(by extension) the limit of one's abilities, resources etc"
compliant,adjective,phục tùng mệnh lệnh,He's also more compliant than House.,Anh ta cũng nguyên tắc hơn House.,Willing to comply; yielding; bending; pliant; submissive; willing to do what someone wants.
petty,adjective,nhỏ,"Except for petty crimes, which are tried before a single professional judge, and serious political crimes, all charges are tried before mixed tribunals on which lay judges (Schöffen) sit side by side with professional judges.","Ngoại trừ các vụ án nhỏ do một thẩm phán chuyên nghiệp xét xử, cũng như các tội chính trị nghiêm trọng, tất cả các cáo buộc được xét cử trước tòa án hỗn hợp, tại đó các thẩm phán không chuyên (Schöffen) ngồi cạnh các thẩm phán chuyên nghiệp.","(obsolete except in set phrases) little, small, secondary in rank or importance"
resolute,adjective,kiên quyết,My husband is the bravest and most resolute man I know.,Chồng tôi là người dũng cảm và kiên quyết nhất mà tôi biết.,"Firm, unyielding, determined."
rave,verb,nói sảng,"Ox wandered into town a couple of months ago, raving like a madman.","Ox đã lang thang tới thị trấn này vài tháng trước, nói sảng như một người điên.","An enthusiastic review (e.g., a play)"
thesis,noun,luận án,I'm doing my senior thesis on it right now.,Giờ con đang làm luận án tốt nghiệp về nó đây.,A statement supported by arguments.
queue,noun,hàng đợi,But people were waiting in long queues,Nhưng người dân phải xếp hàng đợi,(heraldry) An animal's tail. [from 16th c.]
vibrant,adjective,rung,The land of the remembered was vibrant and joyous!,Mảnh đất tưởng nhớ đầy niềm vui và rung động.,(of a colour) bright
consignment,noun,gửi hàng để bán,I'm talking consignment .,Tôi đang nói tới giao dịch hàng hóa .,The act of consigning
antithesis,noun,phản đề,This is the complete antithesis of regenerative medicine.,Đây là một phản đề hoàn chỉnh của dược phẩm tái tạo,A proposition that is the diametric opposite of some other proposition.
hackles,noun,,Do not raise fucking hackle .,Đừng có xù lông cổ lên.,Plural form of hackle.
disgruntled,adjective,bất bình,Testimony from a disgraced and disgruntled former president.,Lời khai từ một cựu Tổng thống thất sủng và bất bình .,Unhappy; dissatisfied
deltoid,adjective,cơ Đenta,You receive tetanus shots in the deltoid ( shoulder ) muscle .,Bạn sẽ được tiêm chủng uốn ván ở cơ đen -ta ( cơ vai ) .,"The deltoid muscle, a triangular muscle on the human shoulder."
amalgam,verb,hỗn hợp,They are described as an amalgam of iron and clay.,Nó được miêu tả là hỗn hợp của sắt và đất sét.,A combination of different things
raucous,adjective,khàn khàn,"Chase doesn't want some big, raucous party.",Chase không muốn làm tiệc quá to và ồn ào .,Harsh and rough-sounding.
commodity,noun,hàng hóa,Agricultural commodities continue to drive Paraguay's export totals.,Hàng hóa nông nghiệp tiếp tục lái xe tổng số xuất khẩu của Paraguay.,"(obsolete) Convenience; usefulness, suitability. [15th-19th c.]"
